classification,dataset,target_table,product,year,candidate_start_date,candidate_end_date,writes_parquet,writes_market_data_files,writes_quality_status,before_count,status,after_count,rows_fetched,rows_upsert_attempted,error_type,error_message
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,a,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=a year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,ad,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=ad year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,ag,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=ag year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,al,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=al year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,ao,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=ao year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,ap,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=ap year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,au,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=au year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,b,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=b year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bb,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=bb year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bc,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=bc year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,br,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=br year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bu,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=bu year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bz,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=bz year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,c,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=c year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,cf,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=cf year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,cj,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=cj year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,cs,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=cs year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,cu,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=cu year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,cy,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=cy year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,eb,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=eb year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,ec,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=ec year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,eg,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=eg year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,fb,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=fb year=2025
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,fg,2025,2025-01-01,2025-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=fg year=2025
