product,contract_code,period,market_data_file_id,data_version,quality_status,file_path,start_time,end_time,duplicate_group_size,decision,current_market_data_file_id
a,A2609,60m,45472,rq_acb_a_A2609_60m_20260617_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=A2609/A2609_60m_20260617_20260707.parquet,2026-06-16T22:00:00+00:00,2026-07-07T15:00:00+00:00,3,keep_primary,45472
a,a.MAIN,15m,56071,rqdata_a_standard_15m_20230103_20260711_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_15m_20230103_20260711_v2.parquet,2023-01-03T09:15:00+00:00,2026-07-10T15:00:00+00:00,3,keep_primary,56071
a,a.MAIN,15m,40884,rqdata_a_standard_15m_20230103_20260707_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_15m_20230103_20260707_v2.parquet,2023-01-03T09:15:00+00:00,2026-07-07T15:00:00+00:00,3,mark_superseded,56071
a,a.MAIN,15m,71382,rqdata_a_standard_15m_20200102_20260711_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_15m_20200102_20260711_v2.parquet,2020-01-02T09:15:00+00:00,2026-07-10T15:00:00+00:00,3,mark_superseded,56071
a,a.MAIN,1d,40887,rqdata_a_standard_1d_20230103_20260707_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1d_20230103_20260707_v2.parquet,2023-01-03T00:00:00+00:00,2026-07-07T00:00:00+00:00,4,mark_superseded,55796
a,a.MAIN,1d,55796,rqdata_a_standard_1d_20230103_20260711_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1d_20230103_20260711_v2.parquet,2023-01-03T00:00:00+00:00,2026-07-10T00:00:00+00:00,4,keep_primary,55796
a,a.MAIN,1d,55574,rqdata_a_standard_1d_20230103_20260710_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1d_20230103_20260710_v2.parquet,2023-01-03T00:00:00+00:00,2026-07-09T00:00:00+00:00,4,mark_superseded,55796
a,a.MAIN,1d,56426,rqdata_a_standard_1d_20200102_20260711_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1d_20200102_20260711_v2.parquet,2020-01-02T00:00:00+00:00,2026-07-10T00:00:00+00:00,4,mark_superseded,55796
a,a.MAIN,1m,40882,rqdata_a_standard_1m_20230103_20260707_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1m_20230103_20260707_v2.parquet,2023-01-03T09:01:00+00:00,2026-07-07T15:00:00+00:00,4,mark_superseded,55976
a,a.MAIN,1m,55976,rqdata_a_standard_1m_20230103_20260711_v2,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1m_20230103_20260711_v2.parquet,2023-01-03T09:01:00+00:00,2026-07-10T15:00:00+00:00,4,keep_primary,55976
