residual_scope,product,contract_role,contract,period,physical_path,status,reason,db_record_count,recommended_next_task
physical_evidence,bu,dominant_main,bu.MAIN,1m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=bu/contract=bu.MAIN/bu_MAIN_1m_20230103_20260710_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bu,dominant_main,bu.MAIN,1m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=bu/contract=bu.MAIN/bu_MAIN_1m_20230103_20260711_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bu,dominant_main,bu.MAIN,1w,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=bu/contract=bu.MAIN/bu_MAIN_1w_20200102_20260711_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bu,dominant_main,bu.MAIN,1w,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=bu/contract=bu.MAIN/bu_MAIN_1w_20230103_20260707_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bu,dominant_main,bu.MAIN,1w,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=bu/contract=bu.MAIN/bu_MAIN_1w_20230103_20260710_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bu,dominant_main,bu.MAIN,1w,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=bu/contract=bu.MAIN/bu_MAIN_1w_20230103_20260711_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bu,dominant_main,bu.MAIN,30m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=bu/contract=bu.MAIN/bu_MAIN_30m_20230103_20260707_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bu,dominant_main,bu.MAIN,30m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=bu/contract=bu.MAIN/bu_MAIN_30m_20230103_20260711_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bu,dominant_main,bu.MAIN,5m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=bu/contract=bu.MAIN/bu_MAIN_5m_20230103_20260707_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bu,dominant_main,bu.MAIN,5m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=bu/contract=bu.MAIN/bu_MAIN_5m_20230103_20260711_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bu,dominant_main,bu.MAIN,60m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=bu/contract=bu.MAIN/bu_MAIN_60m_20230103_20260707_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bu,dominant_main,bu.MAIN,60m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=bu/contract=bu.MAIN/bu_MAIN_60m_20230103_20260711_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,actual_contract,BZ2608,15m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=bz/contract=BZ2608/BZ2608_15m_20260618_20260707.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,actual_contract,BZ2608,1m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=bz/contract=BZ2608/BZ2608_1m_20260618_20260707.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,actual_contract,BZ2608,30m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=bz/contract=BZ2608/BZ2608_30m_20260618_20260707.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,actual_contract,BZ2608,5m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=bz/contract=BZ2608/BZ2608_5m_20260618_20260707.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,actual_contract,BZ2608,60m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=bz/contract=BZ2608/BZ2608_60m_20260618_20260707.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,dominant_main,bz.MAIN,15m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=bz/contract=bz.MAIN/bz_MAIN_15m_20230103_20260707_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,dominant_main,bz.MAIN,15m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=bz/contract=bz.MAIN/bz_MAIN_15m_20230103_20260711_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,dominant_main,bz.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=bz/contract=bz.MAIN/bz_MAIN_1d_20230103_20260707_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,dominant_main,bz.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=bz/contract=bz.MAIN/bz_MAIN_1d_20230103_20260710_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,dominant_main,bz.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=bz/contract=bz.MAIN/bz_MAIN_1d_20230103_20260711_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,dominant_main,bz.MAIN,1m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=bz/contract=bz.MAIN/bz_MAIN_1m_20230103_20260707_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,dominant_main,bz.MAIN,1m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=bz/contract=bz.MAIN/bz_MAIN_1m_20230103_20260710_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,dominant_main,bz.MAIN,1m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=bz/contract=bz.MAIN/bz_MAIN_1m_20230103_20260711_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,dominant_main,bz.MAIN,1w,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=bz/contract=bz.MAIN/bz_MAIN_1w_20230103_20260707_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,dominant_main,bz.MAIN,1w,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=bz/contract=bz.MAIN/bz_MAIN_1w_20230103_20260710_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,dominant_main,bz.MAIN,1w,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=bz/contract=bz.MAIN/bz_MAIN_1w_20230103_20260711_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,dominant_main,bz.MAIN,30m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=bz/contract=bz.MAIN/bz_MAIN_30m_20230103_20260707_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,dominant_main,bz.MAIN,30m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=bz/contract=bz.MAIN/bz_MAIN_30m_20230103_20260711_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,dominant_main,bz.MAIN,5m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=bz/contract=bz.MAIN/bz_MAIN_5m_20230103_20260707_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,dominant_main,bz.MAIN,5m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=bz/contract=bz.MAIN/bz_MAIN_5m_20230103_20260711_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,dominant_main,bz.MAIN,60m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=bz/contract=bz.MAIN/bz_MAIN_60m_20230103_20260707_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,bz,dominant_main,bz.MAIN,60m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=bz/contract=bz.MAIN/bz_MAIN_60m_20230103_20260711_v2.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
physical_evidence,b,actual_contract,B2609,15m,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=b/contract=B2609/B2609_15m_20260618_20260707.parquet,unregistered,primary_physical_evidence_without_exact_db_record,0,B2-04A-registration-applicability-triage
