residual_scope,product,contract_role,contract,period,physical_path,quality_status,reason,recommended_next_task
file_evidence,wh,dominant_main,wh.MAIN,1w,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CZCE/symbol=wh/contract=wh.MAIN/wh_MAIN_1w_20230103_20260710_v2.parquet,failed,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
file_evidence,wh,dominant_main,wh.MAIN,1w,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CZCE/symbol=wh/contract=wh.MAIN/wh_MAIN_1w_20230103_20260711_v2.parquet,failed,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
file_evidence,wh,dominant_main,wh.MAIN,1w,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CZCE/symbol=wh/contract=wh.MAIN/wh_MAIN_1w_20200102_20260711_v2.parquet,warning,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
file_evidence,wh,dominant_main,wh.MAIN,1w,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CZCE/symbol=wh/contract=wh.MAIN/wh_MAIN_1w_20230103_20260707_v2.parquet,warning,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
file_evidence,wh,dominant_main,wh.MAIN,1w,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CZCE/symbol=wh/contract=wh.MAIN/wh_MAIN_1w_20230103_20260710_v2.parquet,warning,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
file_evidence,wh,dominant_main,wh.MAIN,1w,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CZCE/symbol=wh/contract=wh.MAIN/wh_MAIN_1w_20230103_20260711_v2.parquet,warning,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
file_evidence,wr,dominant_main,wr.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=wr.MAIN/wr_MAIN_1d_20090327_20260711_v2.parquet,warning,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
file_evidence,wr,dominant_main,wr.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=wr.MAIN/wr_MAIN_1d_20200102_20260711_v2.parquet,warning,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
file_evidence,wr,dominant_main,wr.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=wr.MAIN/wr_MAIN_1d_20230103_20260707_v2.parquet,failed,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
file_evidence,wr,dominant_main,wr.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=wr.MAIN/wr_MAIN_1d_20230103_20260710_v2.parquet,warning,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
file_evidence,wr,dominant_main,wr.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=wr.MAIN/wr_MAIN_1d_20230103_20260711_v2.parquet,failed,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
file_evidence,wr,dominant_main,wr.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=wr.MAIN/wr_MAIN_1d_20230103_20260707_v2.parquet,warning,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
file_evidence,wr,dominant_main,wr.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=wr.MAIN/wr_MAIN_1d_20230103_20260710_v2.parquet,warning,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
file_evidence,wr,dominant_main,wr.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=wr.MAIN/wr_MAIN_1d_20230103_20260711_v2.parquet,warning,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
file_evidence,zc,dominant_main,zc.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=zc/contract=zc.MAIN/zc_MAIN_1d_20150518_20260711_v2.parquet,failed,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
file_evidence,zc,dominant_main,zc.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=zc/contract=zc.MAIN/zc_MAIN_1d_20200102_20260711_v2.parquet,warning,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
file_evidence,zc,dominant_main,zc.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=zc/contract=zc.MAIN/zc_MAIN_1d_20230103_20260707_v2.parquet,failed,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
file_evidence,zc,dominant_main,zc.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=zc/contract=zc.MAIN/zc_MAIN_1d_20230103_20260710_v2.parquet,warning,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
file_evidence,zc,dominant_main,zc.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=zc/contract=zc.MAIN/zc_MAIN_1d_20230103_20260711_v2.parquet,failed,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
file_evidence,zc,dominant_main,zc.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=zc/contract=zc.MAIN/zc_MAIN_1d_20230103_20260707_v2.parquet,warning,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
file_evidence,zc,dominant_main,zc.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=zc/contract=zc.MAIN/zc_MAIN_1d_20230103_20260710_v2.parquet,warning,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
file_evidence,zc,dominant_main,zc.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=zc/contract=zc.MAIN/zc_MAIN_1d_20230103_20260711_v2.parquet,warning,quality_evidence_not_strict_passed,B2-04A-quality-evidence-triage
