product,contract,week_end,issue,pre_first_owner,fields,details
PR,PR2510,2025-01-03,STRICT_NO_TRADE_AGGREGATION,True,"open,low,close","{""week_end"": ""2025-01-03"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""open"", ""low"", ""close""], ""strict_no_trade_days"": [""2024-12-30"", ""2025-01-02"", ""2025-01-03""], ""stored"": {""open"": ""0E-18"", ""high"": ""6400.000000000000000000"", ""low"": ""0E-18"", ""close"": ""0E-18"", ""volume"": ""2.000000000000000000"", ""turnover"": ""191700.000000000000000000"", ""open_interest"": ""10.000000000000000000""}, ""expected"": {""open"": ""6382.000000000000000000"", ""high"": ""6400.000000000000000000"", ""low"": ""6382.000000000000000000"", ""close"": ""6400.000000000000000000"", ""volume"": ""2.000000000000000000"", ""turnover"": ""191700.000000000000000000"", ""open_interest"": ""10.000000000000000000""}}"
PR,PR2510,2025-01-10,STRICT_NO_TRADE_AGGREGATION,True,"open,low,close","{""week_end"": ""2025-01-10"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""open"", ""low"", ""close""], ""strict_no_trade_days"": [""2025-01-06"", ""2025-01-07"", ""2025-01-10""], ""stored"": {""open"": ""0E-18"", ""high"": ""6486.000000000000000000"", ""low"": ""0E-18"", ""close"": ""0E-18"", ""volume"": ""2.000000000000000000"", ""turnover"": ""193400.000000000000000000"", ""open_interest"": ""10.000000000000000000""}, ""expected"": {""open"": ""6408.000000000000000000"", ""high"": ""6486.000000000000000000"", ""low"": ""6408.000000000000000000"", ""close"": ""6486.000000000000000000"", ""volume"": ""2.000000000000000000"", ""turnover"": ""193400.000000000000000000"", ""open_interest"": ""10.000000000000000000""}}"
PR,PR2510,2025-01-17,STRICT_NO_TRADE_AGGREGATION,True,"open,low,close","{""week_end"": ""2025-01-17"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""open"", ""low"", ""close""], ""strict_no_trade_days"": [""2025-01-13"", ""2025-01-14"", ""2025-01-17""], ""stored"": {""open"": ""0E-18"", ""high"": ""6680.000000000000000000"", ""low"": ""0E-18"", ""close"": ""0E-18"", ""volume"": ""5.000000000000000000"", ""turnover"": ""497200.000000000000000000"", ""open_interest"": ""11.000000000000000000""}, ""expected"": {""open"": ""6622.000000000000000000"", ""high"": ""6680.000000000000000000"", ""low"": ""6608.000000000000000000"", ""close"": ""6614.000000000000000000"", ""volume"": ""5.000000000000000000"", ""turnover"": ""497200.000000000000000000"", ""open_interest"": ""11.000000000000000000""}}"
PR,PR2510,2025-01-24,STRICT_NO_TRADE_AGGREGATION,True,"open,low","{""week_end"": ""2025-01-24"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""open"", ""low""], ""strict_no_trade_days"": [""2025-01-20""], ""stored"": {""open"": ""0E-18"", ""high"": ""6550.000000000000000000"", ""low"": ""0E-18"", ""close"": ""6490.000000000000000000"", ""volume"": ""9.000000000000000000"", ""turnover"": ""879600.000000000000000000"", ""open_interest"": ""11.000000000000000000""}, ""expected"": {""open"": ""6548.000000000000000000"", ""high"": ""6550.000000000000000000"", ""low"": ""6472.000000000000000000"", ""close"": ""6490.000000000000000000"", ""volume"": ""9.000000000000000000"", ""turnover"": ""879600.000000000000000000"", ""open_interest"": ""11.000000000000000000""}}"
PR,PR2510,2025-02-07,STRICT_NO_TRADE_AGGREGATION,True,"open,low","{""week_end"": ""2025-02-07"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""open"", ""low""], ""strict_no_trade_days"": [""2025-02-05"", ""2025-02-06""], ""stored"": {""open"": ""0E-18"", ""high"": ""6478.000000000000000000"", ""low"": ""0E-18"", ""close"": ""6478.000000000000000000"", ""volume"": ""1.000000000000000000"", ""turnover"": ""97200.000000000000000000"", ""open_interest"": ""12.000000000000000000""}, ""expected"": {""open"": ""6478.000000000000000000"", ""high"": ""6478.000000000000000000"", ""low"": ""6478.000000000000000000"", ""close"": ""6478.000000000000000000"", ""volume"": ""1.000000000000000000"", ""turnover"": ""97200.000000000000000000"", ""open_interest"": ""12.000000000000000000""}}"
PR,PR2510,2025-02-14,STRICT_NO_TRADE_AGGREGATION,True,"open,low,close","{""week_end"": ""2025-02-14"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""open"", ""low"", ""close""], ""strict_no_trade_days"": [""2025-02-10"", ""2025-02-11"", ""2025-02-12"", ""2025-02-14""], ""stored"": {""open"": ""0E-18"", ""high"": ""6496.000000000000000000"", ""low"": ""0E-18"", ""close"": ""0E-18"", ""volume"": ""1.000000000000000000"", ""turnover"": ""97400.000000000000000000"", ""open_interest"": ""12.000000000000000000""}, ""expected"": {""open"": ""6496.000000000000000000"", ""high"": ""6496.000000000000000000"", ""low"": ""6496.000000000000000000"", ""close"": ""6496.000000000000000000"", ""volume"": ""1.000000000000000000"", ""turnover"": ""97400.000000000000000000"", ""open_interest"": ""12.000000000000000000""}}"
PR,PR2510,2025-03-14,STRICT_NO_TRADE_AGGREGATION,True,"low,close","{""week_end"": ""2025-03-14"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""low"", ""close""], ""strict_no_trade_days"": [""2025-03-14""], ""stored"": {""open"": ""6212.000000000000000000"", ""high"": ""6212.000000000000000000"", ""low"": ""0E-18"", ""close"": ""0E-18"", ""volume"": ""14.000000000000000000"", ""turnover"": ""1289600.000000000000000000"", ""open_interest"": ""9.000000000000000000""}, ""expected"": {""open"": ""6212.000000000000000000"", ""high"": ""6212.000000000000000000"", ""low"": ""6100.000000000000000000"", ""close"": ""6140.000000000000000000"", ""volume"": ""14.000000000000000000"", ""turnover"": ""1289600.000000000000000000"", ""open_interest"": ""9.000000000000000000""}}"
PR,PR2510,2025-03-21,STRICT_NO_TRADE_AGGREGATION,True,"open,low","{""week_end"": ""2025-03-21"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""open"", ""low""], ""strict_no_trade_days"": [""2025-03-17"", ""2025-03-18"", ""2025-03-19""], ""stored"": {""open"": ""0E-18"", ""high"": ""6216.000000000000000000"", ""low"": ""0E-18"", ""close"": ""6216.000000000000000000"", ""volume"": ""3.000000000000000000"", ""turnover"": ""278800.000000000000000000"", ""open_interest"": ""9.000000000000000000""}, ""expected"": {""open"": ""6176.000000000000000000"", ""high"": ""6216.000000000000000000"", ""low"": ""6176.000000000000000000"", ""close"": ""6216.000000000000000000"", ""volume"": ""3.000000000000000000"", ""turnover"": ""278800.000000000000000000"", ""open_interest"": ""9.000000000000000000""}}"
PR,PR2510,2025-03-28,STRICT_NO_TRADE_AGGREGATION,True,"open,low","{""week_end"": ""2025-03-28"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""open"", ""low""], ""strict_no_trade_days"": [""2025-03-24"", ""2025-03-26"", ""2025-03-27""], ""stored"": {""open"": ""0E-18"", ""high"": ""6268.000000000000000000"", ""low"": ""0E-18"", ""close"": ""6242.000000000000000000"", ""volume"": ""7.000000000000000000"", ""turnover"": ""653900.000000000000000000"", ""open_interest"": ""8.000000000000000000""}, ""expected"": {""open"": ""6220.000000000000000000"", ""high"": ""6268.000000000000000000"", ""low"": ""6206.000000000000000000"", ""close"": ""6242.000000000000000000"", ""volume"": ""7.000000000000000000"", ""turnover"": ""653900.000000000000000000"", ""open_interest"": ""8.000000000000000000""}}"
PR,PR2510,2025-04-03,STRICT_NO_TRADE_AGGREGATION,True,low,"{""week_end"": ""2025-04-03"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""low""], ""strict_no_trade_days"": [""2025-04-01"", ""2025-04-02""], ""stored"": {""open"": ""6200.000000000000000000"", ""high"": ""6200.000000000000000000"", ""low"": ""0E-18"", ""close"": ""6154.000000000000000000"", ""volume"": ""4.000000000000000000"", ""turnover"": ""370400.000000000000000000"", ""open_interest"": ""10.000000000000000000""}, ""expected"": {""open"": ""6200.000000000000000000"", ""high"": ""6200.000000000000000000"", ""low"": ""6154.000000000000000000"", ""close"": ""6154.000000000000000000"", ""volume"": ""4.000000000000000000"", ""turnover"": ""370400.000000000000000000"", ""open_interest"": ""10.000000000000000000""}}"
PR,PR2510,2025-04-11,STRICT_NO_TRADE_AGGREGATION,True,"open,low","{""week_end"": ""2025-04-11"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""open"", ""low""], ""strict_no_trade_days"": [""2025-04-07""], ""stored"": {""open"": ""0E-18"", ""high"": ""5790.000000000000000000"", ""low"": ""0E-18"", ""close"": ""5614.000000000000000000"", ""volume"": ""76.000000000000000000"", ""turnover"": ""6363900.000000000000000000"", ""open_interest"": ""36.000000000000000000""}, ""expected"": {""open"": ""5748.000000000000000000"", ""high"": ""5790.000000000000000000"", ""low"": ""5454.000000000000000000"", ""close"": ""5614.000000000000000000"", ""volume"": ""76.000000000000000000"", ""turnover"": ""6363900.000000000000000000"", ""open_interest"": ""36.000000000000000000""}}"
PR,PR2511,2024-11-15,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-11-15"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-11-15""], ""daily_count"": 1, ""missing_week_type"": ""ALL_NO_TRADE""}"
PR,PR2511,2024-11-22,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-11-22"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-11-18"", ""2024-11-19"", ""2024-11-21"", ""2024-11-22""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PR,PR2511,2024-11-29,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-11-29"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-11-26"", ""2024-11-28"", ""2024-11-29""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PR,PR2511,2024-12-06,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-12-06"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-12-02"", ""2024-12-03"", ""2024-12-04"", ""2024-12-05"", ""2024-12-06""], ""daily_count"": 5, ""missing_week_type"": ""ALL_NO_TRADE""}"
PR,PR2511,2024-12-13,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-12-13"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-12-09"", ""2024-12-10"", ""2024-12-11"", ""2024-12-12""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PR,PR2511,2024-12-20,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-12-20"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-12-17"", ""2024-12-18"", ""2024-12-20""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PR,PR2511,2024-12-27,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-12-27"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-12-23"", ""2024-12-24"", ""2024-12-25"", ""2024-12-26"", ""2024-12-27""], ""daily_count"": 5, ""missing_week_type"": ""ALL_NO_TRADE""}"
PR,PR2511,2025-01-03,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-01-03"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-12-30"", ""2024-12-31"", ""2025-01-02"", ""2025-01-03""], ""daily_count"": 4, ""missing_week_type"": ""ALL_NO_TRADE""}"
PR,PR2511,2025-01-10,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-01-10"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2025-01-06"", ""2025-01-07"", ""2025-01-08"", ""2025-01-09"", ""2025-01-10""], ""daily_count"": 5, ""missing_week_type"": ""ALL_NO_TRADE""}"
PR,PR2511,2025-01-17,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-01-17"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2025-01-13"", ""2025-01-14"", ""2025-01-15"", ""2025-01-16"", ""2025-01-17""], ""daily_count"": 5, ""missing_week_type"": ""ALL_NO_TRADE""}"
PR,PR2511,2025-01-24,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-01-24"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2025-01-22"", ""2025-01-23""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PR,PR2511,2025-01-27,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-01-27"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2025-01-27""], ""daily_count"": 1, ""missing_week_type"": ""ALL_NO_TRADE""}"
PR,PR2511,2025-02-07,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-02-07"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2025-02-05"", ""2025-02-06"", ""2025-02-07""], ""daily_count"": 3, ""missing_week_type"": ""ALL_NO_TRADE""}"
PR,PR2511,2025-02-14,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-02-14"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2025-02-10"", ""2025-02-11"", ""2025-02-12"", ""2025-02-13"", ""2025-02-14""], ""daily_count"": 5, ""missing_week_type"": ""ALL_NO_TRADE""}"
PR,PR2511,2025-02-21,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-02-21"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2025-02-17"", ""2025-02-18"", ""2025-02-19"", ""2025-02-20"", ""2025-02-21""], ""daily_count"": 5, ""missing_week_type"": ""ALL_NO_TRADE""}"
PR,PR2511,2025-02-28,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-02-28"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2025-02-25"", ""2025-02-26"", ""2025-02-27""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PR,PR2511,2025-03-07,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-03-07"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PR,PR2511,2025-03-14,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-03-14"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PR,PR2511,2025-03-21,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-03-21"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2025-03-17"", ""2025-03-18"", ""2025-03-19"", ""2025-03-21""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PR,PR2511,2025-03-28,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-03-28"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2025-03-24"", ""2025-03-25"", ""2025-03-27""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PR,PR2511,2025-04-03,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-04-03"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2025-04-01"", ""2025-04-02""], ""daily_count"": 4, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PR,PR2511,2025-04-11,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-04-11"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2025-04-07""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PR,PR2511,2025-04-18,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-04-18"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PR,PR2511,2025-04-25,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-04-25"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PR,PR2511,2025-04-30,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-04-30"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 3, ""missing_week_type"": ""NORMAL""}"
PR,PR2511,2025-05-09,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-05-09"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 4, ""missing_week_type"": ""NORMAL""}"
PR,PR2511,2025-05-16,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-05-16"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PR,PR2511,2025-05-23,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-05-23"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2025-05-21"", ""2025-05-22""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PR,PR2511,2025-05-30,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-05-30"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PR,PR2511,2025-06-06,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-06-06"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 4, ""missing_week_type"": ""NORMAL""}"
PR,PR2511,2025-06-13,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-06-13"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PR,PR2511,2025-06-20,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-06-20"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PR,PR2511,2025-06-27,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-06-27"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PR,PR2511,2025-07-04,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-07-04"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PR,PR2511,2025-07-11,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-07-11"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PR,PR2511,2025-07-18,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-07-18"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PR,PR2511,2025-07-25,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-07-25"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PR,PR2511,2025-08-01,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-08-01"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PR,PR2511,2025-08-08,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-08-08"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PR,PR2511,2025-08-15,D1_W1_VALUE_CONFLICT,False,turnover,"{""week_end"": ""2025-08-15"", ""stored_weekly"": true, ""pre_first_owner"": false, ""kind"": ""D1_W1_VALUE_CONFLICT"", ""fields"": [""turnover""], ""strict_no_trade_days"": [], ""stored"": {""open"": ""5910.000000000000000000"", ""high"": ""5984.000000000000000000"", ""low"": ""5844.000000000000000000"", ""close"": ""5896.000000000000000000"", ""volume"": ""186496.000000000000000000"", ""turnover"": ""16533957210.000000000000000000"", ""open_interest"": ""26711.000000000000000000""}, ""expected"": {""open"": ""5910.000000000000000000"", ""high"": ""5984.000000000000000000"", ""low"": ""5844.000000000000000000"", ""close"": ""5896.000000000000000000"", ""volume"": ""186496.000000000000000000"", ""turnover"": ""16533407240.000000000000000000"", ""open_interest"": ""26711.000000000000000000""}}"
PR,PR2512,2024-12-20,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-12-20"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-12-16"", ""2024-12-17"", ""2024-12-18"", ""2024-12-19"", ""2024-12-20""], ""daily_count"": 5, ""missing_week_type"": ""ALL_NO_TRADE""}"
PR,PR2512,2024-12-27,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-12-27"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-12-23"", ""2024-12-24"", ""2024-12-25"", ""2024-12-26"", ""2024-12-27""], ""daily_count"": 5, ""missing_week_type"": ""ALL_NO_TRADE""}"
PR,PR2512,2025-01-03,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-01-03"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-12-30"", ""2024-12-31"", ""2025-01-02"", ""2025-01-03""], ""daily_count"": 4, ""missing_week_type"": ""ALL_NO_TRADE""}"
PR,PR2512,2025-01-10,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-01-10"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2025-01-06"", ""2025-01-07"", ""2025-01-08"", ""2025-01-09"", ""2025-01-10""], ""daily_count"": 5, ""missing_week_type"": ""ALL_NO_TRADE""}"
PR,PR2512,2025-01-17,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-01-17"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2025-01-13"", ""2025-01-14"", ""2025-01-15"", ""2025-01-16"", ""2025-01-17""], ""daily_count"": 5, ""missing_week_type"": ""ALL_NO_TRADE""}"
PR,PR2512,2025-01-24,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-01-24"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2025-01-20"", ""2025-01-21"", ""2025-01-22"", ""2025-01-23"", ""2025-01-24""], ""daily_count"": 5, ""missing_week_type"": ""ALL_NO_TRADE""}"
PR,PR2512,2025-01-27,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-01-27"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2025-01-27""], ""daily_count"": 1, ""missing_week_type"": ""ALL_NO_TRADE""}"
PR,PR2512,2025-02-07,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-02-07"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2025-02-05"", ""2025-02-06"", ""2025-02-07""], ""daily_count"": 3, ""missing_week_type"": ""ALL_NO_TRADE""}"
PR,PR2512,2025-02-14,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-02-14"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2025-02-10"", ""2025-02-11"", ""2025-02-12"", ""2025-02-13"", ""2025-02-14""], ""daily_count"": 5, ""missing_week_type"": ""ALL_NO_TRADE""}"
PR,PR2512,2025-02-21,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-02-21"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2025-02-17"", ""2025-02-18"", ""2025-02-19"", ""2025-02-20"", ""2025-02-21""], ""daily_count"": 5, ""missing_week_type"": ""ALL_NO_TRADE""}"
