product,contract,week_end,issue,pre_first_owner,fields,details
PF,PF2503,2024-03-15,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-03-15"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-03-15""], ""daily_count"": 1, ""missing_week_type"": ""ALL_NO_TRADE""}"
PF,PF2503,2024-03-22,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-03-22"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-03-18"", ""2024-03-19"", ""2024-03-20"", ""2024-03-21"", ""2024-03-22""], ""daily_count"": 5, ""missing_week_type"": ""ALL_NO_TRADE""}"
PF,PF2503,2024-03-29,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-03-29"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-03-25"", ""2024-03-26"", ""2024-03-27"", ""2024-03-28"", ""2024-03-29""], ""daily_count"": 5, ""missing_week_type"": ""ALL_NO_TRADE""}"
PF,PF2503,2024-04-03,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-04-03"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-04-01"", ""2024-04-02"", ""2024-04-03""], ""daily_count"": 3, ""missing_week_type"": ""ALL_NO_TRADE""}"
PF,PF2503,2024-04-12,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-04-12"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-04-08"", ""2024-04-09"", ""2024-04-10"", ""2024-04-11"", ""2024-04-12""], ""daily_count"": 5, ""missing_week_type"": ""ALL_NO_TRADE""}"
PF,PF2503,2024-04-19,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-04-19"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-04-15"", ""2024-04-16"", ""2024-04-17"", ""2024-04-18"", ""2024-04-19""], ""daily_count"": 5, ""missing_week_type"": ""ALL_NO_TRADE""}"
PF,PF2503,2024-04-26,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-04-26"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-04-22"", ""2024-04-23"", ""2024-04-24"", ""2024-04-25"", ""2024-04-26""], ""daily_count"": 5, ""missing_week_type"": ""ALL_NO_TRADE""}"
PF,PF2503,2024-04-30,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-04-30"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-04-29""], ""daily_count"": 2, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PF,PF2503,2024-05-10,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-05-10"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-05-06"", ""2024-05-07"", ""2024-05-08"", ""2024-05-09""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PF,PF2503,2024-05-17,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-05-17"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-05-13"", ""2024-05-16""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PF,PF2503,2024-05-24,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-05-24"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-05-20""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PF,PF2503,2024-05-31,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-05-31"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-05-28"", ""2024-05-29"", ""2024-05-30""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PF,PF2503,2024-06-07,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-06-07"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-06-06"", ""2024-06-07""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PF,PF2503,2024-06-14,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-06-14"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-06-14""], ""daily_count"": 4, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PF,PF2503,2024-06-21,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-06-21"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-06-17""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PF,PF2503,2024-06-28,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-06-28"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-06-25"", ""2024-06-27""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PF,PF2503,2024-07-05,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-07-05"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-07-02""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PF,PF2503,2024-07-12,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-07-12"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PF,PF2503,2024-07-19,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-07-19"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-07-15"", ""2024-07-18"", ""2024-07-19""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PF,PF2503,2024-07-26,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-07-26"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-07-22"", ""2024-07-26""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PF,PF2503,2024-08-02,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-08-02"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-07-29"", ""2024-07-30"", ""2024-07-31"", ""2024-08-01""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PF,PF2503,2024-08-09,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-08-09"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-08-06"", ""2024-08-07"", ""2024-08-08""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PF,PF2503,2024-08-16,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-08-16"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-08-13""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PF,PF2503,2024-08-23,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-08-23"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-08-20"", ""2024-08-21"", ""2024-08-22"", ""2024-08-23""], ""daily_count"": 5, ""missing_week_type"": ""MIXED_NO_TRADE""}"
PF,PF2503,2024-08-30,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-08-30"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [""2024-08-26"", ""2024-08-27"", ""2024-08-28"", ""2024-08-29"", ""2024-08-30""], ""daily_count"": 5, ""missing_week_type"": ""ALL_NO_TRADE""}"
PF,PF2503,2024-09-06,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-09-06"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PF,PF2503,2024-09-13,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-09-13"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PF,PF2503,2024-09-20,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-09-20"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 3, ""missing_week_type"": ""NORMAL""}"
PF,PF2503,2024-09-27,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-09-27"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PF,PF2503,2024-09-30,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-09-30"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 1, ""missing_week_type"": ""NORMAL""}"
PF,PF2503,2024-10-11,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-10-11"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 4, ""missing_week_type"": ""NORMAL""}"
PF,PF2503,2024-10-18,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-10-18"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PF,PF2503,2024-10-25,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-10-25"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PF,PF2503,2024-11-01,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-11-01"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PF,PF2503,2024-11-08,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-11-08"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PF,PF2503,2024-11-15,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-11-15"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PF,PF2503,2024-11-22,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-11-22"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PF,PF2503,2024-11-29,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-11-29"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PF,PF2503,2024-12-06,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-12-06"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PF,PF2503,2024-12-13,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-12-13"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PF,PF2503,2024-12-20,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-12-20"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PF,PF2503,2024-12-27,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2024-12-27"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 5, ""missing_week_type"": ""NORMAL""}"
PF,PF2503,2025-01-03,W1_MISSING_D1_COMPLETE,True,,"{""week_end"": ""2025-01-03"", ""stored_weekly"": false, ""pre_first_owner"": true, ""kind"": ""W1_MISSING_D1_COMPLETE"", ""no_trade_days"": [], ""daily_count"": 4, ""missing_week_type"": ""NORMAL""}"
PF,PF2503,2025-01-10,D1_W1_VALUE_CONFLICT,False,turnover,"{""week_end"": ""2025-01-10"", ""stored_weekly"": true, ""pre_first_owner"": false, ""kind"": ""D1_W1_VALUE_CONFLICT"", ""fields"": [""turnover""], ""strict_no_trade_days"": [], ""stored"": {""open"": ""6892.000000000000000000"", ""high"": ""6994.000000000000000000"", ""low"": ""6808.000000000000000000"", ""close"": ""6932.000000000000000000"", ""volume"": ""505664.000000000000000000"", ""turnover"": ""17449540670.000000000000000000"", ""open_interest"": ""180233.000000000000000000""}, ""expected"": {""open"": ""6892.000000000000000000"", ""high"": ""6994.000000000000000000"", ""low"": ""6808.000000000000000000"", ""close"": ""6932.000000000000000000"", ""volume"": ""505664.000000000000000000"", ""turnover"": ""17449341160.000000000000000000"", ""open_interest"": ""180233.000000000000000000""}}"
PF,PF2504,2024-04-26,STRICT_NO_TRADE_AGGREGATION,True,"open,low","{""week_end"": ""2024-04-26"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""open"", ""low""], ""strict_no_trade_days"": [""2024-04-22"", ""2024-04-23"", ""2024-04-24"", ""2024-04-25""], ""stored"": {""open"": ""0E-18"", ""high"": ""7440.000000000000000000"", ""low"": ""0E-18"", ""close"": ""7440.000000000000000000"", ""volume"": ""1.000000000000000000"", ""turnover"": ""37200.000000000000000000"", ""open_interest"": ""1.000000000000000000""}, ""expected"": {""open"": ""7440.000000000000000000"", ""high"": ""7440.000000000000000000"", ""low"": ""7440.000000000000000000"", ""close"": ""7440.000000000000000000"", ""volume"": ""1.000000000000000000"", ""turnover"": ""37200.000000000000000000"", ""open_interest"": ""1.000000000000000000""}}"
PF,PF2504,2024-04-30,STRICT_NO_TRADE_AGGREGATION,True,"open,low","{""week_end"": ""2024-04-30"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""open"", ""low""], ""strict_no_trade_days"": [""2024-04-29""], ""stored"": {""open"": ""0E-18"", ""high"": ""7516.000000000000000000"", ""low"": ""0E-18"", ""close"": ""7516.000000000000000000"", ""volume"": ""2.000000000000000000"", ""turnover"": ""75000.000000000000000000"", ""open_interest"": ""1.000000000000000000""}, ""expected"": {""open"": ""7480.000000000000000000"", ""high"": ""7516.000000000000000000"", ""low"": ""7480.000000000000000000"", ""close"": ""7516.000000000000000000"", ""volume"": ""2.000000000000000000"", ""turnover"": ""75000.000000000000000000"", ""open_interest"": ""1.000000000000000000""}}"
PF,PF2504,2024-05-10,STRICT_NO_TRADE_AGGREGATION,True,"open,low","{""week_end"": ""2024-05-10"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""open"", ""low""], ""strict_no_trade_days"": [""2024-05-06"", ""2024-05-09""], ""stored"": {""open"": ""0E-18"", ""high"": ""7492.000000000000000000"", ""low"": ""0E-18"", ""close"": ""7436.000000000000000000"", ""volume"": ""26.000000000000000000"", ""turnover"": ""967700.000000000000000000"", ""open_interest"": ""12.000000000000000000""}, ""expected"": {""open"": ""7490.000000000000000000"", ""high"": ""7492.000000000000000000"", ""low"": ""7412.000000000000000000"", ""close"": ""7436.000000000000000000"", ""volume"": ""26.000000000000000000"", ""turnover"": ""967700.000000000000000000"", ""open_interest"": ""12.000000000000000000""}}"
PF,PF2504,2024-05-17,STRICT_NO_TRADE_AGGREGATION,True,"open,low","{""week_end"": ""2024-05-17"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""open"", ""low""], ""strict_no_trade_days"": [""2024-05-13"", ""2024-05-15""], ""stored"": {""open"": ""0E-18"", ""high"": ""7544.000000000000000000"", ""low"": ""0E-18"", ""close"": ""7520.000000000000000000"", ""volume"": ""6.000000000000000000"", ""turnover"": ""225300.000000000000000000"", ""open_interest"": ""12.000000000000000000""}, ""expected"": {""open"": ""7422.000000000000000000"", ""high"": ""7544.000000000000000000"", ""low"": ""7422.000000000000000000"", ""close"": ""7520.000000000000000000"", ""volume"": ""6.000000000000000000"", ""turnover"": ""225300.000000000000000000"", ""open_interest"": ""12.000000000000000000""}}"
PF,PF2504,2024-05-24,STRICT_NO_TRADE_AGGREGATION,True,"open,low,close","{""week_end"": ""2024-05-24"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""open"", ""low"", ""close""], ""strict_no_trade_days"": [""2024-05-20"", ""2024-05-22"", ""2024-05-23"", ""2024-05-24""], ""stored"": {""open"": ""0E-18"", ""high"": ""7616.000000000000000000"", ""low"": ""0E-18"", ""close"": ""0E-18"", ""volume"": ""1.000000000000000000"", ""turnover"": ""38100.000000000000000000"", ""open_interest"": ""12.000000000000000000""}, ""expected"": {""open"": ""7616.000000000000000000"", ""high"": ""7616.000000000000000000"", ""low"": ""7616.000000000000000000"", ""close"": ""7616.000000000000000000"", ""volume"": ""1.000000000000000000"", ""turnover"": ""38100.000000000000000000"", ""open_interest"": ""12.000000000000000000""}}"
PF,PF2504,2024-05-31,STRICT_NO_TRADE_AGGREGATION,True,"open,low","{""week_end"": ""2024-05-31"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""open"", ""low""], ""strict_no_trade_days"": [""2024-05-27"", ""2024-05-28"", ""2024-05-29"", ""2024-05-30""], ""stored"": {""open"": ""0E-18"", ""high"": ""7626.000000000000000000"", ""low"": ""0E-18"", ""close"": ""7626.000000000000000000"", ""volume"": ""1.000000000000000000"", ""turnover"": ""38100.000000000000000000"", ""open_interest"": ""13.000000000000000000""}, ""expected"": {""open"": ""7626.000000000000000000"", ""high"": ""7626.000000000000000000"", ""low"": ""7626.000000000000000000"", ""close"": ""7626.000000000000000000"", ""volume"": ""1.000000000000000000"", ""turnover"": ""38100.000000000000000000"", ""open_interest"": ""13.000000000000000000""}}"
PF,PF2504,2024-06-07,STRICT_NO_TRADE_AGGREGATION,True,"open,low,close","{""week_end"": ""2024-06-07"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""open"", ""low"", ""close""], ""strict_no_trade_days"": [""2024-06-03"", ""2024-06-05"", ""2024-06-06"", ""2024-06-07""], ""stored"": {""open"": ""0E-18"", ""high"": ""7512.000000000000000000"", ""low"": ""0E-18"", ""close"": ""0E-18"", ""volume"": ""2.000000000000000000"", ""turnover"": ""75100.000000000000000000"", ""open_interest"": ""15.000000000000000000""}, ""expected"": {""open"": ""7510.000000000000000000"", ""high"": ""7512.000000000000000000"", ""low"": ""7510.000000000000000000"", ""close"": ""7512.000000000000000000"", ""volume"": ""2.000000000000000000"", ""turnover"": ""75100.000000000000000000"", ""open_interest"": ""15.000000000000000000""}}"
PF,PF2504,2024-06-14,STRICT_NO_TRADE_AGGREGATION,True,"low,close","{""week_end"": ""2024-06-14"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""low"", ""close""], ""strict_no_trade_days"": [""2024-06-12"", ""2024-06-14""], ""stored"": {""open"": ""7576.000000000000000000"", ""high"": ""7576.000000000000000000"", ""low"": ""0E-18"", ""close"": ""0E-18"", ""volume"": ""4.000000000000000000"", ""turnover"": ""151300.000000000000000000"", ""open_interest"": ""15.000000000000000000""}, ""expected"": {""open"": ""7576.000000000000000000"", ""high"": ""7576.000000000000000000"", ""low"": ""7546.000000000000000000"", ""close"": ""7546.000000000000000000"", ""volume"": ""4.000000000000000000"", ""turnover"": ""151300.000000000000000000"", ""open_interest"": ""15.000000000000000000""}}"
PF,PF2504,2024-06-21,STRICT_NO_TRADE_AGGREGATION,True,"open,low","{""week_end"": ""2024-06-21"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""open"", ""low""], ""strict_no_trade_days"": [""2024-06-17""], ""stored"": {""open"": ""0E-18"", ""high"": ""7540.000000000000000000"", ""low"": ""0E-18"", ""close"": ""7536.000000000000000000"", ""volume"": ""16.000000000000000000"", ""turnover"": ""599900.000000000000000000"", ""open_interest"": ""12.000000000000000000""}, ""expected"": {""open"": ""7508.000000000000000000"", ""high"": ""7540.000000000000000000"", ""low"": ""7442.000000000000000000"", ""close"": ""7536.000000000000000000"", ""volume"": ""16.000000000000000000"", ""turnover"": ""599900.000000000000000000"", ""open_interest"": ""12.000000000000000000""}}"
PF,PF2504,2024-07-05,STRICT_NO_TRADE_AGGREGATION,True,low,"{""week_end"": ""2024-07-05"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""low""], ""strict_no_trade_days"": [""2024-07-02""], ""stored"": {""open"": ""7586.000000000000000000"", ""high"": ""7728.000000000000000000"", ""low"": ""0E-18"", ""close"": ""7632.000000000000000000"", ""volume"": ""30.000000000000000000"", ""turnover"": ""1151500.000000000000000000"", ""open_interest"": ""13.000000000000000000""}, ""expected"": {""open"": ""7586.000000000000000000"", ""high"": ""7728.000000000000000000"", ""low"": ""7586.000000000000000000"", ""close"": ""7632.000000000000000000"", ""volume"": ""30.000000000000000000"", ""turnover"": ""1151500.000000000000000000"", ""open_interest"": ""13.000000000000000000""}}"
PF,PF2504,2024-07-19,STRICT_NO_TRADE_AGGREGATION,True,"open,low,close","{""week_end"": ""2024-07-19"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""open"", ""low"", ""close""], ""strict_no_trade_days"": [""2024-07-15"", ""2024-07-18"", ""2024-07-19""], ""stored"": {""open"": ""0E-18"", ""high"": ""7552.000000000000000000"", ""low"": ""0E-18"", ""close"": ""0E-18"", ""volume"": ""4.000000000000000000"", ""turnover"": ""150900.000000000000000000"", ""open_interest"": ""11.000000000000000000""}, ""expected"": {""open"": ""7542.000000000000000000"", ""high"": ""7552.000000000000000000"", ""low"": ""7536.000000000000000000"", ""close"": ""7538.000000000000000000"", ""volume"": ""4.000000000000000000"", ""turnover"": ""150900.000000000000000000"", ""open_interest"": ""11.000000000000000000""}}"
PF,PF2504,2024-07-26,STRICT_NO_TRADE_AGGREGATION,True,"open,low,close","{""week_end"": ""2024-07-26"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""open"", ""low"", ""close""], ""strict_no_trade_days"": [""2024-07-22"", ""2024-07-26""], ""stored"": {""open"": ""0E-18"", ""high"": ""7474.000000000000000000"", ""low"": ""0E-18"", ""close"": ""0E-18"", ""volume"": ""4.000000000000000000"", ""turnover"": ""148900.000000000000000000"", ""open_interest"": ""11.000000000000000000""}, ""expected"": {""open"": ""7474.000000000000000000"", ""high"": ""7474.000000000000000000"", ""low"": ""7404.000000000000000000"", ""close"": ""7404.000000000000000000"", ""volume"": ""4.000000000000000000"", ""turnover"": ""148900.000000000000000000"", ""open_interest"": ""11.000000000000000000""}}"
PF,PF2504,2024-08-02,STRICT_NO_TRADE_AGGREGATION,True,"open,low","{""week_end"": ""2024-08-02"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""open"", ""low""], ""strict_no_trade_days"": [""2024-07-29"", ""2024-08-01""], ""stored"": {""open"": ""0E-18"", ""high"": ""7456.000000000000000000"", ""low"": ""0E-18"", ""close"": ""7456.000000000000000000"", ""volume"": ""3.000000000000000000"", ""turnover"": ""111300.000000000000000000"", ""open_interest"": ""10.000000000000000000""}, ""expected"": {""open"": ""7386.000000000000000000"", ""high"": ""7456.000000000000000000"", ""low"": ""7386.000000000000000000"", ""close"": ""7456.000000000000000000"", ""volume"": ""3.000000000000000000"", ""turnover"": ""111300.000000000000000000"", ""open_interest"": ""10.000000000000000000""}}"
PF,PF2504,2024-08-09,STRICT_NO_TRADE_AGGREGATION,True,low,"{""week_end"": ""2024-08-09"", ""stored_weekly"": true, ""pre_first_owner"": true, ""kind"": ""STRICT_NO_TRADE_AGGREGATION"", ""fields"": [""low""], ""strict_no_trade_days"": [""2024-08-06"", ""2024-08-07""], ""stored"": {""open"": ""7382.000000000000000000"", ""high"": ""7382.000000000000000000"", ""low"": ""0E-18"", ""close"": ""7252.000000000000000000"", ""volume"": ""6.000000000000000000"", ""turnover"": ""218400.000000000000000000"", ""open_interest"": ""12.000000000000000000""}, ""expected"": {""open"": ""7382.000000000000000000"", ""high"": ""7382.000000000000000000"", ""low"": ""7204.000000000000000000"", ""close"": ""7252.000000000000000000"", ""volume"": ""6.000000000000000000"", ""turnover"": ""218400.000000000000000000"", ""open_interest"": ""12.000000000000000000""}}"
