product,contract_role,contract_code,period,market_data_file_id,data_version,quality_status,file_path,start_time,end_time,duplicate_group_size,issue_class,disposition
cu,actual_contract,CU1503,1w,80435,rq_acb_cu_CU1503_1w_20141219_20150123_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1503/CU1503_1w_20141219_20150123.parquet,2014-12-26T00:00:00+00:00,2015-01-23T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1504,1w,80437,rq_acb_cu_CU1504_1w_20150126_20150225_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1504/CU1504_1w_20150126_20150225.parquet,2015-01-30T00:00:00+00:00,2015-02-17T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1505,1w,80439,rq_acb_cu_CU1505_1w_20150226_20150323_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1505/CU1505_1w_20150226_20150323.parquet,2015-03-06T00:00:00+00:00,2015-03-20T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1506,1w,80441,rq_acb_cu_CU1506_1w_20150324_20150427_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1506/CU1506_1w_20150324_20150427.parquet,2015-04-03T00:00:00+00:00,2015-04-24T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1507,1w,80443,rq_acb_cu_CU1507_1w_20150428_20150526_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1507/CU1507_1w_20150428_20150526.parquet,2015-05-08T00:00:00+00:00,2015-05-22T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1508,1w,80445,rq_acb_cu_CU1508_1w_20150527_20150626_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1508/CU1508_1w_20150527_20150626.parquet,2015-06-05T00:00:00+00:00,2015-06-26T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1509,1w,80447,rq_acb_cu_CU1509_1w_20150629_20150724_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1509/CU1509_1w_20150629_20150724.parquet,2015-07-03T00:00:00+00:00,2015-07-24T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1510,1w,80449,rq_acb_cu_CU1510_1w_20150727_20150827_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1510/CU1510_1w_20150727_20150827.parquet,2015-07-31T00:00:00+00:00,2015-08-21T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1511,1w,80451,rq_acb_cu_CU1511_1w_20150828_20150925_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1511/CU1511_1w_20150828_20150925.parquet,2015-09-02T00:00:00+00:00,2015-09-25T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1512,1w,80453,rq_acb_cu_CU1512_1w_20150928_20151029_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1512/CU1512_1w_20150928_20151029.parquet,2015-09-30T00:00:00+00:00,2015-10-23T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1601,1w,80455,rq_acb_cu_CU1601_1w_20151030_20151126_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1601/CU1601_1w_20151030_20151126.parquet,2015-11-06T00:00:00+00:00,2015-11-20T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1602,1w,80457,rq_acb_cu_CU1602_1w_20151127_20151229_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1602/CU1602_1w_20151127_20151229.parquet,2015-12-04T00:00:00+00:00,2015-12-25T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1603,1w,80459,rq_acb_cu_CU1603_1w_20151230_20160129_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1603/CU1603_1w_20151230_20160129.parquet,2016-01-08T00:00:00+00:00,2016-01-29T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1604,1w,80461,rq_acb_cu_CU1604_1w_20160201_20160229_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1604/CU1604_1w_20160201_20160229.parquet,2016-02-05T00:00:00+00:00,2016-02-26T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1605,1w,80463,rq_acb_cu_CU1605_1w_20160301_20160329_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1605/CU1605_1w_20160301_20160329.parquet,2016-03-11T00:00:00+00:00,2016-03-25T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1606,1w,80465,rq_acb_cu_CU1606_1w_20160330_20160426_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1606/CU1606_1w_20160330_20160426.parquet,2016-04-08T00:00:00+00:00,2016-04-22T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1607,1w,80467,rq_acb_cu_CU1607_1w_20160427_20160527_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1607/CU1607_1w_20160427_20160527.parquet,2016-05-06T00:00:00+00:00,2016-05-27T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1608,1w,80469,rq_acb_cu_CU1608_1w_20160530_20160628_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1608/CU1608_1w_20160530_20160628.parquet,2016-06-03T00:00:00+00:00,2016-06-24T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1609,1w,80471,rq_acb_cu_CU1609_1w_20160629_20160801_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1609/CU1609_1w_20160629_20160801.parquet,2016-07-08T00:00:00+00:00,2016-07-29T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1610,1w,80473,rq_acb_cu_CU1610_1w_20160802_20160902_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1610/CU1610_1w_20160802_20160902.parquet,2016-08-12T00:00:00+00:00,2016-09-02T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1611,1w,80475,rq_acb_cu_CU1611_1w_20160905_20160928_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1611/CU1611_1w_20160905_20160928.parquet,2016-09-09T00:00:00+00:00,2016-09-23T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1612,1w,80477,rq_acb_cu_CU1612_1w_20160929_20161031_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1612/CU1612_1w_20160929_20161031.parquet,2016-10-14T00:00:00+00:00,2016-10-28T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1701,1w,80479,rq_acb_cu_CU1701_1w_20161101_20161128_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1701/CU1701_1w_20161101_20161128.parquet,2016-11-11T00:00:00+00:00,2016-11-25T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1702,1w,80481,rq_acb_cu_CU1702_1w_20161129_20161228_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1702/CU1702_1w_20161129_20161228.parquet,2016-12-09T00:00:00+00:00,2016-12-23T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1703,1w,80483,rq_acb_cu_CU1703_1w_20161229_20170210_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1703/CU1703_1w_20161229_20170210.parquet,2017-01-06T00:00:00+00:00,2017-02-10T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1704,1w,80485,rq_acb_cu_CU1704_1w_20170213_20170309_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1704/CU1704_1w_20170213_20170309.parquet,2017-02-17T00:00:00+00:00,2017-03-03T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1705,1w,80487,rq_acb_cu_CU1705_1w_20170310_20170412_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1705/CU1705_1w_20170310_20170412.parquet,2017-03-17T00:00:00+00:00,2017-04-07T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1706,1w,80489,rq_acb_cu_CU1706_1w_20170413_20170509_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1706/CU1706_1w_20170413_20170509.parquet,2017-04-21T00:00:00+00:00,2017-05-05T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1707,1w,80491,rq_acb_cu_CU1707_1w_20170510_20170601_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1707/CU1707_1w_20170510_20170601.parquet,2017-05-19T00:00:00+00:00,2017-05-26T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1708,1w,80493,rq_acb_cu_CU1708_1w_20170602_20170703_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1708/CU1708_1w_20170602_20170703.parquet,2017-06-09T00:00:00+00:00,2017-06-30T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1709,1w,80495,rq_acb_cu_CU1709_1w_20170704_20170731_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1709/CU1709_1w_20170704_20170731.parquet,2017-07-14T00:00:00+00:00,2017-07-28T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1710,1w,80497,rq_acb_cu_CU1710_1w_20170801_20170906_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1710/CU1710_1w_20170801_20170906.parquet,2017-08-11T00:00:00+00:00,2017-09-01T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1711,1w,80499,rq_acb_cu_CU1711_1w_20170907_20170929_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1711/CU1711_1w_20170907_20170929.parquet,2017-09-15T00:00:00+00:00,2017-09-29T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1712,1w,80501,rq_acb_cu_CU1712_1w_20171009_20171107_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1712/CU1712_1w_20171009_20171107.parquet,2017-10-13T00:00:00+00:00,2017-11-03T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1801,1w,80503,rq_acb_cu_CU1801_1w_20171108_20171205_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1801/CU1801_1w_20171108_20171205.parquet,2017-11-17T00:00:00+00:00,2017-12-01T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1802,1w,80505,rq_acb_cu_CU1802_1w_20171206_20171228_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1802/CU1802_1w_20171206_20171228.parquet,2017-12-15T00:00:00+00:00,2017-12-22T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1803,1w,80507,rq_acb_cu_CU1803_1w_20171229_20180205_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1803/CU1803_1w_20171229_20180205.parquet,2018-01-05T00:00:00+00:00,2018-02-02T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1804,1w,80509,rq_acb_cu_CU1804_1w_20180206_20180301_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1804/CU1804_1w_20180206_20180301.parquet,2018-02-14T00:00:00+00:00,2018-02-23T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1805,1w,80511,rq_acb_cu_CU1805_1w_20180302_20180413_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1805/CU1805_1w_20180302_20180413.parquet,2018-03-09T00:00:00+00:00,2018-04-13T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1806,1w,80513,rq_acb_cu_CU1806_1w_20180416_20180509_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1806/CU1806_1w_20180416_20180509.parquet,2018-04-20T00:00:00+00:00,2018-05-04T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1807,1w,80515,rq_acb_cu_CU1807_1w_20180510_20180606_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1807/CU1807_1w_20180510_20180606.parquet,2018-05-18T00:00:00+00:00,2018-06-01T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1808,1w,80517,rq_acb_cu_CU1808_1w_20180607_20180709_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1808/CU1808_1w_20180607_20180709.parquet,2018-06-15T00:00:00+00:00,2018-07-06T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1809,1w,80519,rq_acb_cu_CU1809_1w_20180710_20180809_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1809/CU1809_1w_20180710_20180809.parquet,2018-07-20T00:00:00+00:00,2018-08-03T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1810,1w,80521,rq_acb_cu_CU1810_1w_20180810_20180905_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1810/CU1810_1w_20180810_20180905.parquet,2018-08-17T00:00:00+00:00,2018-08-31T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1811,1w,80523,rq_acb_cu_CU1811_1w_20180906_20181022_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1811/CU1811_1w_20180906_20181022.parquet,2018-09-14T00:00:00+00:00,2018-10-19T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1812,1w,80525,rq_acb_cu_CU1812_1w_20181023_20181106_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1812/CU1812_1w_20181023_20181106.parquet,2018-11-02T00:00:00+00:00,2018-11-02T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1901,1w,80527,rq_acb_cu_CU1901_1w_20181107_20181130_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1901/CU1901_1w_20181107_20181130.parquet,2018-11-16T00:00:00+00:00,2018-11-30T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1902,1w,80529,rq_acb_cu_CU1902_1w_20181203_20190102_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1902/CU1902_1w_20181203_20190102.parquet,2018-12-07T00:00:00+00:00,2018-12-28T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1903,1w,80531,rq_acb_cu_CU1903_1w_20190103_20190215_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1903/CU1903_1w_20190103_20190215.parquet,2019-01-11T00:00:00+00:00,2019-02-15T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1904,1w,80533,rq_acb_cu_CU1904_1w_20190218_20190305_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1904/CU1904_1w_20190218_20190305.parquet,2019-02-22T00:00:00+00:00,2019-03-01T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1905,1w,80535,rq_acb_cu_CU1905_1w_20190306_20190418_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1905/CU1905_1w_20190306_20190418.parquet,2019-03-15T00:00:00+00:00,2019-04-12T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1906,1w,80537,rq_acb_cu_CU1906_1w_20190419_20190510_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1906/CU1906_1w_20190419_20190510.parquet,2019-04-26T00:00:00+00:00,2019-05-10T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1907,1w,80539,rq_acb_cu_CU1907_1w_20190513_20190611_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1907/CU1907_1w_20190513_20190611.parquet,2019-05-17T00:00:00+00:00,2019-06-06T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1908,1w,80541,rq_acb_cu_CU1908_1w_20190612_20190709_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1908/CU1908_1w_20190612_20190709.parquet,2019-06-21T00:00:00+00:00,2019-07-05T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1909,1w,80543,rq_acb_cu_CU1909_1w_20190710_20190809_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1909/CU1909_1w_20190710_20190809.parquet,2019-07-19T00:00:00+00:00,2019-08-09T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1910,1w,80545,rq_acb_cu_CU1910_1w_20190812_20190909_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1910/CU1910_1w_20190812_20190909.parquet,2019-08-16T00:00:00+00:00,2019-09-06T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1911,1w,80547,rq_acb_cu_CU1911_1w_20190910_20191011_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1911/CU1911_1w_20190910_20191011.parquet,2019-09-20T00:00:00+00:00,2019-10-11T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU1912,1w,80549,rq_acb_cu_CU1912_1w_20191014_20191113_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU1912/CU1912_1w_20191014_20191113.parquet,2019-10-18T00:00:00+00:00,2019-11-08T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU2001,1w,80551,rq_acb_cu_CU2001_1w_20191114_20191209_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU2001/CU2001_1w_20191114_20191209.parquet,2019-11-22T00:00:00+00:00,2019-12-06T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU2002,1w,80553,rq_acb_cu_CU2002_1w_20191210_20200102_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=cu/contract=CU2002/CU2002_1w_20191210_20200102.parquet,2019-12-20T00:00:00+00:00,2019-12-27T00:00:00+00:00,111,duplicate_active,requires_supersede_decision
cu,actual_contract,CU2608,30m,33480,rqdata_actual_contract_bars_cu_CU2608_30m_20260401_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=cu/contract=CU2608/CU2608_30m_20260401_20260707.parquet,2026-03-31T21:30:00+00:00,2026-07-07T15:00:00+00:00,44,duplicate_active,requires_supersede_decision
cu,actual_contract,CU2608,30m,33990,rq_acb_cu_CU2608_30m_20260401_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=cu/contract=CU2608/CU2608_30m_20260401_20260707.parquet,2026-03-31T21:30:00+00:00,2026-07-07T15:00:00+00:00,44,duplicate_active,requires_supersede_decision
cu,actual_contract,CU2608,30m,48639,rq_acb_cu_CU2608_30m_20260618_20260707_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=cu/contract=CU2608/CU2608_30m_20260618_20260707.parquet,2026-06-17T21:30:00+00:00,2026-07-07T15:00:00+00:00,44,duplicate_active,requires_supersede_decision
cu,actual_contract,CU2303,30m,53033,rq_acb_cu_CU2303_30m_20230103_20230221_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=cu/contract=CU2303/CU2303_30m_20230103_20230221.parquet,2023-01-03T09:30:00+00:00,2023-02-21T15:00:00+00:00,44,duplicate_active,requires_supersede_decision
cu,actual_contract,CU2304,30m,53039,rq_acb_cu_CU2304_30m_20230222_20230317_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=cu/contract=CU2304/CU2304_30m_20230222_20230317.parquet,2023-02-21T21:30:00+00:00,2023-03-17T15:00:00+00:00,44,duplicate_active,requires_supersede_decision
cu,actual_contract,CU2305,30m,53045,rq_acb_cu_CU2305_30m_20230320_20230421_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=cu/contract=CU2305/CU2305_30m_20230320_20230421.parquet,2023-03-17T21:30:00+00:00,2023-04-21T15:00:00+00:00,44,duplicate_active,requires_supersede_decision
cu,actual_contract,CU2306,30m,53051,rq_acb_cu_CU2306_30m_20230424_20230519_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=cu/contract=CU2306/CU2306_30m_20230424_20230519.parquet,2023-04-21T21:30:00+00:00,2023-05-19T15:00:00+00:00,44,duplicate_active,requires_supersede_decision
cu,actual_contract,CU2307,30m,53057,rq_acb_cu_CU2307_30m_20230522_20230626_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=cu/contract=CU2307/CU2307_30m_20230522_20230626.parquet,2023-05-19T21:30:00+00:00,2023-06-26T15:00:00+00:00,44,duplicate_active,requires_supersede_decision
cu,actual_contract,CU2308,30m,53063,rq_acb_cu_CU2308_30m_20230627_20230725_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=cu/contract=CU2308/CU2308_30m_20230627_20230725.parquet,2023-06-26T21:30:00+00:00,2023-07-25T15:00:00+00:00,44,duplicate_active,requires_supersede_decision
cu,actual_contract,CU2309,30m,53069,rq_acb_cu_CU2309_30m_20230726_20230824_v1,passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=cu/contract=CU2309/CU2309_30m_20230726_20230824.parquet,2023-07-25T21:30:00+00:00,2023-08-24T15:00:00+00:00,44,duplicate_active,requires_supersede_decision
