datetime,datetime_nano,CZCE.TA601.open,CZCE.TA601.high,CZCE.TA601.low,CZCE.TA601.close,CZCE.TA601.volume,CZCE.TA601.open_oi,CZCE.TA601.close_oi
2025-08-01 21:00:00.000000000,1754053200000000000,4782,4786,4776,4780,4296,463405,464656
2025-08-01 21:01:00.000000000,1754053260000000000,4780,4784,4776,4784,2350,464656,465713
2025-08-01 21:02:00.000000000,1754053320000000000,4784,4784,4776,4776,2034,465713,466271
2025-08-01 21:03:00.000000000,1754053380000000000,4776,4784,4776,4780,1130,466271,466758
2025-08-01 21:04:00.000000000,1754053440000000000,4780,4782,4774,4776,1026,466758,466916
2025-08-01 21:05:00.000000000,1754053500000000000,4776,4776,4770,4774,1901,466916,467581
2025-08-01 21:06:00.000000000,1754053560000000000,4774,4776,4772,4774,603,467581,467759
2025-08-01 21:07:00.000000000,1754053620000000000,4774,4776,4774,4774,602,467759,468163
2025-08-01 21:08:00.000000000,1754053680000000000,4774,4776,4772,4774,1612,468163,468048
2025-08-01 21:09:00.000000000,1754053740000000000,4774,4776,4772,4772,241,468048,468103
2025-08-01 21:10:00.000000000,1754053800000000000,4772,4774,4770,4770,689,468103,468308
2025-08-01 21:11:00.000000000,1754053860000000000,4770,4774,4770,4772,1483,468308,468298
2025-08-01 21:12:00.000000000,1754053920000000000,4772,4774,4770,4774,608,468298,468363
2025-08-01 21:13:00.000000000,1754053980000000000,4774,4778,4772,4776,594,468363,468678
2025-08-01 21:14:00.000000000,1754054040000000000,4776,4776,4772,4776,309,468678,468773
2025-08-01 21:15:00.000000000,1754054100000000000,4776,4780,4776,4780,744,468773,468714
2025-08-01 21:16:00.000000000,1754054160000000000,4780,4784,4778,4782,1249,468714,468537
2025-08-01 21:17:00.000000000,1754054220000000000,4782,4784,4780,4780,183,468537,468548
2025-08-01 21:18:00.000000000,1754054280000000000,4780,4784,4780,4784,360,468548,468575
2025-08-01 21:19:00.000000000,1754054340000000000,4784,4786,4782,4784,1439,468575,468079
2025-08-01 21:20:00.000000000,1754054400000000000,4784,4784,4778,4780,773,468079,467926
2025-08-01 21:21:00.000000000,1754054460000000000,4780,4780,4774,4774,764,467926,468010
2025-08-01 21:22:00.000000000,1754054520000000000,4774,4774,4770,4770,631,468010,468269
2025-08-01 21:23:00.000000000,1754054580000000000,4770,4774,4770,4774,656,468269,468359
2025-08-01 21:24:00.000000000,1754054640000000000,4774,4774,4770,4770,422,468359,468405
2025-08-01 21:25:00.000000000,1754054700000000000,4770,4772,4768,4770,756,468405,468302
2025-08-01 21:26:00.000000000,1754054760000000000,4770,4770,4764,4766,1413,468302,468827
2025-08-01 21:27:00.000000000,1754054820000000000,4766,4768,4766,4768,283,468827,468740
