datetime,datetime_nano,SHFE.fu2201.open,SHFE.fu2201.high,SHFE.fu2201.low,SHFE.fu2201.close,SHFE.fu2201.volume,SHFE.fu2201.open_oi,SHFE.fu2201.close_oi
2021-07-29 21:00:00.000000000,1627563600000000000,2638,2639,2631,2635,3687,108407,110089
2021-07-29 21:01:00.000000000,1627563660000000000,2635,2642,2635,2641,1374,110089,109976
2021-07-29 21:02:00.000000000,1627563720000000000,2641,2647,2641,2644,1672,109976,109862
2021-07-29 21:03:00.000000000,1627563780000000000,2644,2649,2643,2648,1442,109862,109737
2021-07-29 21:04:00.000000000,1627563840000000000,2648,2650,2647,2650,1343,109737,109654
2021-07-29 21:05:00.000000000,1627563900000000000,2650,2650,2646,2646,1232,109654,109798
2021-07-29 21:06:00.000000000,1627563960000000000,2646,2647,2644,2645,1195,109798,109877
2021-07-29 21:07:00.000000000,1627564020000000000,2645,2647,2642,2644,1364,109877,110702
2021-07-29 21:08:00.000000000,1627564080000000000,2644,2646,2643,2644,598,110702,110903
2021-07-29 21:09:00.000000000,1627564140000000000,2644,2645,2642,2644,698,110903,111073
2021-07-29 21:10:00.000000000,1627564200000000000,2644,2647,2643,2644,734,111073,110906
2021-07-29 21:11:00.000000000,1627564260000000000,2644,2646,2644,2646,434,110906,110769
2021-07-29 21:12:00.000000000,1627564320000000000,2646,2647,2645,2646,311,110769,110876
2021-07-29 21:13:00.000000000,1627564380000000000,2646,2647,2644,2646,636,110876,110888
2021-07-29 21:14:00.000000000,1627564440000000000,2646,2647,2645,2647,365,110888,110937
2021-07-29 21:15:00.000000000,1627564500000000000,2647,2647,2645,2645,400,110937,110886
2021-07-29 21:16:00.000000000,1627564560000000000,2645,2646,2642,2645,400,110886,110927
2021-07-29 21:17:00.000000000,1627564620000000000,2645,2645,2642,2643,424,110927,110966
2021-07-29 21:18:00.000000000,1627564680000000000,2643,2643,2641,2641,418,110966,110977
2021-07-29 21:19:00.000000000,1627564740000000000,2641,2642,2639,2639,780,110977,110902
2021-07-29 21:20:00.000000000,1627564800000000000,2639,2642,2639,2640,602,110902,110882
2021-07-29 21:21:00.000000000,1627564860000000000,2640,2642,2639,2640,403,110882,110933
2021-07-29 21:22:00.000000000,1627564920000000000,2640,2640,2637,2637,668,110933,110786
2021-07-29 21:23:00.000000000,1627564980000000000,2637,2641,2637,2640,647,110786,110603
2021-07-29 21:24:00.000000000,1627565040000000000,2640,2640,2639,2640,223,110603,110627
2021-07-29 21:25:00.000000000,1627565100000000000,2640,2642,2640,2642,207,110627,110655
2021-07-29 21:26:00.000000000,1627565160000000000,2642,2642,2640,2640,211,110655,110696
2021-07-29 21:27:00.000000000,1627565220000000000,2640,2641,2637,2637,428,110696,110819
2021-07-29 21:28:00.000000000,1627565280000000000,2637,2639,2637,2639,232,110819,110867
2021-07-29 21:29:00.000000000,1627565340000000000,2639,2639,2636,2638,396,110867,110797
2021-07-29 21:30:00.000000000,1627565400000000000,2638,2639,2636,2638,665,110797,110598
2021-07-29 21:31:00.000000000,1627565460000000000,2638,2640,2637,2640,512,110598,110719
2021-07-29 21:32:00.000000000,1627565520000000000,2640,2640,2637,2639,276,110719,110725
2021-07-29 21:33:00.000000000,1627565580000000000,2639,2639,2634,2634,1091,110725,110775
2021-07-29 21:34:00.000000000,1627565640000000000,2634,2636,2633,2633,1098,110775,110355
2021-07-29 21:35:00.000000000,1627565700000000000,2633,2635,2633,2633,488,110355,110413
2021-07-29 21:36:00.000000000,1627565760000000000,2633,2635,2633,2635,350,110413,110414
2021-07-29 21:37:00.000000000,1627565820000000000,2635,2638,2635,2638,369,110414,110420
2021-07-29 21:38:00.000000000,1627565880000000000,2638,2638,2636,2637,270,110420,110386
2021-07-29 21:39:00.000000000,1627565940000000000,2637,2639,2636,2638,210,110386,110430
2021-07-29 21:40:00.000000000,1627566000000000000,2638,2640,2637,2639,297,110430,110478
2021-07-29 21:41:00.000000000,1627566060000000000,2639,2640,2638,2638,208,110478,110563
2021-07-29 21:42:00.000000000,1627566120000000000,2638,2640,2638,2639,155,110563,110555
2021-07-29 21:43:00.000000000,1627566180000000000,2639,2640,2638,2640,491,110555,110691
2021-07-29 21:44:00.000000000,1627566240000000000,2640,2641,2639,2639,192,110691,110715
2021-07-29 21:45:00.000000000,1627566300000000000,2639,2640,2638,2639,207,110715,110723
2021-07-29 21:46:00.000000000,1627566360000000000,2639,2640,2638,2639,148,110723,110801
2021-07-29 21:47:00.000000000,1627566420000000000,2639,2640,2637,2638,217,110801,110957
2021-07-29 21:48:00.000000000,1627566480000000000,2638,2638,2636,2636,302,110957,110895
2021-07-29 21:49:00.000000000,1627566540000000000,2636,2637,2636,2637,137,110895,110882
2021-07-29 21:50:00.000000000,1627566600000000000,2637,2638,2636,2636,110,110882,110896
2021-07-29 21:51:00.000000000,1627566660000000000,2636,2637,2635,2636,179,110896,110865
2021-07-29 21:52:00.000000000,1627566720000000000,2636,2637,2635,2635,66,110865,110867
2021-07-29 21:53:00.000000000,1627566780000000000,2635,2636,2635,2636,119,110867,110827
2021-07-29 21:54:00.000000000,1627566840000000000,2636,2637,2634,2634,319,110827,110852
2021-07-29 21:55:00.000000000,1627566900000000000,2634,2636,2633,2635,313,110852,110806
2021-07-29 21:56:00.000000000,1627566960000000000,2635,2635,2633,2633,260,110806,110854
2021-07-29 21:57:00.000000000,1627567020000000000,2633,2633,2631,2633,598,110854,111099
2021-07-29 21:58:00.000000000,1627567080000000000,2633,2634,2632,2633,206,111099,111147
2021-07-29 21:59:00.000000000,1627567140000000000,2633,2634,2632,2634,239,111147,111168
2021-07-29 22:00:00.000000000,1627567200000000000,2634,2634,2633,2634,229,111168,111229
2021-07-29 22:01:00.000000000,1627567260000000000,2634,2634,2632,2633,179,111229,111277
2021-07-29 22:02:00.000000000,1627567320000000000,2633,2636,2633,2636,192,111277,111224
2021-07-29 22:03:00.000000000,1627567380000000000,2636,2636,2635,2636,289,111224,111142
2021-07-29 22:04:00.000000000,1627567440000000000,2636,2637,2636,2636,96,111142,111143
2021-07-29 22:05:00.000000000,1627567500000000000,2636,2636,2634,2635,167,111143,111198
2021-07-29 22:06:00.000000000,1627567560000000000,2635,2635,2634,2635,189,111198,111207
2021-07-29 22:07:00.000000000,1627567620000000000,2635,2635,2634,2634,130,111207,111246
2021-07-29 22:08:00.000000000,1627567680000000000,2634,2634,2633,2633,570,111246,111681
2021-07-29 22:09:00.000000000,1627567740000000000,2633,2634,2633,2633,266,111681,111812
2021-07-29 22:10:00.000000000,1627567800000000000,2633,2633,2632,2633,646,111812,111510
