datetime,datetime_nano,DCE.j2509.open,DCE.j2509.high,DCE.j2509.low,DCE.j2509.close,DCE.j2509.volume,DCE.j2509.open_oi,DCE.j2509.close_oi
2025-04-07 21:00:00.000000000,1744030800000000000,1620.0,1631.0,1620.0,1631.0,223,17073,17134
2025-04-07 21:01:00.000000000,1744030860000000000,1631.0,1634.5,1628.0,1634.0,113,17134,17186
2025-04-07 21:02:00.000000000,1744030920000000000,1634.0,1638.0,1633.0,1634.0,96,17186,17206
2025-04-07 21:03:00.000000000,1744030980000000000,1634.0,1638.5,1632.5,1637.0,107,17206,17206
2025-04-07 21:04:00.000000000,1744031040000000000,1637.0,1639.0,1634.5,1634.5,79,17206,17229
2025-04-07 21:05:00.000000000,1744031100000000000,1634.5,1637.0,1634.5,1635.5,65,17229,17217
2025-04-07 21:06:00.000000000,1744031160000000000,1635.5,1638.0,1634.5,1637.5,43,17217,17223
2025-04-07 21:07:00.000000000,1744031220000000000,1637.5,1639.5,1636.5,1638.5,34,17223,17242
2025-04-07 21:08:00.000000000,1744031280000000000,1638.5,1638.5,1636.0,1637.5,40,17242,17272
2025-04-07 21:09:00.000000000,1744031340000000000,1637.5,1639.0,1637.5,1639.0,7,17272,17273
2025-04-07 21:10:00.000000000,1744031400000000000,1639.0,1639.5,1637.5,1638.0,20,17273,17275
2025-04-07 21:11:00.000000000,1744031460000000000,1638.0,1639.0,1638.0,1639.0,8,17275,17275
2025-04-07 21:12:00.000000000,1744031520000000000,1639.0,1639.5,1639.0,1639.0,10,17275,17275
2025-04-07 21:13:00.000000000,1744031580000000000,1639.0,1639.0,1636.0,1637.5,14,17275,17277
2025-04-07 21:14:00.000000000,1744031640000000000,1637.5,1637.5,1635.0,1636.0,17,17277,17291
2025-04-07 21:15:00.000000000,1744031700000000000,1636.0,1636.0,1633.0,1634.0,33,17291,17309
2025-04-07 21:16:00.000000000,1744031760000000000,1634.0,1634.5,1633.0,1634.5,11,17309,17310
2025-04-07 21:17:00.000000000,1744031820000000000,1634.5,1634.5,1633.0,1633.0,16,17310,17306
2025-04-07 21:18:00.000000000,1744031880000000000,1633.0,1633.0,1631.0,1633.0,45,17306,17316
2025-04-07 21:19:00.000000000,1744031940000000000,1633.0,1634.5,1632.0,1634.5,20,17316,17327
2025-04-07 21:20:00.000000000,1744032000000000000,1634.5,1634.5,1634.0,1634.0,21,17327,17330
2025-04-07 21:21:00.000000000,1744032060000000000,1634.0,1634.5,1633.5,1633.5,4,17330,17331
2025-04-07 21:22:00.000000000,1744032120000000000,1633.5,1635.5,1633.5,1635.5,3,17331,17331
2025-04-07 21:23:00.000000000,1744032180000000000,1635.5,1636.5,1635.5,1635.5,10,17331,17330
2025-04-07 21:24:00.000000000,1744032240000000000,1635.5,1636.5,1635.0,1635.0,12,17330,17331
2025-04-07 21:25:00.000000000,1744032300000000000,1635.0,1636.0,1634.0,1634.0,11,17331,17331
