datetime,datetime_nano,DCE.pp2509.open,DCE.pp2509.high,DCE.pp2509.low,DCE.pp2509.close,DCE.pp2509.volume,DCE.pp2509.open_oi,DCE.pp2509.close_oi
2025-03-28 21:00:00.000000000,1743166800000000000,7318,7321,7313,7316,1310,184815,184820
2025-03-28 21:01:00.000000000,1743166860000000000,7316,7316,7311,7311,970,184820,184748
2025-03-28 21:02:00.000000000,1743166920000000000,7311,7313,7310,7311,432,184748,184681
2025-03-28 21:03:00.000000000,1743166980000000000,7311,7311,7309,7310,189,184681,184626
2025-03-28 21:04:00.000000000,1743167040000000000,7310,7313,7309,7310,412,184626,184593
2025-03-28 21:05:00.000000000,1743167100000000000,7310,7311,7307,7308,952,184593,184399
2025-03-28 21:06:00.000000000,1743167160000000000,7308,7310,7305,7310,733,184399,184092
2025-03-28 21:07:00.000000000,1743167220000000000,7310,7310,7306,7309,407,184092,183955
2025-03-28 21:08:00.000000000,1743167280000000000,7309,7310,7308,7308,185,183955,183919
2025-03-28 21:09:00.000000000,1743167340000000000,7308,7309,7306,7307,376,183919,183887
2025-03-28 21:10:00.000000000,1743167400000000000,7307,7308,7305,7306,400,183887,183866
2025-03-28 21:11:00.000000000,1743167460000000000,7306,7307,7305,7305,308,183866,183832
2025-03-28 21:12:00.000000000,1743167520000000000,7305,7306,7304,7306,493,183832,183848
2025-03-28 21:13:00.000000000,1743167580000000000,7306,7306,7303,7305,306,183848,183678
2025-03-28 21:14:00.000000000,1743167640000000000,7305,7305,7303,7303,72,183678,183670
2025-03-28 21:15:00.000000000,1743167700000000000,7303,7305,7303,7305,284,183670,183563
2025-03-28 21:16:00.000000000,1743167760000000000,7305,7306,7304,7306,236,183563,183493
2025-03-28 21:17:00.000000000,1743167820000000000,7306,7306,7304,7305,84,183493,183473
2025-03-28 21:18:00.000000000,1743167880000000000,7305,7305,7303,7304,159,183473,183484
2025-03-28 21:19:00.000000000,1743167940000000000,7304,7306,7304,7305,113,183484,183475
2025-03-28 21:20:00.000000000,1743168000000000000,7305,7305,7302,7302,188,183475,183471
2025-03-28 21:21:00.000000000,1743168060000000000,7302,7303,7302,7302,329,183471,183375
2025-03-28 21:22:00.000000000,1743168120000000000,7302,7303,7301,7301,95,183375,183396
2025-03-28 21:23:00.000000000,1743168180000000000,7301,7303,7301,7302,87,183396,183370
2025-03-28 21:24:00.000000000,1743168240000000000,7302,7303,7301,7302,106,183370,183369
2025-03-28 21:25:00.000000000,1743168300000000000,7302,7303,7302,7302,135,183369,183280
2025-03-28 21:26:00.000000000,1743168360000000000,7302,7303,7301,7302,180,183280,183237
2025-03-28 21:27:00.000000000,1743168420000000000,7302,7303,7301,7303,245,183237,183109
2025-03-28 21:28:00.000000000,1743168480000000000,7303,7305,7303,7303,77,183109,183085
2025-03-28 21:29:00.000000000,1743168540000000000,7303,7304,7302,7303,100,183085,183062
2025-03-28 21:30:00.000000000,1743168600000000000,7303,7303,7301,7302,119,183062,183009
2025-03-28 21:31:00.000000000,1743168660000000000,7302,7303,7302,7303,147,183009,183045
2025-03-28 21:32:00.000000000,1743168720000000000,7303,7303,7299,7299,648,183045,183129
2025-03-28 21:33:00.000000000,1743168780000000000,7299,7300,7297,7298,322,183129,183010
2025-03-28 21:34:00.000000000,1743168840000000000,7298,7299,7297,7298,172,183010,183015
2025-03-28 21:35:00.000000000,1743168900000000000,7298,7300,7297,7299,125,183015,183045
2025-03-28 21:36:00.000000000,1743168960000000000,7299,7300,7298,7300,144,183045,183013
2025-03-28 21:37:00.000000000,1743169020000000000,7300,7301,7300,7300,197,183013,183107
2025-03-28 21:38:00.000000000,1743169080000000000,7300,7300,7298,7299,150,183107,183084
2025-03-28 21:39:00.000000000,1743169140000000000,7299,7299,7298,7299,111,183084,183063
2025-03-28 21:40:00.000000000,1743169200000000000,7299,7300,7297,7297,279,183063,183023
2025-03-28 21:41:00.000000000,1743169260000000000,7297,7298,7296,7297,103,183023,183010
2025-03-28 21:42:00.000000000,1743169320000000000,7297,7298,7296,7297,1082,183010,182900
2025-03-28 21:43:00.000000000,1743169380000000000,7297,7299,7297,7299,122,182900,182871
2025-03-28 21:44:00.000000000,1743169440000000000,7299,7299,7297,7298,65,182871,182875
2025-03-28 21:45:00.000000000,1743169500000000000,7298,7298,7296,7296,428,182875,182782
2025-03-28 21:46:00.000000000,1743169560000000000,7296,7298,7296,7298,347,182782,183020
2025-03-28 21:47:00.000000000,1743169620000000000,7298,7299,7297,7298,357,183020,183243
2025-03-28 21:48:00.000000000,1743169680000000000,7298,7300,7297,7300,302,183243,183453
2025-03-28 21:49:00.000000000,1743169740000000000,7300,7301,7299,7299,121,183453,183494
2025-03-28 21:50:00.000000000,1743169800000000000,7299,7300,7299,7299,140,183494,183507
2025-03-28 21:51:00.000000000,1743169860000000000,7299,7300,7298,7298,179,183507,183529
2025-03-28 21:52:00.000000000,1743169920000000000,7298,7299,7296,7296,763,183529,184099
2025-03-28 21:53:00.000000000,1743169980000000000,7296,7297,7293,7294,1159,184099,183275
2025-03-28 21:54:00.000000000,1743170040000000000,7294,7295,7293,7293,359,183275,183439
2025-03-28 21:55:00.000000000,1743170100000000000,7293,7294,7292,7293,146,183439,183436
2025-03-28 21:56:00.000000000,1743170160000000000,7293,7294,7293,7294,149,183436,183487
2025-03-28 21:57:00.000000000,1743170220000000000,7294,7294,7293,7293,56,183487,183495
2025-03-28 21:58:00.000000000,1743170280000000000,7293,7294,7293,7293,64,183495,183515
2025-03-28 21:59:00.000000000,1743170340000000000,7293,7294,7291,7292,781,183515,183976
2025-03-28 22:00:00.000000000,1743170400000000000,7292,7293,7291,7292,111,183976,183977
2025-03-28 22:01:00.000000000,1743170460000000000,7292,7292,7291,7291,37,183977,183980
2025-03-28 22:02:00.000000000,1743170520000000000,7291,7293,7291,7293,78,183980,184007
2025-03-28 22:03:00.000000000,1743170580000000000,7293,7293,7292,7292,73,184007,184007
2025-03-28 22:04:00.000000000,1743170640000000000,7292,7293,7291,7292,490,184007,184149
2025-03-28 22:05:00.000000000,1743170700000000000,7292,7292,7291,7292,14,184149,184158
2025-03-28 22:06:00.000000000,1743170760000000000,7292,7293,7292,7292,190,184158,184241
2025-03-28 22:07:00.000000000,1743170820000000000,7292,7292,7292,7292,1,184241,184242
2025-03-28 22:08:00.000000000,1743170880000000000,7292,7292,7290,7292,105,184242,184280
2025-03-28 22:09:00.000000000,1743170940000000000,7292,7292,7291,7292,19,184280,184286
2025-03-28 22:10:00.000000000,1743171000000000000,7292,7295,7292,7293,109,184286,184320
2025-03-28 22:11:00.000000000,1743171060000000000,7293,7294,7293,7294,111,184320,184329
