datetime,datetime_nano,SHFE.rb2610.open,SHFE.rb2610.high,SHFE.rb2610.low,SHFE.rb2610.close,SHFE.rb2610.volume,SHFE.rb2610.open_oi,SHFE.rb2610.close_oi
2026-03-23 21:00:00.000000000,1774270800000000000,3166,3173,3163,3171,8196,545182,544253
2026-03-23 21:01:00.000000000,1774270860000000000,3171,3175,3169,3173,3679,544253,543681
2026-03-23 21:02:00.000000000,1774270920000000000,3173,3173,3170,3171,1566,543681,543320
2026-03-23 21:03:00.000000000,1774270980000000000,3171,3173,3168,3169,1385,543320,543206
2026-03-23 21:04:00.000000000,1774271040000000000,3169,3170,3166,3169,2035,543206,542894
2026-03-23 21:05:00.000000000,1774271100000000000,3169,3172,3168,3172,1240,542894,542906
2026-03-23 21:06:00.000000000,1774271160000000000,3172,3173,3171,3171,1236,542906,543618
2026-03-23 21:07:00.000000000,1774271220000000000,3171,3172,3166,3166,1827,543618,543773
2026-03-23 21:08:00.000000000,1774271280000000000,3166,3169,3166,3167,944,543773,544101
2026-03-23 21:09:00.000000000,1774271340000000000,3167,3169,3167,3169,467,544101,543966
2026-03-23 21:10:00.000000000,1774271400000000000,3169,3171,3167,3168,1712,543966,543823
2026-03-23 21:11:00.000000000,1774271460000000000,3168,3169,3167,3167,752,543823,544019
2026-03-23 21:12:00.000000000,1774271520000000000,3167,3171,3167,3171,686,544019,544039
2026-03-23 21:13:00.000000000,1774271580000000000,3171,3171,3169,3170,895,544039,544302
2026-03-23 21:14:00.000000000,1774271640000000000,3170,3170,3169,3169,203,544302,544282
2026-03-23 21:15:00.000000000,1774271700000000000,3169,3171,3169,3170,1191,544282,544308
2026-03-23 21:16:00.000000000,1774271760000000000,3170,3171,3170,3171,464,544308,544578
2026-03-23 21:17:00.000000000,1774271820000000000,3171,3172,3170,3172,754,544578,544713
2026-03-23 21:18:00.000000000,1774271880000000000,3172,3173,3171,3173,776,544713,544998
2026-03-23 21:19:00.000000000,1774271940000000000,3173,3175,3173,3174,753,544998,544825
2026-03-23 21:20:00.000000000,1774272000000000000,3174,3175,3174,3175,290,544825,544789
2026-03-23 21:21:00.000000000,1774272060000000000,3175,3176,3174,3175,2617,544789,544950
2026-03-23 21:22:00.000000000,1774272120000000000,3175,3176,3174,3175,687,544950,545076
2026-03-23 21:23:00.000000000,1774272180000000000,3175,3175,3172,3175,530,545076,545023
2026-03-23 21:24:00.000000000,1774272240000000000,3175,3175,3173,3174,360,545023,544996
2026-03-23 21:25:00.000000000,1774272300000000000,3174,3174,3173,3174,390,544996,545119
2026-03-23 21:26:00.000000000,1774272360000000000,3174,3175,3173,3175,483,545119,545356
2026-03-23 21:27:00.000000000,1774272420000000000,3175,3176,3174,3175,203,545356,545407
2026-03-23 21:28:00.000000000,1774272480000000000,3175,3176,3174,3175,931,545407,545777
2026-03-23 21:29:00.000000000,1774272540000000000,3175,3175,3174,3174,195,545777,545873
