datetime,datetime_nano,DCE.i2405.open,DCE.i2405.high,DCE.i2405.low,DCE.i2405.close,DCE.i2405.volume,DCE.i2405.open_oi,DCE.i2405.close_oi
2024-01-31 21:00:00.000000000,1706706000000000000,958.0,959.5,956.0,959.0,7924,530700,528774
2024-01-31 21:01:00.000000000,1706706060000000000,959.0,960.5,958.5,960.0,3743,528774,528827
2024-01-31 21:02:00.000000000,1706706120000000000,960.0,961.0,959.5,961.0,2298,528827,528142
2024-01-31 21:03:00.000000000,1706706180000000000,961.0,961.0,959.0,959.0,1817,528142,528008
2024-01-31 21:04:00.000000000,1706706240000000000,959.0,960.0,959.0,959.0,1896,528008,528210
2024-01-31 21:05:00.000000000,1706706300000000000,959.0,960.0,958.0,959.0,1565,528210,527916
2024-01-31 21:06:00.000000000,1706706360000000000,959.0,961.5,958.5,961.0,1564,527916,527826
2024-01-31 21:07:00.000000000,1706706420000000000,961.0,961.0,959.0,959.5,1511,527826,527868
2024-01-31 21:08:00.000000000,1706706480000000000,959.5,961.0,959.0,960.5,801,527868,527867
2024-01-31 21:09:00.000000000,1706706540000000000,960.5,960.5,959.0,959.0,634,527867,527793
2024-01-31 21:10:00.000000000,1706706600000000000,959.0,961.0,959.0,960.0,924,527793,527630
2024-01-31 21:11:00.000000000,1706706660000000000,960.0,961.0,959.5,961.0,640,527630,527532
2024-01-31 21:12:00.000000000,1706706720000000000,961.0,962.0,961.0,962.0,1162,527532,527599
2024-01-31 21:13:00.000000000,1706706780000000000,962.0,962.5,961.5,962.0,1317,527599,527768
2024-01-31 21:14:00.000000000,1706706840000000000,962.0,962.5,961.0,961.5,791,527768,527708
2024-01-31 21:15:00.000000000,1706706900000000000,961.5,963.0,961.0,962.5,1343,527708,527270
2024-01-31 21:16:00.000000000,1706706960000000000,962.5,962.5,961.0,961.5,779,527270,527057
2024-01-31 21:17:00.000000000,1706707020000000000,961.5,962.0,961.5,962.0,300,527057,527115
2024-01-31 21:18:00.000000000,1706707080000000000,962.0,962.5,961.5,962.5,501,527115,526941
2024-01-31 21:19:00.000000000,1706707140000000000,962.5,962.5,961.0,961.5,675,526941,526936
2024-01-31 21:20:00.000000000,1706707200000000000,961.5,962.0,961.0,961.0,274,526936,526891
2024-01-31 21:21:00.000000000,1706707260000000000,961.0,961.5,960.5,961.5,676,526891,526809
2024-01-31 21:22:00.000000000,1706707320000000000,961.5,961.5,960.5,960.5,471,526809,526822
2024-01-31 21:23:00.000000000,1706707380000000000,960.5,961.0,960.0,960.5,617,526822,526747
2024-01-31 21:24:00.000000000,1706707440000000000,960.5,960.5,959.5,959.5,590,526747,526637
2024-01-31 21:25:00.000000000,1706707500000000000,959.5,960.0,959.0,959.5,860,526637,526717
2024-01-31 21:26:00.000000000,1706707560000000000,959.5,960.0,959.5,960.0,207,526717,526789
2024-01-31 21:27:00.000000000,1706707620000000000,960.0,960.5,959.5,960.0,613,526789,526853
2024-01-31 21:28:00.000000000,1706707680000000000,960.0,960.0,958.5,958.5,910,526853,527002
2024-01-31 21:29:00.000000000,1706707740000000000,958.5,959.0,957.5,958.0,1940,527002,527019
2024-01-31 21:30:00.000000000,1706707800000000000,958.0,959.0,957.5,958.5,1851,527019,527044
2024-01-31 21:31:00.000000000,1706707860000000000,958.5,959.0,958.0,958.0,1154,527044,526933
2024-01-31 21:32:00.000000000,1706707920000000000,958.0,958.0,955.5,955.5,3137,526933,526383
2024-01-31 21:33:00.000000000,1706707980000000000,955.5,956.5,955.5,956.0,1866,526383,526507
2024-01-31 21:34:00.000000000,1706708040000000000,956.0,956.0,955.0,955.5,1637,526507,526718
2024-01-31 21:35:00.000000000,1706708100000000000,955.5,956.0,955.0,955.5,1128,526718,526864
2024-01-31 21:36:00.000000000,1706708160000000000,955.5,956.0,955.0,955.5,569,526864,526925
2024-01-31 21:37:00.000000000,1706708220000000000,955.5,957.5,955.5,957.0,1880,526925,526757
2024-01-31 21:38:00.000000000,1706708280000000000,957.0,957.0,956.0,956.5,635,526757,526806
2024-01-31 21:39:00.000000000,1706708340000000000,956.5,957.5,956.0,957.0,615,526806,526881
2024-01-31 21:40:00.000000000,1706708400000000000,957.0,957.5,956.0,956.5,755,526881,526575
2024-01-31 21:41:00.000000000,1706708460000000000,956.5,957.5,956.5,957.5,830,526575,526332
2024-01-31 21:42:00.000000000,1706708520000000000,957.5,957.5,956.5,956.5,623,526332,526190
2024-01-31 21:43:00.000000000,1706708580000000000,956.5,958.0,956.5,958.0,947,526190,526234
2024-01-31 21:44:00.000000000,1706708640000000000,958.0,958.0,956.5,956.5,713,526234,525986
2024-01-31 21:45:00.000000000,1706708700000000000,956.5,957.5,956.5,957.5,481,525986,526065
2024-01-31 21:46:00.000000000,1706708760000000000,957.5,957.5,956.0,956.5,1110,526065,525876
2024-01-31 21:47:00.000000000,1706708820000000000,956.5,956.5,955.5,956.0,741,525876,525807
2024-01-31 21:48:00.000000000,1706708880000000000,956.0,956.0,955.0,955.5,992,525807,525722
2024-01-31 21:49:00.000000000,1706708940000000000,955.5,957.0,955.5,957.0,658,525722,525676
2024-01-31 21:50:00.000000000,1706709000000000000,957.0,958.0,956.5,958.0,738,525676,525554
2024-01-31 21:51:00.000000000,1706709060000000000,958.0,958.0,957.0,957.5,547,525554,525383
2024-01-31 21:52:00.000000000,1706709120000000000,957.5,959.0,957.0,958.5,858,525383,525337
2024-01-31 21:53:00.000000000,1706709180000000000,958.5,959.0,958.0,958.5,843,525337,525184
2024-01-31 21:54:00.000000000,1706709240000000000,958.5,958.5,957.0,957.5,621,525184,524993
2024-01-31 21:55:00.000000000,1706709300000000000,957.5,959.0,957.5,958.5,638,524993,524880
2024-01-31 21:56:00.000000000,1706709360000000000,958.5,959.5,958.5,959.5,509,524880,524746
2024-01-31 21:57:00.000000000,1706709420000000000,959.5,959.5,958.0,958.5,860,524746,524520
2024-01-31 21:58:00.000000000,1706709480000000000,958.5,958.5,958.0,958.5,266,524520,524537
2024-01-31 21:59:00.000000000,1706709540000000000,958.5,959.0,958.5,959.0,458,524537,524522
2024-01-31 22:00:00.000000000,1706709600000000000,959.0,959.0,958.0,958.5,379,524522,524448
2024-01-31 22:01:00.000000000,1706709660000000000,958.5,959.0,957.5,958.0,541,524448,524414
2024-01-31 22:02:00.000000000,1706709720000000000,958.0,960.0,958.0,960.0,1122,524414,524367
2024-01-31 22:03:00.000000000,1706709780000000000,960.0,960.0,959.0,960.0,585,524367,524240
2024-01-31 22:04:00.000000000,1706709840000000000,960.0,960.0,959.0,959.0,1074,524240,524262
2024-01-31 22:05:00.000000000,1706709900000000000,959.0,959.5,958.5,958.5,421,524262,524278
2024-01-31 22:06:00.000000000,1706709960000000000,958.5,960.0,958.5,960.0,319,524278,524262
2024-01-31 22:07:00.000000000,1706710020000000000,960.0,961.0,958.5,961.0,1193,524262,524236
2024-01-31 22:08:00.000000000,1706710080000000000,961.0,961.0,959.5,960.0,1175,524236,524115
2024-01-31 22:09:00.000000000,1706710140000000000,960.0,961.5,960.0,961.0,1147,524115,524138
2024-01-31 22:10:00.000000000,1706710200000000000,961.0,962.0,960.5,961.0,1445,524138,524148
2024-01-31 22:11:00.000000000,1706710260000000000,961.0,962.0,960.5,961.0,814,524148,523960
2024-01-31 22:12:00.000000000,1706710320000000000,961.0,961.5,960.0,960.5,1279,523960,523933
2024-01-31 22:13:00.000000000,1706710380000000000,960.5,960.5,959.0,959.5,1059,523933,523873
2024-01-31 22:14:00.000000000,1706710440000000000,959.5,960.5,959.0,960.0,637,523873,523892
2024-01-31 22:15:00.000000000,1706710500000000000,960.0,962.0,960.0,961.0,1069,523892,523870
2024-01-31 22:16:00.000000000,1706710560000000000,961.0,962.5,961.0,962.5,1624,523870,523687
2024-01-31 22:17:00.000000000,1706710620000000000,962.5,962.5,961.0,961.0,714,523687,523695
2024-01-31 22:18:00.000000000,1706710680000000000,961.0,961.5,960.0,960.5,578,523695,523877
2024-01-31 22:19:00.000000000,1706710740000000000,960.5,961.5,960.0,960.5,770,523877,524236
2024-01-31 22:20:00.000000000,1706710800000000000,960.5,961.5,960.0,961.5,533,524236,524172
2024-01-31 22:21:00.000000000,1706710860000000000,961.5,961.5,960.5,961.5,444,524172,524243
2024-01-31 22:22:00.000000000,1706710920000000000,961.5,962.5,961.5,962.0,598,524243,524255
2024-01-31 22:23:00.000000000,1706710980000000000,962.0,963.0,961.5,963.0,1160,524255,524216
2024-01-31 22:24:00.000000000,1706711040000000000,963.0,964.5,962.5,964.0,2785,524216,523935
