datetime,datetime_nano,CZCE.TA601.open,CZCE.TA601.high,CZCE.TA601.low,CZCE.TA601.close,CZCE.TA601.volume,CZCE.TA601.open_oi,CZCE.TA601.close_oi
2025-08-29 21:00:00.000000000,1756472400000000000,4790,4790,4778,4784,20023,905041,900181
2025-08-29 21:01:00.000000000,1756472460000000000,4784,4786,4782,4784,5052,900181,900540
2025-08-29 21:02:00.000000000,1756472520000000000,4784,4786,4782,4784,2237,900540,900351
2025-08-29 21:03:00.000000000,1756472580000000000,4784,4788,4782,4784,2929,900351,900224
2025-08-29 21:04:00.000000000,1756472640000000000,4784,4784,4782,4782,2416,900224,900136
2025-08-29 21:05:00.000000000,1756472700000000000,4782,4784,4780,4784,1916,900136,900213
2025-08-29 21:06:00.000000000,1756472760000000000,4784,4786,4782,4786,1948,900213,900655
2025-08-29 21:07:00.000000000,1756472820000000000,4786,4786,4780,4782,3000,900655,901024
2025-08-29 21:08:00.000000000,1756472880000000000,4782,4784,4780,4782,2584,901024,901236
2025-08-29 21:09:00.000000000,1756472940000000000,4782,4784,4780,4782,820,901236,901104
2025-08-29 21:10:00.000000000,1756473000000000000,4782,4786,4780,4786,1612,901104,901477
2025-08-29 21:11:00.000000000,1756473060000000000,4786,4790,4784,4788,2506,901477,901901
2025-08-29 21:12:00.000000000,1756473120000000000,4788,4788,4786,4788,638,901901,902099
2025-08-29 21:13:00.000000000,1756473180000000000,4788,4790,4786,4790,2210,902099,902897
2025-08-29 21:14:00.000000000,1756473240000000000,4790,4792,4788,4788,3380,902897,903548
2025-08-29 21:15:00.000000000,1756473300000000000,4788,4790,4784,4786,3723,903548,903719
2025-08-29 21:16:00.000000000,1756473360000000000,4786,4788,4784,4786,2364,903719,904062
2025-08-29 21:17:00.000000000,1756473420000000000,4786,4790,4784,4788,1361,904062,903802
2025-08-29 21:18:00.000000000,1756473480000000000,4788,4790,4786,4788,1514,903802,904420
2025-08-29 21:19:00.000000000,1756473540000000000,4788,4788,4786,4788,563,904420,904431
2025-08-29 21:20:00.000000000,1756473600000000000,4788,4790,4786,4786,1033,904431,904397
2025-08-29 21:21:00.000000000,1756473660000000000,4786,4790,4786,4788,698,904397,904485
2025-08-29 21:22:00.000000000,1756473720000000000,4788,4792,4788,4792,1979,904485,904857
2025-08-29 21:23:00.000000000,1756473780000000000,4792,4792,4788,4792,1173,904857,905133
2025-08-29 21:24:00.000000000,1756473840000000000,4792,4792,4786,4788,1186,905133,905058
2025-08-29 21:25:00.000000000,1756473900000000000,4788,4788,4786,4788,993,905058,904885
2025-08-29 21:26:00.000000000,1756473960000000000,4788,4788,4786,4788,905,904885,904796
2025-08-29 21:27:00.000000000,1756474020000000000,4788,4790,4786,4790,1053,904796,905063
2025-08-29 21:28:00.000000000,1756474080000000000,4790,4790,4788,4790,616,905063,905099
2025-08-29 21:29:00.000000000,1756474140000000000,4790,4792,4788,4790,803,905099,905100
2025-08-29 21:30:00.000000000,1756474200000000000,4790,4792,4788,4790,1662,905100,905736
2025-08-29 21:31:00.000000000,1756474260000000000,4790,4794,4788,4792,2203,905736,905308
2025-08-29 21:32:00.000000000,1756474320000000000,4792,4792,4790,4790,512,905308,905229
2025-08-29 21:33:00.000000000,1756474380000000000,4790,4794,4790,4794,1053,905229,905280
2025-08-29 21:34:00.000000000,1756474440000000000,4794,4794,4790,4790,1317,905280,905563
2025-08-29 21:35:00.000000000,1756474500000000000,4790,4792,4788,4788,1165,905563,905574
2025-08-29 21:36:00.000000000,1756474560000000000,4788,4790,4786,4788,1411,905574,905415
2025-08-29 21:37:00.000000000,1756474620000000000,4788,4788,4786,4786,647,905415,905656
2025-08-29 21:38:00.000000000,1756474680000000000,4786,4788,4786,4786,1110,905656,905824
2025-08-29 21:39:00.000000000,1756474740000000000,4786,4788,4786,4786,356,905824,905891
2025-08-29 21:40:00.000000000,1756474800000000000,4786,4788,4784,4784,1069,905891,906085
2025-08-29 21:41:00.000000000,1756474860000000000,4784,4786,4784,4784,401,906085,906241
2025-08-29 21:42:00.000000000,1756474920000000000,4784,4788,4784,4788,2292,906241,906873
2025-08-29 21:43:00.000000000,1756474980000000000,4788,4790,4786,4788,867,906873,907012
2025-08-29 21:44:00.000000000,1756475040000000000,4788,4790,4786,4786,1025,907012,907114
2025-08-29 21:45:00.000000000,1756475100000000000,4786,4788,4784,4786,566,907114,907274
2025-08-29 21:46:00.000000000,1756475160000000000,4786,4788,4782,4782,5081,907274,910388
2025-08-29 21:47:00.000000000,1756475220000000000,4782,4784,4782,4782,1988,910388,910358
2025-08-29 21:48:00.000000000,1756475280000000000,4782,4786,4782,4782,1603,910358,910389
2025-08-29 21:49:00.000000000,1756475340000000000,4782,4784,4782,4782,945,910389,909791
2025-08-29 21:50:00.000000000,1756475400000000000,4782,4784,4780,4780,1569,909791,909408
2025-08-29 21:51:00.000000000,1756475460000000000,4780,4784,4780,4780,1426,909408,909273
2025-08-29 21:52:00.000000000,1756475520000000000,4780,4782,4778,4778,2636,909273,909392
2025-08-29 21:53:00.000000000,1756475580000000000,4778,4782,4778,4780,1406,909392,909357
2025-08-29 21:54:00.000000000,1756475640000000000,4780,4782,4776,4778,1537,909357,909995
2025-08-29 21:55:00.000000000,1756475700000000000,4778,4780,4776,4778,1796,909995,910025
2025-08-29 21:56:00.000000000,1756475760000000000,4778,4780,4776,4778,1656,910025,909845
2025-08-29 21:57:00.000000000,1756475820000000000,4778,4780,4776,4780,1646,909845,909506
