datetime,datetime_nano,DCE.i2401.open,DCE.i2401.high,DCE.i2401.low,DCE.i2401.close,DCE.i2401.volume,DCE.i2401.open_oi,DCE.i2401.close_oi
2023-07-31 21:00:00.000000000,1690808400000000000,754.0,754.5,752.5,753.0,4017,486891,486305
2023-07-31 21:01:00.000000000,1690808460000000000,753.0,754.0,752.0,753.5,2215,486305,486753
2023-07-31 21:02:00.000000000,1690808520000000000,753.5,755.0,752.0,752.0,3276,486753,486248
2023-07-31 21:03:00.000000000,1690808580000000000,752.0,752.5,751.0,752.5,2582,486248,486408
2023-07-31 21:04:00.000000000,1690808640000000000,752.5,753.0,752.0,753.0,964,486408,486305
2023-07-31 21:05:00.000000000,1690808700000000000,753.0,753.0,751.5,751.5,1525,486305,486552
2023-07-31 21:06:00.000000000,1690808760000000000,751.5,752.0,751.5,751.5,851,486552,486600
2023-07-31 21:07:00.000000000,1690808820000000000,751.5,753.0,751.5,752.0,1044,486600,487186
2023-07-31 21:08:00.000000000,1690808880000000000,752.0,753.0,752.0,753.0,508,487186,487398
2023-07-31 21:09:00.000000000,1690808940000000000,753.0,754.0,752.5,753.5,1076,487398,487473
2023-07-31 21:10:00.000000000,1690809000000000000,753.5,754.5,753.5,754.5,1775,487473,487156
2023-07-31 21:11:00.000000000,1690809060000000000,754.5,754.5,752.5,753.5,1872,487156,487486
2023-07-31 21:12:00.000000000,1690809120000000000,753.5,754.0,753.0,753.5,733,487486,487565
2023-07-31 21:13:00.000000000,1690809180000000000,753.5,754.5,753.5,754.0,973,487565,487372
2023-07-31 21:14:00.000000000,1690809240000000000,754.0,754.5,753.5,753.5,577,487372,487640
2023-07-31 21:15:00.000000000,1690809300000000000,753.5,754.0,753.0,753.5,890,487640,487455
2023-07-31 21:16:00.000000000,1690809360000000000,753.5,754.0,753.0,753.0,813,487455,487252
2023-07-31 21:17:00.000000000,1690809420000000000,753.0,754.0,753.0,754.0,283,487252,487189
2023-07-31 21:18:00.000000000,1690809480000000000,754.0,754.0,753.0,754.0,365,487189,487193
2023-07-31 21:19:00.000000000,1690809540000000000,754.0,754.0,752.5,753.0,1200,487193,486768
2023-07-31 21:20:00.000000000,1690809600000000000,753.0,753.5,752.5,752.5,764,486768,486555
2023-07-31 21:21:00.000000000,1690809660000000000,752.5,752.5,751.5,751.5,1113,486555,486723
2023-07-31 21:22:00.000000000,1690809720000000000,751.5,752.0,751.0,751.0,1092,486723,486858
2023-07-31 21:23:00.000000000,1690809780000000000,751.0,751.0,749.5,749.5,2597,486858,486213
2023-07-31 21:24:00.000000000,1690809840000000000,749.5,750.0,749.5,749.5,818,486213,486317
2023-07-31 21:25:00.000000000,1690809900000000000,749.5,750.5,749.5,750.5,1090,486317,486597
2023-07-31 21:26:00.000000000,1690809960000000000,750.5,750.5,749.5,750.0,704,486597,486706
2023-07-31 21:27:00.000000000,1690810020000000000,750.0,750.0,749.0,749.0,1043,486706,486938
2023-07-31 21:28:00.000000000,1690810080000000000,749.0,749.5,749.0,749.5,769,486938,487307
2023-07-31 21:29:00.000000000,1690810140000000000,749.5,750.0,749.5,749.5,1163,487307,487631
2023-07-31 21:30:00.000000000,1690810200000000000,749.5,750.0,749.0,749.0,720,487631,487609
2023-07-31 21:31:00.000000000,1690810260000000000,749.0,750.0,749.0,749.5,701,487609,487524
2023-07-31 21:32:00.000000000,1690810320000000000,749.5,750.5,749.5,750.0,488,487524,487605
2023-07-31 21:33:00.000000000,1690810380000000000,750.0,750.5,750.0,750.5,188,487605,487717
2023-07-31 21:34:00.000000000,1690810440000000000,750.5,750.5,750.0,750.5,204,487717,487791
2023-07-31 21:35:00.000000000,1690810500000000000,750.5,751.0,750.0,751.0,498,487791,487819
2023-07-31 21:36:00.000000000,1690810560000000000,751.0,751.0,750.0,750.5,391,487819,487819
2023-07-31 21:37:00.000000000,1690810620000000000,750.5,750.5,749.5,750.0,731,487819,487912
2023-07-31 21:38:00.000000000,1690810680000000000,750.0,750.0,749.5,750.0,597,487912,488127
2023-07-31 21:39:00.000000000,1690810740000000000,750.0,750.0,749.5,750.0,213,488127,488184
2023-07-31 21:40:00.000000000,1690810800000000000,750.0,750.5,749.5,750.5,256,488184,488136
2023-07-31 21:41:00.000000000,1690810860000000000,750.5,750.5,750.0,750.0,151,488136,488084
2023-07-31 21:42:00.000000000,1690810920000000000,750.0,750.5,749.5,750.0,250,488084,488143
2023-07-31 21:43:00.000000000,1690810980000000000,750.0,750.5,749.5,750.5,208,488143,488114
2023-07-31 21:44:00.000000000,1690811040000000000,750.5,750.5,750.0,750.0,95,488114,488109
2023-07-31 21:45:00.000000000,1690811100000000000,750.0,752.0,750.0,751.0,1169,488109,487958
2023-07-31 21:46:00.000000000,1690811160000000000,751.0,752.0,751.0,752.0,271,487958,487819
2023-07-31 21:47:00.000000000,1690811220000000000,752.0,752.0,751.5,752.0,123,487819,487878
2023-07-31 21:48:00.000000000,1690811280000000000,752.0,752.0,751.5,751.5,254,487878,487906
2023-07-31 21:49:00.000000000,1690811340000000000,751.5,752.0,751.5,752.0,64,487906,487910
2023-07-31 21:50:00.000000000,1690811400000000000,752.0,752.0,751.5,752.0,161,487910,487847
2023-07-31 21:51:00.000000000,1690811460000000000,752.0,753.0,752.0,752.5,623,487847,487598
2023-07-31 21:52:00.000000000,1690811520000000000,752.5,753.0,752.0,752.0,484,487598,487649
2023-07-31 21:53:00.000000000,1690811580000000000,752.0,752.0,751.5,751.5,293,487649,487754
2023-07-31 21:54:00.000000000,1690811640000000000,751.5,751.5,751.0,751.0,306,487754,487789
2023-07-31 21:55:00.000000000,1690811700000000000,751.0,751.5,751.0,751.0,101,487789,487829
2023-07-31 21:56:00.000000000,1690811760000000000,751.0,751.0,750.0,751.0,514,487829,487938
2023-07-31 21:57:00.000000000,1690811820000000000,751.0,751.0,750.5,750.5,641,487938,487976
2023-07-31 21:58:00.000000000,1690811880000000000,750.5,751.0,750.5,751.0,254,487976,488005
2023-07-31 21:59:00.000000000,1690811940000000000,751.0,751.5,750.5,751.0,746,488005,488177
2023-07-31 22:00:00.000000000,1690812000000000000,751.0,751.5,751.0,751.0,550,488177,488415
2023-07-31 22:01:00.000000000,1690812060000000000,751.0,751.5,751.0,751.0,46,488415,488415
2023-07-31 22:02:00.000000000,1690812120000000000,751.0,752.0,751.0,752.0,303,488415,488503
2023-07-31 22:03:00.000000000,1690812180000000000,752.0,752.0,751.0,751.5,219,488503,488582
2023-07-31 22:04:00.000000000,1690812240000000000,751.5,752.5,751.0,752.5,427,488582,488608
2023-07-31 22:05:00.000000000,1690812300000000000,752.5,752.5,752.0,752.5,197,488608,488660
2023-07-31 22:06:00.000000000,1690812360000000000,752.5,752.5,752.0,752.5,256,488660,488652
2023-07-31 22:07:00.000000000,1690812420000000000,752.5,752.5,751.5,751.5,517,488652,488844
2023-07-31 22:08:00.000000000,1690812480000000000,751.5,752.5,751.5,752.0,194,488844,488854
2023-07-31 22:09:00.000000000,1690812540000000000,752.0,752.5,752.0,752.0,132,488854,488820
2023-07-31 22:10:00.000000000,1690812600000000000,752.0,752.5,752.0,752.5,58,488820,488819
2023-07-31 22:11:00.000000000,1690812660000000000,752.5,752.5,752.0,752.5,31,488819,488841
2023-07-31 22:12:00.000000000,1690812720000000000,752.5,752.5,751.0,751.0,236,488841,488918
2023-07-31 22:13:00.000000000,1690812780000000000,751.0,751.5,751.0,751.0,39,488918,488917
2023-07-31 22:14:00.000000000,1690812840000000000,751.0,752.0,751.0,751.5,73,488917,488920
2023-07-31 22:15:00.000000000,1690812900000000000,751.5,752.5,751.5,752.0,379,488920,488966
2023-07-31 22:16:00.000000000,1690812960000000000,752.0,752.0,751.5,751.5,27,488966,488970
2023-07-31 22:17:00.000000000,1690813020000000000,751.5,752.0,751.5,751.5,92,488970,489003
2023-07-31 22:18:00.000000000,1690813080000000000,751.5,752.0,751.5,751.5,382,489003,488896
2023-07-31 22:19:00.000000000,1690813140000000000,751.5,752.0,751.5,751.5,105,488896,488929
2023-07-31 22:20:00.000000000,1690813200000000000,751.5,752.0,751.5,751.5,132,488929,488916
2023-07-31 22:21:00.000000000,1690813260000000000,751.5,751.5,751.5,751.5,63,488916,488932
2023-07-31 22:22:00.000000000,1690813320000000000,751.5,751.5,751.0,751.0,203,488932,488905
2023-07-31 22:23:00.000000000,1690813380000000000,751.0,751.5,751.0,751.0,62,488905,488938
2023-07-31 22:24:00.000000000,1690813440000000000,751.0,751.5,751.0,751.0,146,488938,488885
2023-07-31 22:25:00.000000000,1690813500000000000,751.0,751.5,751.0,751.0,39,488885,488876
2023-07-31 22:26:00.000000000,1690813560000000000,751.0,751.5,751.0,751.0,87,488876,488832
2023-07-31 22:27:00.000000000,1690813620000000000,751.0,751.5,751.0,751.0,226,488832,488691
2023-07-31 22:28:00.000000000,1690813680000000000,751.0,751.0,750.5,751.0,233,488691,488683
2023-07-31 22:29:00.000000000,1690813740000000000,751.0,751.5,750.5,751.5,409,488683,488791
2023-07-31 22:30:00.000000000,1690813800000000000,751.5,752.5,751.5,752.0,235,488791,488797
2023-07-31 22:31:00.000000000,1690813860000000000,752.0,752.0,751.5,751.5,88,488797,488828
2023-07-31 22:32:00.000000000,1690813920000000000,751.5,752.0,751.5,751.5,167,488828,488719
2023-07-31 22:33:00.000000000,1690813980000000000,751.5,752.0,751.0,751.0,667,488719,488514
2023-07-31 22:34:00.000000000,1690814040000000000,751.0,751.5,751.0,751.0,257,488514,488519
2023-07-31 22:35:00.000000000,1690814100000000000,751.0,751.5,751.0,751.5,93,488519,488536
2023-07-31 22:36:00.000000000,1690814160000000000,751.5,752.0,751.0,751.5,333,488536,488517
2023-07-31 22:37:00.000000000,1690814220000000000,751.5,751.5,751.0,751.0,178,488517,488462
2023-07-31 22:38:00.000000000,1690814280000000000,751.0,751.5,751.0,751.0,121,488462,488476
2023-07-31 22:39:00.000000000,1690814340000000000,751.0,751.5,751.0,751.0,67,488476,488478
2023-07-31 22:40:00.000000000,1690814400000000000,751.0,751.5,750.5,751.0,376,488478,488374
2023-07-31 22:41:00.000000000,1690814460000000000,751.0,751.5,751.0,751.5,178,488374,488443
2023-07-31 22:42:00.000000000,1690814520000000000,751.5,751.5,751.0,751.0,20,488443,488450
2023-07-31 22:43:00.000000000,1690814580000000000,751.0,751.5,751.0,751.5,142,488450,488505
2023-07-31 22:44:00.000000000,1690814640000000000,751.5,752.0,751.5,751.5,200,488505,488433
2023-07-31 22:45:00.000000000,1690814700000000000,751.5,752.0,751.5,751.5,296,488433,488407
2023-07-31 22:46:00.000000000,1690814760000000000,751.5,752.0,750.0,750.0,949,488407,488044
2023-07-31 22:47:00.000000000,1690814820000000000,750.0,750.5,750.0,750.0,122,488044,488009
2023-07-31 22:48:00.000000000,1690814880000000000,750.0,750.5,749.0,749.0,1114,488009,487942
2023-07-31 22:49:00.000000000,1690814940000000000,749.0,749.5,749.0,749.5,534,487942,488023
2023-07-31 22:50:00.000000000,1690815000000000000,749.5,749.5,749.0,749.5,420,488023,488259
2023-07-31 22:51:00.000000000,1690815060000000000,749.5,749.5,749.0,749.0,373,488259,488229
2023-07-31 22:52:00.000000000,1690815120000000000,749.0,749.5,749.0,749.0,168,488229,488196
2023-07-31 22:53:00.000000000,1690815180000000000,749.0,749.5,748.5,749.0,896,488196,488125
2023-07-31 22:54:00.000000000,1690815240000000000,749.0,750.0,749.0,750.0,281,488125,488116
2023-07-31 22:55:00.000000000,1690815300000000000,750.0,750.0,749.5,750.0,163,488116,488086
2023-07-31 22:56:00.000000000,1690815360000000000,750.0,750.5,749.5,750.0,644,488086,487843
2023-07-31 22:57:00.000000000,1690815420000000000,750.0,750.0,749.5,749.5,383,487843,487881
2023-07-31 22:58:00.000000000,1690815480000000000,749.5,750.0,749.5,750.0,107,487881,487812
2023-07-31 22:59:00.000000000,1690815540000000000,750.0,750.0,749.0,750.0,469,487812,487647
2023-08-01 09:00:00.000000000,1690851600000000000,750.5,752.0,749.5,752.0,1809,487647,486960
2023-08-01 09:01:00.000000000,1690851660000000000,752.0,753.0,752.0,752.5,1866,486960,486505
2023-08-01 09:02:00.000000000,1690851720000000000,752.5,752.5,751.5,751.5,1584,486505,487395
2023-08-01 09:03:00.000000000,1690851780000000000,751.5,752.0,750.5,751.0,1674,487395,488192
2023-08-01 09:04:00.000000000,1690851840000000000,751.0,751.5,750.0,750.5,1624,488192,488093
2023-08-01 09:05:00.000000000,1690851900000000000,750.5,752.0,750.5,751.5,943,488093,488292
2023-08-01 09:06:00.000000000,1690851960000000000,751.5,752.0,750.5,750.5,662,488292,488454
2023-08-01 09:07:00.000000000,1690852020000000000,750.5,751.5,750.0,751.0,804,488454,488701
2023-08-01 09:08:00.000000000,1690852080000000000,751.0,751.5,750.5,751.0,305,488701,488704
2023-08-01 09:09:00.000000000,1690852140000000000,751.0,751.0,750.0,751.0,360,488704,488724
2023-08-01 09:10:00.000000000,1690852200000000000,751.0,751.5,750.0,751.0,402,488724,488806
2023-08-01 09:11:00.000000000,1690852260000000000,751.0,752.0,751.0,752.0,286,488806,488669
2023-08-01 09:12:00.000000000,1690852320000000000,752.0,752.0,751.5,752.0,393,488669,488734
2023-08-01 09:13:00.000000000,1690852380000000000,752.0,752.0,751.5,751.5,129,488734,488765
2023-08-01 09:14:00.000000000,1690852440000000000,751.5,752.0,751.5,752.0,256,488765,488730
2023-08-01 09:15:00.000000000,1690852500000000000,752.0,752.0,750.5,750.5,416,488730,488943
2023-08-01 09:16:00.000000000,1690852560000000000,750.5,752.0,750.5,752.0,358,488943,489026
2023-08-01 09:17:00.000000000,1690852620000000000,752.0,753.0,751.5,752.5,1471,489026,489243
2023-08-01 09:18:00.000000000,1690852680000000000,752.5,754.5,752.5,754.5,2812,489243,489048
2023-08-01 09:19:00.000000000,1690852740000000000,754.5,754.5,754.0,754.5,1700,489048,488968
