datetime,datetime_nano,DCE.i2401.open,DCE.i2401.high,DCE.i2401.low,DCE.i2401.close,DCE.i2401.volume,DCE.i2401.open_oi,DCE.i2401.close_oi
2023-11-30 21:00:00.000000000,1701349200000000000,969.0,973.5,968.0,973.0,22692,551396,533688
2023-11-30 21:01:00.000000000,1701349260000000000,973.0,974.0,972.0,972.0,3329,533688,533264
2023-11-30 21:02:00.000000000,1701349320000000000,972.0,972.0,969.0,969.0,3156,533264,532831
2023-11-30 21:03:00.000000000,1701349380000000000,969.0,970.0,965.5,965.5,3773,532831,531995
2023-11-30 21:04:00.000000000,1701349440000000000,965.5,966.0,964.0,964.5,4964,531995,531124
2023-11-30 21:05:00.000000000,1701349500000000000,964.5,966.0,963.5,964.5,2663,531124,530188
2023-11-30 21:06:00.000000000,1701349560000000000,964.5,965.5,964.5,965.5,1114,530188,529804
2023-11-30 21:07:00.000000000,1701349620000000000,965.5,965.5,963.0,963.5,2336,529804,529548
2023-11-30 21:08:00.000000000,1701349680000000000,963.5,965.0,963.0,964.5,2472,529548,528640
2023-11-30 21:09:00.000000000,1701349740000000000,964.5,966.0,964.5,965.5,1205,528640,528539
2023-11-30 21:10:00.000000000,1701349800000000000,965.5,966.0,963.5,965.0,1175,528539,528210
2023-11-30 21:11:00.000000000,1701349860000000000,965.0,965.0,964.0,964.0,605,528210,528013
2023-11-30 21:12:00.000000000,1701349920000000000,964.0,964.5,963.5,964.5,1005,528013,527831
2023-11-30 21:13:00.000000000,1701349980000000000,964.5,965.0,963.5,964.5,1370,527831,527508
2023-11-30 21:14:00.000000000,1701350040000000000,964.5,966.0,964.5,965.5,1195,527508,527185
2023-11-30 21:15:00.000000000,1701350100000000000,965.5,966.5,965.0,965.0,1155,527185,526972
2023-11-30 21:16:00.000000000,1701350160000000000,965.0,965.5,964.5,965.5,519,526972,526954
2023-11-30 21:17:00.000000000,1701350220000000000,965.5,967.5,965.0,967.5,1639,526954,526635
2023-11-30 21:18:00.000000000,1701350280000000000,967.5,967.5,966.5,966.5,672,526635,526620
2023-11-30 21:19:00.000000000,1701350340000000000,966.5,969.0,966.5,968.5,1722,526620,526373
