datetime,datetime_nano,DCE.v2109.open,DCE.v2109.high,DCE.v2109.low,DCE.v2109.close,DCE.v2109.volume,DCE.v2109.open_oi,DCE.v2109.close_oi
2021-05-06 09:00:00.000000000,1620262800000000000,8940,8960,8910,8915,12002,376265,378104
2021-05-06 09:01:00.000000000,1620262860000000000,8915,8925,8900,8915,5405,378104,378825
2021-05-06 09:02:00.000000000,1620262920000000000,8915,8940,8915,8935,5178,378825,379914
2021-05-06 09:03:00.000000000,1620262980000000000,8935,8945,8925,8930,3280,379914,379936
2021-05-06 09:04:00.000000000,1620263040000000000,8930,8935,8910,8915,2978,379936,380356
2021-05-06 09:05:00.000000000,1620263100000000000,8915,8940,8915,8940,7668,380356,381081
2021-05-06 09:06:00.000000000,1620263160000000000,8940,8975,8940,8970,8195,381081,382833
2021-05-06 09:07:00.000000000,1620263220000000000,8970,8975,8955,8960,4611,382833,383245
2021-05-06 09:08:00.000000000,1620263280000000000,8960,8975,8955,8975,2651,383245,384052
2021-05-06 09:09:00.000000000,1620263340000000000,8975,8975,8960,8970,2936,384052,384771
2021-05-06 09:10:00.000000000,1620263400000000000,8970,8980,8955,8960,3635,384771,384694
2021-05-06 09:11:00.000000000,1620263460000000000,8960,8965,8935,8940,4626,384694,384109
2021-05-06 09:12:00.000000000,1620263520000000000,8940,8955,8930,8950,2443,384109,384247
2021-05-06 09:13:00.000000000,1620263580000000000,8950,8965,8945,8960,2517,384247,384362
2021-05-06 09:14:00.000000000,1620263640000000000,8960,8965,8955,8965,2415,384362,384349
2021-05-06 09:15:00.000000000,1620263700000000000,8965,8990,8965,8985,4234,384349,386199
2021-05-06 09:16:00.000000000,1620263760000000000,8985,8990,8980,8990,2422,386199,387031
2021-05-06 09:17:00.000000000,1620263820000000000,8990,9000,8985,8995,5236,387031,388862
2021-05-06 09:18:00.000000000,1620263880000000000,8995,8995,8985,8995,3986,388862,390031
2021-05-06 09:19:00.000000000,1620263940000000000,8995,9000,8985,9000,3490,390031,391358
2021-05-06 09:20:00.000000000,1620264000000000000,9000,9015,8985,9000,8754,391358,392770
2021-05-06 09:21:00.000000000,1620264060000000000,9000,9020,9000,9015,4997,392770,393945
2021-05-06 09:22:00.000000000,1620264120000000000,9015,9015,9000,9000,1900,393945,394294
2021-05-06 09:23:00.000000000,1620264180000000000,9000,9015,9000,9015,2374,394294,394587
2021-05-06 09:24:00.000000000,1620264240000000000,9015,9020,9010,9020,1875,394587,395059
2021-05-06 09:25:00.000000000,1620264300000000000,9020,9030,9015,9030,3436,395059,395255
2021-05-06 09:26:00.000000000,1620264360000000000,9030,9030,9005,9020,2752,395255,395564
2021-05-06 09:27:00.000000000,1620264420000000000,9020,9025,8995,9000,2659,395564,395725
2021-05-06 09:28:00.000000000,1620264480000000000,9000,9010,8995,9005,3979,395725,396089
2021-05-06 09:29:00.000000000,1620264540000000000,9005,9010,9000,9005,4415,396089,396393
2021-05-06 09:30:00.000000000,1620264600000000000,9005,9015,9005,9005,2399,396393,396497
2021-05-06 09:31:00.000000000,1620264660000000000,9005,9010,9000,9010,1814,396497,396934
2021-05-06 09:32:00.000000000,1620264720000000000,9010,9010,9005,9010,265,396934,396877
2021-05-06 09:33:00.000000000,1620264780000000000,9010,9020,9010,9015,1311,396877,396834
2021-05-06 09:34:00.000000000,1620264840000000000,9015,9015,9005,9015,1780,396834,397039
2021-05-06 09:35:00.000000000,1620264900000000000,9015,9020,9010,9020,979,397039,397649
2021-05-06 09:36:00.000000000,1620264960000000000,9020,9040,9015,9030,4648,397649,398703
2021-05-06 09:37:00.000000000,1620265020000000000,9030,9030,9020,9025,1639,398703,398370
2021-05-06 09:38:00.000000000,1620265080000000000,9025,9035,9020,9020,1593,398370,398407
2021-05-06 09:39:00.000000000,1620265140000000000,9020,9030,9015,9025,1721,398407,398491
2021-05-06 09:40:00.000000000,1620265200000000000,9025,9030,9025,9025,475,398491,398529
