datetime,datetime_nano,DCE.i2301.open,DCE.i2301.high,DCE.i2301.low,DCE.i2301.close,DCE.i2301.volume,DCE.i2301.open_oi,DCE.i2301.close_oi
2022-11-30 21:00:00.000000000,1669813200000000000,774.0,776.0,773.5,774.5,17681,592833,590425
2022-11-30 21:01:00.000000000,1669813260000000000,774.5,777.0,774.0,775.0,12291,590425,591203
2022-11-30 21:02:00.000000000,1669813320000000000,775.0,775.5,772.0,772.5,6577,591203,592544
2022-11-30 21:03:00.000000000,1669813380000000000,772.5,772.5,771.5,772.5,5166,592544,592474
2022-11-30 21:04:00.000000000,1669813440000000000,772.5,772.5,771.5,772.0,3493,592474,592638
2022-11-30 21:05:00.000000000,1669813500000000000,772.0,773.0,772.0,772.0,4158,592638,593056
2022-11-30 21:06:00.000000000,1669813560000000000,772.0,772.5,771.0,772.0,4470,593056,592875
2022-11-30 21:07:00.000000000,1669813620000000000,772.0,773.0,771.5,772.5,2084,592875,592647
2022-11-30 21:08:00.000000000,1669813680000000000,772.5,773.0,770.5,771.0,3012,592647,592859
2022-11-30 21:09:00.000000000,1669813740000000000,771.0,772.5,771.0,772.5,3400,592859,592072
2022-11-30 21:10:00.000000000,1669813800000000000,772.5,773.5,772.0,773.0,2203,592072,592229
2022-11-30 21:11:00.000000000,1669813860000000000,773.0,773.5,772.5,773.0,1366,592229,592481
2022-11-30 21:12:00.000000000,1669813920000000000,773.0,774.5,773.0,774.0,5133,592481,591666
2022-11-30 21:13:00.000000000,1669813980000000000,774.0,776.0,774.0,776.0,4854,591666,590787
2022-11-30 21:14:00.000000000,1669814040000000000,776.0,776.5,775.5,776.0,3894,590787,591377
2022-11-30 21:15:00.000000000,1669814100000000000,776.0,777.5,776.0,777.5,7702,591377,591954
2022-11-30 21:16:00.000000000,1669814160000000000,777.5,779.5,777.0,779.0,10130,591954,591995
2022-11-30 21:17:00.000000000,1669814220000000000,779.0,779.5,777.5,778.0,5256,591995,592076
2022-11-30 21:18:00.000000000,1669814280000000000,778.0,778.0,776.5,777.0,4437,592076,593087
2022-11-30 21:19:00.000000000,1669814340000000000,777.0,777.5,775.5,776.0,3528,593087,592639
2022-11-30 21:20:00.000000000,1669814400000000000,776.0,777.0,776.0,776.5,2115,592639,592879
2022-11-30 21:21:00.000000000,1669814460000000000,776.5,776.5,775.5,775.5,2019,592879,592672
2022-11-30 21:22:00.000000000,1669814520000000000,775.5,776.0,774.5,774.5,4220,592672,592530
2022-11-30 21:23:00.000000000,1669814580000000000,774.5,775.5,774.5,774.5,2148,592530,592138
2022-11-30 21:24:00.000000000,1669814640000000000,774.5,776.0,774.5,775.5,2915,592138,591788
2022-11-30 21:25:00.000000000,1669814700000000000,775.5,776.0,774.5,775.0,1751,591788,591884
2022-11-30 21:26:00.000000000,1669814760000000000,775.0,775.5,774.5,774.5,1929,591884,591602
2022-11-30 21:27:00.000000000,1669814820000000000,774.5,775.0,774.5,774.5,578,591602,591455
2022-11-30 21:28:00.000000000,1669814880000000000,774.5,775.0,772.5,773.0,3483,591455,591264
2022-11-30 21:29:00.000000000,1669814940000000000,773.0,773.5,772.5,773.0,834,591264,591130
2022-11-30 21:30:00.000000000,1669815000000000000,773.0,774.0,772.5,773.0,2577,591130,590615
2022-11-30 21:31:00.000000000,1669815060000000000,773.0,773.0,772.5,772.5,454,590615,590731
2022-11-30 21:32:00.000000000,1669815120000000000,772.5,774.0,772.5,773.0,2800,590731,590823
2022-11-30 21:33:00.000000000,1669815180000000000,773.0,773.0,772.5,772.5,955,590823,590443
2022-11-30 21:34:00.000000000,1669815240000000000,772.5,773.0,772.5,773.0,673,590443,590277
2022-11-30 21:35:00.000000000,1669815300000000000,773.0,773.0,772.0,772.0,1694,590277,590169
2022-11-30 21:36:00.000000000,1669815360000000000,772.0,773.0,772.0,773.0,1756,590169,589844
2022-11-30 21:37:00.000000000,1669815420000000000,773.0,773.0,772.5,773.0,460,589844,589700
2022-11-30 21:38:00.000000000,1669815480000000000,773.0,773.5,772.5,773.5,1218,589700,589457
2022-11-30 21:39:00.000000000,1669815540000000000,773.5,774.5,773.0,774.0,1836,589457,589323
2022-11-30 21:40:00.000000000,1669815600000000000,774.0,774.5,773.5,774.0,1958,589323,589424
2022-11-30 21:41:00.000000000,1669815660000000000,774.0,774.5,773.5,773.5,647,589424,589374
2022-11-30 21:42:00.000000000,1669815720000000000,773.5,774.0,772.5,773.0,1710,589374,589338
2022-11-30 21:43:00.000000000,1669815780000000000,773.0,773.5,772.5,773.0,713,589338,589167
2022-11-30 21:44:00.000000000,1669815840000000000,773.0,773.5,772.5,773.5,948,589167,589247
2022-11-30 21:45:00.000000000,1669815900000000000,773.5,774.5,773.0,773.5,2216,589247,589321
2022-11-30 21:46:00.000000000,1669815960000000000,773.5,773.5,772.5,773.0,708,589321,589067
2022-11-30 21:47:00.000000000,1669816020000000000,773.0,773.0,771.0,771.0,2540,589067,588640
2022-11-30 21:48:00.000000000,1669816080000000000,771.0,772.0,771.0,772.0,1332,588640,588262
2022-11-30 21:49:00.000000000,1669816140000000000,772.0,772.0,771.0,771.5,1380,588262,588125
2022-11-30 21:50:00.000000000,1669816200000000000,771.5,772.0,771.0,772.0,826,588125,588280
2022-11-30 21:51:00.000000000,1669816260000000000,772.0,772.0,770.5,771.0,1943,588280,588092
2022-11-30 21:52:00.000000000,1669816320000000000,771.0,771.0,770.0,770.0,3017,588092,587770
2022-11-30 21:53:00.000000000,1669816380000000000,770.0,771.0,770.0,770.5,1835,587770,587870
2022-11-30 21:54:00.000000000,1669816440000000000,770.5,771.5,770.0,771.0,2100,587870,587464
2022-11-30 21:55:00.000000000,1669816500000000000,771.0,771.0,770.0,770.5,903,587464,587353
2022-11-30 21:56:00.000000000,1669816560000000000,770.5,771.5,770.5,771.0,1289,587353,587312
2022-11-30 21:57:00.000000000,1669816620000000000,771.0,772.0,770.5,772.0,1384,587312,587248
2022-11-30 21:58:00.000000000,1669816680000000000,772.0,772.0,771.0,771.5,969,587248,587226
2022-11-30 21:59:00.000000000,1669816740000000000,771.5,772.0,771.5,772.0,339,587226,587241
2022-11-30 22:00:00.000000000,1669816800000000000,772.0,772.5,771.5,771.5,1568,587241,587194
2022-11-30 22:01:00.000000000,1669816860000000000,771.5,772.5,771.5,772.5,933,587194,587013
2022-11-30 22:02:00.000000000,1669816920000000000,772.5,772.5,772.0,772.5,393,587013,586937
2022-11-30 22:03:00.000000000,1669816980000000000,772.5,773.5,772.0,772.0,2165,586937,586657
2022-11-30 22:04:00.000000000,1669817040000000000,772.0,773.0,772.0,772.0,671,586657,586700
2022-11-30 22:05:00.000000000,1669817100000000000,772.0,773.0,772.0,773.0,992,586700,586605
2022-11-30 22:06:00.000000000,1669817160000000000,773.0,774.0,773.0,773.5,1112,586605,586295
2022-11-30 22:07:00.000000000,1669817220000000000,773.5,774.0,773.0,773.5,514,586295,586173
2022-11-30 22:08:00.000000000,1669817280000000000,773.5,774.0,773.0,773.5,933,586173,586121
2022-11-30 22:09:00.000000000,1669817340000000000,773.5,774.5,773.5,774.0,1498,586121,586524
2022-11-30 22:10:00.000000000,1669817400000000000,774.0,775.0,774.0,774.5,1819,586524,586359
2022-11-30 22:11:00.000000000,1669817460000000000,774.5,775.0,773.5,774.0,3216,586359,586645
2022-11-30 22:12:00.000000000,1669817520000000000,774.0,774.5,773.5,774.5,2259,586645,586455
2022-11-30 22:13:00.000000000,1669817580000000000,774.5,775.0,773.5,773.5,1407,586455,586374
2022-11-30 22:14:00.000000000,1669817640000000000,773.5,774.0,773.5,774.0,789,586374,586235
2022-11-30 22:15:00.000000000,1669817700000000000,774.0,774.0,773.0,773.5,2147,586235,586190
2022-11-30 22:16:00.000000000,1669817760000000000,773.5,774.0,773.0,773.5,453,586190,586121
2022-11-30 22:17:00.000000000,1669817820000000000,773.5,774.0,773.0,773.0,391,586121,586193
2022-11-30 22:18:00.000000000,1669817880000000000,773.0,773.5,773.0,773.0,209,586193,586123
2022-11-30 22:19:00.000000000,1669817940000000000,773.0,773.5,772.5,772.5,636,586123,586181
