datetime,datetime_nano,CZCE.TA509.open,CZCE.TA509.high,CZCE.TA509.low,CZCE.TA509.close,CZCE.TA509.volume,CZCE.TA509.open_oi,CZCE.TA509.close_oi
2025-07-31 21:00:00.000000000,1753966800000000000,4794,4800,4786,4794,24356,875110,870444
2025-07-31 21:01:00.000000000,1753966860000000000,4794,4794,4786,4788,10104,870444,870139
2025-07-31 21:02:00.000000000,1753966920000000000,4788,4792,4784,4790,9540,870139,870959
2025-07-31 21:03:00.000000000,1753966980000000000,4790,4794,4788,4792,4274,870959,870487
2025-07-31 21:04:00.000000000,1753967040000000000,4792,4794,4784,4786,7466,870487,870200
2025-07-31 21:05:00.000000000,1753967100000000000,4786,4792,4784,4790,4792,870200,868948
2025-07-31 21:06:00.000000000,1753967160000000000,4790,4792,4788,4790,2444,868948,868333
2025-07-31 21:07:00.000000000,1753967220000000000,4790,4792,4788,4790,2851,868333,868403
2025-07-31 21:08:00.000000000,1753967280000000000,4790,4792,4786,4788,3540,868403,868791
2025-07-31 21:09:00.000000000,1753967340000000000,4788,4788,4784,4788,7038,868791,871063
2025-07-31 21:10:00.000000000,1753967400000000000,4788,4788,4784,4786,3970,871063,871711
2025-07-31 21:11:00.000000000,1753967460000000000,4786,4786,4778,4778,11299,871711,872103
2025-07-31 21:12:00.000000000,1753967520000000000,4778,4782,4776,4782,5394,872103,871283
2025-07-31 21:13:00.000000000,1753967580000000000,4782,4784,4778,4780,3598,871283,870766
2025-07-31 21:14:00.000000000,1753967640000000000,4780,4782,4778,4778,1961,870766,870508
2025-07-31 21:15:00.000000000,1753967700000000000,4778,4780,4776,4776,2856,870508,870392
2025-07-31 21:16:00.000000000,1753967760000000000,4776,4780,4776,4778,4598,870392,868966
2025-07-31 21:17:00.000000000,1753967820000000000,4778,4782,4776,4780,2842,868966,868820
2025-07-31 21:18:00.000000000,1753967880000000000,4780,4780,4772,4772,8047,868820,868799
2025-07-31 21:19:00.000000000,1753967940000000000,4772,4774,4772,4772,3104,868799,869143
2025-07-31 21:20:00.000000000,1753968000000000000,4772,4778,4762,4762,23607,869143,865870
2025-07-31 21:21:00.000000000,1753968060000000000,4762,4764,4758,4764,9233,865870,865369
2025-07-31 21:22:00.000000000,1753968120000000000,4764,4764,4762,4764,2688,865369,864904
2025-07-31 21:23:00.000000000,1753968180000000000,4764,4766,4762,4764,4598,864904,864788
2025-07-31 21:24:00.000000000,1753968240000000000,4764,4764,4760,4764,2409,864788,864463
2025-07-31 21:25:00.000000000,1753968300000000000,4764,4764,4760,4760,2325,864463,864967
2025-07-31 21:26:00.000000000,1753968360000000000,4760,4764,4760,4762,1287,864967,865034
2025-07-31 21:27:00.000000000,1753968420000000000,4762,4764,4760,4762,4733,865034,864753
2025-07-31 21:28:00.000000000,1753968480000000000,4762,4762,4760,4760,2760,864753,863733
2025-07-31 21:29:00.000000000,1753968540000000000,4760,4764,4760,4762,2041,863733,863761
2025-07-31 21:30:00.000000000,1753968600000000000,4762,4764,4758,4760,5974,863761,864418
2025-07-31 21:31:00.000000000,1753968660000000000,4760,4760,4756,4756,5534,864418,865581
2025-07-31 21:32:00.000000000,1753968720000000000,4756,4762,4754,4760,7238,865581,865460
2025-07-31 21:33:00.000000000,1753968780000000000,4760,4762,4756,4758,2980,865460,865176
2025-07-31 21:34:00.000000000,1753968840000000000,4758,4762,4758,4760,1995,865176,864611
2025-07-31 21:35:00.000000000,1753968900000000000,4760,4764,4760,4760,2887,864611,864299
2025-07-31 21:36:00.000000000,1753968960000000000,4760,4760,4756,4758,4535,864299,864323
2025-07-31 21:37:00.000000000,1753969020000000000,4758,4758,4754,4758,3816,864323,863358
2025-07-31 21:38:00.000000000,1753969080000000000,4758,4762,4756,4762,1475,863358,863421
2025-07-31 21:39:00.000000000,1753969140000000000,4762,4762,4756,4758,3671,863421,863493
2025-07-31 21:40:00.000000000,1753969200000000000,4758,4760,4754,4758,2822,863493,862270
2025-07-31 21:41:00.000000000,1753969260000000000,4758,4760,4754,4754,1431,862270,862528
2025-07-31 21:42:00.000000000,1753969320000000000,4754,4756,4754,4754,670,862528,862370
2025-07-31 21:43:00.000000000,1753969380000000000,4754,4756,4754,4754,615,862370,862316
2025-07-31 21:44:00.000000000,1753969440000000000,4754,4764,4754,4762,4380,862316,862312
2025-07-31 21:45:00.000000000,1753969500000000000,4762,4766,4762,4764,2488,862312,861215
2025-07-31 21:46:00.000000000,1753969560000000000,4764,4764,4762,4764,1478,861215,861060
2025-07-31 21:47:00.000000000,1753969620000000000,4764,4766,4760,4762,2373,861060,861133
2025-07-31 21:48:00.000000000,1753969680000000000,4762,4764,4760,4764,1509,861133,861671
2025-07-31 21:49:00.000000000,1753969740000000000,4764,4768,4762,4766,1734,861671,861573
2025-07-31 21:50:00.000000000,1753969800000000000,4766,4766,4764,4766,840,861573,861590
2025-07-31 21:51:00.000000000,1753969860000000000,4766,4766,4762,4764,921,861590,861445
2025-07-31 21:52:00.000000000,1753969920000000000,4764,4766,4764,4764,544,861445,861176
2025-07-31 21:53:00.000000000,1753969980000000000,4764,4768,4764,4768,820,861176,861024
2025-07-31 21:54:00.000000000,1753970040000000000,4768,4768,4764,4764,1070,861024,860844
2025-07-31 21:55:00.000000000,1753970100000000000,4764,4766,4764,4766,469,860844,860813
2025-07-31 21:56:00.000000000,1753970160000000000,4766,4768,4764,4768,1553,860813,860593
2025-07-31 21:57:00.000000000,1753970220000000000,4768,4770,4766,4770,1006,860593,860181
2025-07-31 21:58:00.000000000,1753970280000000000,4770,4770,4768,4770,273,860181,860197
2025-07-31 21:59:00.000000000,1753970340000000000,4770,4772,4768,4768,2503,860197,859100
2025-07-31 22:00:00.000000000,1753970400000000000,4768,4772,4768,4768,1924,859100,858806
2025-07-31 22:01:00.000000000,1753970460000000000,4768,4772,4768,4768,829,858806,858681
2025-07-31 22:02:00.000000000,1753970520000000000,4768,4770,4768,4768,470,858681,858769
2025-07-31 22:03:00.000000000,1753970580000000000,4768,4770,4766,4770,4297,858769,858988
2025-07-31 22:04:00.000000000,1753970640000000000,4770,4770,4768,4768,608,858988,858912
2025-07-31 22:05:00.000000000,1753970700000000000,4768,4770,4766,4770,1474,858912,859056
2025-07-31 22:06:00.000000000,1753970760000000000,4770,4772,4768,4770,410,859056,859128
2025-07-31 22:07:00.000000000,1753970820000000000,4770,4774,4768,4772,1771,859128,858103
2025-07-31 22:08:00.000000000,1753970880000000000,4772,4776,4772,4774,3504,858103,856844
2025-07-31 22:09:00.000000000,1753970940000000000,4774,4774,4772,4772,1526,856844,856252
2025-07-31 22:10:00.000000000,1753971000000000000,4772,4772,4770,4772,1366,856252,856083
2025-07-31 22:11:00.000000000,1753971060000000000,4772,4774,4770,4772,444,856083,856083
2025-07-31 22:12:00.000000000,1753971120000000000,4772,4780,4772,4778,3517,856083,855140
2025-07-31 22:13:00.000000000,1753971180000000000,4778,4780,4774,4778,2746,855140,855135
2025-07-31 22:14:00.000000000,1753971240000000000,4778,4778,4774,4778,1512,855135,855246
2025-07-31 22:15:00.000000000,1753971300000000000,4778,4780,4776,4780,1255,855246,855372
2025-07-31 22:16:00.000000000,1753971360000000000,4780,4780,4778,4778,689,855372,855284
2025-07-31 22:17:00.000000000,1753971420000000000,4778,4780,4778,4778,1974,855284,855433
2025-07-31 22:18:00.000000000,1753971480000000000,4778,4778,4776,4778,615,855433,855511
2025-07-31 22:19:00.000000000,1753971540000000000,4778,4782,4776,4778,1226,855511,855538
2025-07-31 22:20:00.000000000,1753971600000000000,4778,4780,4776,4778,904,855538,855440
2025-07-31 22:21:00.000000000,1753971660000000000,4778,4780,4776,4778,858,855440,855126
2025-07-31 22:22:00.000000000,1753971720000000000,4778,4782,4776,4780,1961,855126,855400
2025-07-31 22:23:00.000000000,1753971780000000000,4780,4782,4778,4778,1586,855400,855570
2025-07-31 22:24:00.000000000,1753971840000000000,4778,4780,4778,4778,736,855570,855065
2025-07-31 22:25:00.000000000,1753971900000000000,4778,4780,4778,4778,1580,855065,854792
2025-07-31 22:26:00.000000000,1753971960000000000,4778,4780,4776,4778,1917,854792,853426
2025-07-31 22:27:00.000000000,1753972020000000000,4778,4778,4776,4776,166,853426,853364
2025-07-31 22:28:00.000000000,1753972080000000000,4776,4778,4774,4776,3225,853364,854349
2025-07-31 22:29:00.000000000,1753972140000000000,4776,4778,4776,4778,125,854349,854348
2025-07-31 22:30:00.000000000,1753972200000000000,4778,4778,4774,4774,1801,854348,853566
2025-07-31 22:31:00.000000000,1753972260000000000,4774,4776,4774,4774,573,853566,853403
2025-07-31 22:32:00.000000000,1753972320000000000,4774,4776,4774,4774,235,853403,853473
2025-07-31 22:33:00.000000000,1753972380000000000,4774,4776,4772,4774,1403,853473,853481
2025-07-31 22:34:00.000000000,1753972440000000000,4774,4774,4772,4772,256,853481,853434
2025-07-31 22:35:00.000000000,1753972500000000000,4772,4774,4772,4774,352,853434,853399
2025-07-31 22:36:00.000000000,1753972560000000000,4774,4774,4772,4772,2345,853399,855009
2025-07-31 22:37:00.000000000,1753972620000000000,4772,4772,4768,4770,1404,855009,855051
2025-07-31 22:38:00.000000000,1753972680000000000,4770,4772,4768,4768,1715,855051,853811
2025-07-31 22:39:00.000000000,1753972740000000000,4768,4770,4766,4768,1160,853811,853737
2025-07-31 22:40:00.000000000,1753972800000000000,4768,4768,4762,4762,2763,853737,854180
2025-07-31 22:41:00.000000000,1753972860000000000,4762,4762,4760,4760,1714,854180,854322
2025-07-31 22:42:00.000000000,1753972920000000000,4760,4762,4760,4762,2854,854322,853552
2025-07-31 22:43:00.000000000,1753972980000000000,4762,4762,4760,4762,1267,853552,853126
2025-07-31 22:44:00.000000000,1753973040000000000,4762,4764,4762,4762,1133,853126,852532
2025-07-31 22:45:00.000000000,1753973100000000000,4762,4764,4760,4762,731,852532,852454
2025-07-31 22:46:00.000000000,1753973160000000000,4762,4764,4760,4762,1462,852454,852009
2025-07-31 22:47:00.000000000,1753973220000000000,4762,4764,4760,4760,920,852009,851731
2025-07-31 22:48:00.000000000,1753973280000000000,4760,4762,4760,4762,384,851731,851780
2025-07-31 22:49:00.000000000,1753973340000000000,4762,4762,4760,4762,254,851780,851839
2025-07-31 22:50:00.000000000,1753973400000000000,4762,4762,4758,4758,2087,851839,851996
2025-07-31 22:51:00.000000000,1753973460000000000,4758,4760,4756,4758,1712,851996,851585
2025-07-31 22:52:00.000000000,1753973520000000000,4758,4760,4758,4760,353,851585,851469
2025-07-31 22:53:00.000000000,1753973580000000000,4760,4760,4758,4760,235,851469,851417
2025-07-31 22:54:00.000000000,1753973640000000000,4760,4762,4758,4760,1444,851417,851699
2025-07-31 22:55:00.000000000,1753973700000000000,4760,4762,4760,4762,524,851699,851614
2025-07-31 22:56:00.000000000,1753973760000000000,4762,4764,4760,4764,1033,851614,851130
2025-07-31 22:57:00.000000000,1753973820000000000,4764,4764,4762,4762,620,851130,850782
2025-07-31 22:58:00.000000000,1753973880000000000,4762,4764,4760,4762,1906,850782,850287
2025-07-31 22:59:00.000000000,1753973940000000000,4762,4766,4762,4762,2135,850287,849812
2025-08-01 09:00:00.000000000,1754010000000000000,4762,4770,4762,4762,8835,849812,848708
2025-08-01 09:01:00.000000000,1754010060000000000,4762,4768,4760,4762,2529,848708,848585
2025-08-01 09:02:00.000000000,1754010120000000000,4762,4764,4760,4762,2453,848585,848223
2025-08-01 09:03:00.000000000,1754010180000000000,4762,4764,4762,4764,920,848223,848299
2025-08-01 09:04:00.000000000,1754010240000000000,4764,4766,4762,4762,1746,848299,848475
2025-08-01 09:05:00.000000000,1754010300000000000,4762,4764,4762,4764,1148,848475,848347
2025-08-01 09:06:00.000000000,1754010360000000000,4764,4766,4760,4762,1910,848347,847792
2025-08-01 09:07:00.000000000,1754010420000000000,4762,4762,4758,4760,3985,847792,848329
2025-08-01 09:08:00.000000000,1754010480000000000,4760,4762,4758,4758,1125,848329,848539
2025-08-01 09:09:00.000000000,1754010540000000000,4758,4762,4758,4760,1299,848539,848414
2025-08-01 09:10:00.000000000,1754010600000000000,4760,4762,4758,4760,984,848414,848320
2025-08-01 09:11:00.000000000,1754010660000000000,4760,4768,4760,4766,3824,848320,846869
2025-08-01 09:12:00.000000000,1754010720000000000,4766,4766,4762,4764,2659,846869,845945
