active_binding_status,calendar_boundary_status,checksum_status,consumer,content_comparison_status,contract_role,coverage_status,derived_data_role,derived_file_id,derived_path,derived_quality,derived_version,effective_target_end,lineage_status,materialization_policy,period,physical_max_datetime,physical_min_datetime,product,profile_id,recommended_action,recomputed_row_count,requirement_level,residual_reason,session_boundary_status,source_1m_checksum,source_1m_file_id,source_1m_path,source_1m_quality,source_1m_version,source_bar_count_status,source_checksum_status,source_gap_count,source_interval,target_end,target_id,target_start,window_class
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,82702,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=i/contract=i.MAIN/i_MAIN_1d_20131018_20260711_v2.parquet,passed,rqdata_i_standard_1d_20131018_20260711_v2,2026-07-10,lineage_unverified,verify_only,1d,2026-07-10T00:00:00,2013-10-18T00:00:00,i,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,ba498f0014ef9714fb8f998b316e8860e3cc68f394be601d36925ebc655227cc,82794,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=i/contract=i.MAIN/i_MAIN_1m_20131018_20260711_v2.parquet,passed,rqdata_i_standard_1m_20131018_20260711_v2,column_missing,matched,,1m,2026-07-10,profile_eligible:profile_registry:i:1d:source:2026-07-10,,provider_earliest_candidate
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,82716,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=ic/contract=ic.MAIN/ic_MAIN_1d_20150416_20260711_v2.parquet,passed,rqdata_ic_standard_1d_20150416_20260711_v2,2026-07-10,lineage_unverified,verify_only,1d,2026-07-10T00:00:00,2015-04-16T00:00:00,ic,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,44dcb06f18cc5d55cf109223942b1def32b1ac8e03e3940fb3a4292a0692c469,82746,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=ic/contract=ic.MAIN/ic_MAIN_1m_20150416_20260711_v2.parquet,passed,rqdata_ic_standard_1m_20150416_20260711_v2,column_missing,matched,,1m,2026-07-10,profile_eligible:profile_registry:ic:1d:source:2026-07-10,,provider_earliest_candidate
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,82687,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=if/contract=if.MAIN/if_MAIN_1d_20100416_20260711_v2.parquet,passed,rqdata_if_standard_1d_20100416_20260711_v2,2026-07-10,lineage_unverified,verify_only,1d,2026-07-10T00:00:00,2010-04-16T00:00:00,if,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,49b3e1f617ae89f5ab56e5c48170a2ce97f952aeb1cd3f67c145a9149dc8bce6,82780,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=if/contract=if.MAIN/if_MAIN_1m_20100416_20260711_v2.parquet,passed,rqdata_if_standard_1m_20100416_20260711_v2,column_missing,matched,,1m,2026-07-10,profile_eligible:profile_registry:if:1d:source:2026-07-10,,provider_earliest_candidate
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,82717,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=ih/contract=ih.MAIN/ih_MAIN_1d_20150416_20260711_v2.parquet,passed,rqdata_ih_standard_1d_20150416_20260711_v2,2026-07-10,lineage_unverified,verify_only,1d,2026-07-10T00:00:00,2015-04-16T00:00:00,ih,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,5db53652cf3614126310275fdee2ff2050deb9f45452cfc0af5158be8eb9d1c0,82747,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=ih/contract=ih.MAIN/ih_MAIN_1m_20150416_20260711_v2.parquet,passed,rqdata_ih_standard_1m_20150416_20260711_v2,column_missing,matched,,1m,2026-07-10,profile_eligible:profile_registry:ih:1d:source:2026-07-10,,provider_earliest_candidate
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,71642,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=im/contract=im.MAIN/im_MAIN_15m_20220722_20260711_v2.parquet,passed,rqdata_im_standard_15m_20220722_20260711_v2,2026-07-10,lineage_unverified,verify_only,15m,2026-07-10T15:00:00,2022-07-22T09:45:00,im,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,d01fd5a7a6d12b427f8ffe1c8e2d1081e12ef1936ea754cfb2231641a17138fb,71548,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=im/contract=im.MAIN/im_MAIN_1m_20220722_20260711_v2.parquet,passed,rqdata_im_standard_1m_20220722_20260711_v2,present,matched,,1m,2026-07-10,profile_eligible:profile_registry:im:15m:source:2026-07-10,,2020+
active_selected,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,56476,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=im/contract=im.MAIN/im_MAIN_1d_20220722_20260711_v2.parquet,passed,rqdata_im_standard_1d_20220722_20260711_v2,2026-07-10,lineage_unverified,verify_only,1d,2026-07-10T00:00:00,2022-07-22T00:00:00,im,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,d01fd5a7a6d12b427f8ffe1c8e2d1081e12ef1936ea754cfb2231641a17138fb,71548,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=im/contract=im.MAIN/im_MAIN_1m_20220722_20260711_v2.parquet,passed,rqdata_im_standard_1m_20220722_20260711_v2,column_missing,matched,,1m,2026-07-10,profile_eligible:profile_registry:im:1d:source:2026-07-10,,2020+
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,71643,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CFFEX/symbol=im/contract=im.MAIN/im_MAIN_30m_20220722_20260711_v2.parquet,passed,rqdata_im_standard_30m_20220722_20260711_v2,2026-07-10,lineage_unverified,verify_only,30m,2026-07-10T15:00:00,2022-07-22T10:00:00,im,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,d01fd5a7a6d12b427f8ffe1c8e2d1081e12ef1936ea754cfb2231641a17138fb,71548,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=im/contract=im.MAIN/im_MAIN_1m_20220722_20260711_v2.parquet,passed,rqdata_im_standard_1m_20220722_20260711_v2,present,matched,,1m,2026-07-10,profile_eligible:profile_registry:im:30m:source:2026-07-10,,2020+
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,71641,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CFFEX/symbol=im/contract=im.MAIN/im_MAIN_5m_20220722_20260711_v2.parquet,passed,rqdata_im_standard_5m_20220722_20260711_v2,2026-07-10,lineage_unverified,verify_only,5m,2026-07-10T15:00:00,2022-07-22T09:35:00,im,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,d01fd5a7a6d12b427f8ffe1c8e2d1081e12ef1936ea754cfb2231641a17138fb,71548,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=im/contract=im.MAIN/im_MAIN_1m_20220722_20260711_v2.parquet,passed,rqdata_im_standard_1m_20220722_20260711_v2,present,matched,,1m,2026-07-10,profile_eligible:profile_registry:im:5m:source:2026-07-10,,2020+
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,71644,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CFFEX/symbol=im/contract=im.MAIN/im_MAIN_60m_20220722_20260711_v2.parquet,passed,rqdata_im_standard_60m_20220722_20260711_v2,2026-07-10,lineage_unverified,verify_only,60m,2026-07-10T15:00:00,2022-07-22T10:30:00,im,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,d01fd5a7a6d12b427f8ffe1c8e2d1081e12ef1936ea754cfb2231641a17138fb,71548,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=im/contract=im.MAIN/im_MAIN_1m_20220722_20260711_v2.parquet,passed,rqdata_im_standard_1m_20220722_20260711_v2,present,matched,,1m,2026-07-10,profile_eligible:profile_registry:im:60m:source:2026-07-10,,2020+
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,82690,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=j/contract=j.MAIN/j_MAIN_1d_20110415_20260711_v2.parquet,passed,rqdata_j_standard_1d_20110415_20260711_v2,2026-07-10,lineage_unverified,verify_only,1d,2026-07-10T00:00:00,2011-04-15T00:00:00,j,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,b7a45b10533d540da239a8bc4c860e85bfff4d33a25d45f304d3f37f6f619ce1,82782,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=j/contract=j.MAIN/j_MAIN_1m_20110415_20260711_v2.parquet,passed,rqdata_j_standard_1m_20110415_20260711_v2,column_missing,matched,,1m,2026-07-10,profile_eligible:profile_registry:j:1d:source:2026-07-10,,provider_earliest_candidate
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,82703,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=jd/contract=jd.MAIN/jd_MAIN_1d_20131108_20260711_v2.parquet,passed,rqdata_jd_standard_1d_20131108_20260711_v2,2026-07-10,lineage_unverified,verify_only,1d,2026-07-10T00:00:00,2013-11-08T00:00:00,jd,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,908b2e2d6f2d9868f4d744a7878f3de496a11059fcec0932aa2a6843be0d1809,82760,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=jd/contract=jd.MAIN/jd_MAIN_1m_20131108_20260711_v2.parquet,passed,rqdata_jd_standard_1m_20131108_20260711_v2,column_missing,matched,,1m,2026-07-10,profile_eligible:profile_registry:jd:1d:source:2026-07-10,,provider_earliest_candidate
active_selected,verified,matched,backtest,not_computed,dominant_main,covered,primary,56482,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=jm/contract=jm.MAIN/jm_MAIN_1d_20200102_20260711_v2.parquet,passed,rqdata_jm_standard_1d_20200102_20260711_v2,2026-06-26,lineage_unverified,required,1d,2026-07-10T00:00:00,2020-01-02T00:00:00,jm,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,hard,lineage_unverified,not_computed,0598fc6f70d9adf5bf773e036d63c729b8ef4f8b15e7c1f7a3994d5fdfb5976d,71290,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=jm/contract=jm.MAIN/jm_MAIN_1m_20200102_20260711_v2.parquet,passed,rqdata_jm_standard_1m_20200102_20260711_v2,present,matched,,1m,2026-06-28,hard:backtest:jm:1d:2023-06-28:2026-06-28,2023-06-28,2020+
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,82699,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=jm/contract=jm.MAIN/jm_MAIN_1d_20130322_20260711_v2.parquet,passed,rqdata_jm_standard_1d_20130322_20260711_v2,2026-07-10,lineage_unverified,verify_only,1d,2026-07-10T00:00:00,2013-03-22T00:00:00,jm,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,df2257017c19238f6d03a99fc6cc99f3e21f0bfa8517ac123d597d78658d1807,82791,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=jm/contract=jm.MAIN/jm_MAIN_1m_20130322_20260711_v2.parquet,passed,rqdata_jm_standard_1m_20130322_20260711_v2,present,matched,,1m,2026-07-10,profile_eligible:profile_registry:jm:1d:source:2026-07-10,,provider_earliest_candidate
active_other_version,verified,missing,profile_registry,not_computed,dominant_main,missing,,,,missing,,2026-07-10,lineage_unverified,verify_only,1d,,,jr,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,checksum_missing|lineage_unverified|missing,not_computed,830df120709bdd290cdf99d4329701bb4c5bddb9834372df4430ee6c6271359e,82759,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=jr/contract=jr.MAIN/jr_MAIN_1m_20131118_20260711_v2.parquet,passed,rqdata_jr_standard_1m_20131118_20260711_v2,file_missing,matched,,,2026-07-10,profile_eligible:profile_registry:jr:1d:source:2026-07-10,,missing
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,82681,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_1d_20070731_20260711_v2.parquet,passed,rqdata_l_standard_1d_20070731_20260711_v2,2026-07-10,lineage_unverified,verify_only,1d,2026-07-10T00:00:00,2007-07-31T00:00:00,l,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,f25069887de320a2d54ed059b5ba604aa7e5a999a1bc868ca5cb20672fc6f0ac,82774,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_1m_20070731_20260711_v2.parquet,passed,rqdata_l_standard_1m_20070731_20260711_v2,column_missing,matched,,1m,2026-07-10,profile_eligible:profile_registry:l:1d:source:2026-07-10,,provider_earliest_candidate
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,71723,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_15m_20230103_20260712_v2.parquet,passed,rqdata_l_f_standard_15m_20230103_20260712_v2,2026-07-10,lineage_unverified,verify_only,15m,2026-07-10T15:00:00,2025-10-29T09:15:00,l_f,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,5c496fc148a568fa723e719628965f65dfc3dec19ada65c6649172978bc53b62,71660,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1m_20230103_20260712_v2.parquet,passed,rqdata_l_f_standard_1m_20230103_20260712_v2,present,matched,,1m,2026-07-10,profile_eligible:profile_registry:l_f:15m:source:2026-07-10,,2023+
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,71661,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1d_20230103_20260712_v2.parquet,passed,rqdata_l_f_standard_1d_20230103_20260712_v2,2026-07-10,lineage_unverified,verify_only,1d,2026-07-10T00:00:00,2025-10-29T00:00:00,l_f,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,5c496fc148a568fa723e719628965f65dfc3dec19ada65c6649172978bc53b62,71660,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1m_20230103_20260712_v2.parquet,passed,rqdata_l_f_standard_1m_20230103_20260712_v2,column_missing,matched,,,2026-07-10,profile_eligible:profile_registry:l_f:1d:source:2026-07-10,,2023+
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,71724,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_30m_20230103_20260712_v2.parquet,passed,rqdata_l_f_standard_30m_20230103_20260712_v2,2026-07-10,lineage_unverified,verify_only,30m,2026-07-10T15:00:00,2025-10-29T09:30:00,l_f,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,5c496fc148a568fa723e719628965f65dfc3dec19ada65c6649172978bc53b62,71660,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1m_20230103_20260712_v2.parquet,passed,rqdata_l_f_standard_1m_20230103_20260712_v2,present,matched,,1m,2026-07-10,profile_eligible:profile_registry:l_f:30m:source:2026-07-10,,2023+
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,71722,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_5m_20230103_20260712_v2.parquet,passed,rqdata_l_f_standard_5m_20230103_20260712_v2,2026-07-10,lineage_unverified,verify_only,5m,2026-07-10T15:00:00,2025-10-29T09:05:00,l_f,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,5c496fc148a568fa723e719628965f65dfc3dec19ada65c6649172978bc53b62,71660,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1m_20230103_20260712_v2.parquet,passed,rqdata_l_f_standard_1m_20230103_20260712_v2,present,matched,,1m,2026-07-10,profile_eligible:profile_registry:l_f:5m:source:2026-07-10,,2023+
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,71725,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_60m_20230103_20260712_v2.parquet,passed,rqdata_l_f_standard_60m_20230103_20260712_v2,2026-07-10,lineage_unverified,verify_only,60m,2026-07-10T15:00:00,2025-10-29T10:00:00,l_f,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,5c496fc148a568fa723e719628965f65dfc3dec19ada65c6649172978bc53b62,71660,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1m_20230103_20260712_v2.parquet,passed,rqdata_l_f_standard_1m_20230103_20260712_v2,present,matched,,1m,2026-07-10,profile_eligible:profile_registry:l_f:60m:source:2026-07-10,,2023+
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,71727,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=GFEX/symbol=lc/contract=lc.MAIN/lc_MAIN_15m_20230103_20260712_v2.parquet,passed,rqdata_lc_standard_15m_20230103_20260712_v2,2026-07-10,lineage_unverified,verify_only,15m,2026-07-10T15:00:00,2023-07-21T09:15:00,lc,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,10095b61076e4a38605aff9c90824d03b7447a9e6f6631c42c06ee9b647bf0cf,71663,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=GFEX/symbol=lc/contract=lc.MAIN/lc_MAIN_1m_20230103_20260712_v2.parquet,passed,rqdata_lc_standard_1m_20230103_20260712_v2,present,matched,,1m,2026-07-10,profile_eligible:profile_registry:lc:15m:source:2026-07-10,,2023+
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,71664,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=lc/contract=lc.MAIN/lc_MAIN_1d_20230103_20260712_v2.parquet,passed,rqdata_lc_standard_1d_20230103_20260712_v2,2026-07-10,lineage_unverified,verify_only,1d,2026-07-10T00:00:00,2023-07-21T00:00:00,lc,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,10095b61076e4a38605aff9c90824d03b7447a9e6f6631c42c06ee9b647bf0cf,71663,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=GFEX/symbol=lc/contract=lc.MAIN/lc_MAIN_1m_20230103_20260712_v2.parquet,passed,rqdata_lc_standard_1m_20230103_20260712_v2,column_missing,matched,,,2026-07-10,profile_eligible:profile_registry:lc:1d:source:2026-07-10,,2023+
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,71728,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=GFEX/symbol=lc/contract=lc.MAIN/lc_MAIN_30m_20230103_20260712_v2.parquet,passed,rqdata_lc_standard_30m_20230103_20260712_v2,2026-07-10,lineage_unverified,verify_only,30m,2026-07-10T15:00:00,2023-07-21T09:30:00,lc,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,10095b61076e4a38605aff9c90824d03b7447a9e6f6631c42c06ee9b647bf0cf,71663,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=GFEX/symbol=lc/contract=lc.MAIN/lc_MAIN_1m_20230103_20260712_v2.parquet,passed,rqdata_lc_standard_1m_20230103_20260712_v2,present,matched,,1m,2026-07-10,profile_eligible:profile_registry:lc:30m:source:2026-07-10,,2023+
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,71726,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=GFEX/symbol=lc/contract=lc.MAIN/lc_MAIN_5m_20230103_20260712_v2.parquet,passed,rqdata_lc_standard_5m_20230103_20260712_v2,2026-07-10,lineage_unverified,verify_only,5m,2026-07-10T15:00:00,2023-07-21T09:05:00,lc,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,10095b61076e4a38605aff9c90824d03b7447a9e6f6631c42c06ee9b647bf0cf,71663,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=GFEX/symbol=lc/contract=lc.MAIN/lc_MAIN_1m_20230103_20260712_v2.parquet,passed,rqdata_lc_standard_1m_20230103_20260712_v2,present,matched,,1m,2026-07-10,profile_eligible:profile_registry:lc:5m:source:2026-07-10,,2023+
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,71729,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=GFEX/symbol=lc/contract=lc.MAIN/lc_MAIN_60m_20230103_20260712_v2.parquet,passed,rqdata_lc_standard_60m_20230103_20260712_v2,2026-07-10,lineage_unverified,verify_only,60m,2026-07-10T15:00:00,2023-07-21T10:00:00,lc,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,10095b61076e4a38605aff9c90824d03b7447a9e6f6631c42c06ee9b647bf0cf,71663,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=GFEX/symbol=lc/contract=lc.MAIN/lc_MAIN_1m_20230103_20260712_v2.parquet,passed,rqdata_lc_standard_1m_20230103_20260712_v2,present,matched,,1m,2026-07-10,profile_eligible:profile_registry:lc:60m:source:2026-07-10,,2023+
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,71731,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=lg/contract=lg.MAIN/lg_MAIN_15m_20230103_20260712_v2.parquet,passed,rqdata_lg_standard_15m_20230103_20260712_v2,2026-07-10,lineage_unverified,verify_only,15m,2026-07-10T15:00:00,2024-11-18T09:15:00,lg,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,249fda44e65bcfb880acd4f3d48f384635eff17b70c6cd52d085bd88bb2a5bf4,71666,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=lg/contract=lg.MAIN/lg_MAIN_1m_20230103_20260712_v2.parquet,passed,rqdata_lg_standard_1m_20230103_20260712_v2,present,matched,,1m,2026-07-10,profile_eligible:profile_registry:lg:15m:source:2026-07-10,,2023+
active_other_version,verified,matched,profile_registry,not_computed,dominant_main,covered,primary,71667,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=lg/contract=lg.MAIN/lg_MAIN_1d_20230103_20260712_v2.parquet,passed,rqdata_lg_standard_1d_20230103_20260712_v2,2026-07-10,lineage_unverified,verify_only,1d,2026-07-10T00:00:00,2024-11-18T00:00:00,lg,intraday_research_v1,rebuild_from_exact_passed_1m_candidate,,profile_eligible,lineage_unverified,not_computed,249fda44e65bcfb880acd4f3d48f384635eff17b70c6cd52d085bd88bb2a5bf4,71666,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=lg/contract=lg.MAIN/lg_MAIN_1m_20230103_20260712_v2.parquet,passed,rqdata_lg_standard_1m_20230103_20260712_v2,column_missing,matched,,,2026-07-10,profile_eligible:profile_registry:lg:1d:source:2026-07-10,,2023+
