product,contract,contract_role,period,expected_start,expected_end,target_reason
br,BR2507,actual_contract,1d,2025-05-06,2025-05-29,main_contract_map_rank1_effective_range
br,BR2507,actual_contract,1m,2025-05-06,2025-05-29,main_contract_map_rank1_effective_range
br,BR2508,actual_contract,1d,2025-05-30,2025-07-07,main_contract_map_rank1_effective_range
br,BR2508,actual_contract,1m,2025-05-30,2025-07-07,main_contract_map_rank1_effective_range
br,BR2509,actual_contract,1d,2025-07-08,2025-08-14,main_contract_map_rank1_effective_range
br,BR2509,actual_contract,1m,2025-07-08,2025-08-14,main_contract_map_rank1_effective_range
br,BR2510,actual_contract,1d,2025-08-15,2025-09-02,main_contract_map_rank1_effective_range
br,BR2510,actual_contract,1m,2025-08-15,2025-09-02,main_contract_map_rank1_effective_range
br,BR2511,actual_contract,1d,2025-09-03,2025-10-10,main_contract_map_rank1_effective_range
br,BR2511,actual_contract,1m,2025-09-03,2025-10-10,main_contract_map_rank1_effective_range
br,BR2512,actual_contract,1d,2025-10-13,2025-10-30,main_contract_map_rank1_effective_range
br,BR2512,actual_contract,1m,2025-10-13,2025-10-30,main_contract_map_rank1_effective_range
br,BR2601,actual_contract,1d,2025-10-31,2025-12-01,main_contract_map_rank1_effective_range
br,BR2601,actual_contract,1m,2025-10-31,2025-12-01,main_contract_map_rank1_effective_range
br,BR2602,actual_contract,1d,2025-12-02,2025-12-30,main_contract_map_rank1_effective_range
br,BR2602,actual_contract,1m,2025-12-02,2025-12-30,main_contract_map_rank1_effective_range
br,BR2603,actual_contract,1d,2025-12-31,2026-01-30,main_contract_map_rank1_effective_range
br,BR2603,actual_contract,1m,2025-12-31,2026-01-30,main_contract_map_rank1_effective_range
br,BR2604,actual_contract,1d,2026-02-02,2026-02-27,main_contract_map_rank1_effective_range
br,BR2604,actual_contract,1m,2026-02-02,2026-02-27,main_contract_map_rank1_effective_range
br,BR2605,actual_contract,1d,2026-03-02,2026-04-09,main_contract_map_rank1_effective_range
br,BR2605,actual_contract,1m,2026-03-02,2026-04-09,main_contract_map_rank1_effective_range
br,BR2606,actual_contract,1d,2026-04-10,2026-05-11,main_contract_map_rank1_effective_range
br,BR2606,actual_contract,1m,2026-04-10,2026-05-11,main_contract_map_rank1_effective_range
br,BR2607,actual_contract,1d,2026-05-12,2026-06-12,main_contract_map_rank1_effective_range
br,BR2607,actual_contract,1m,2026-05-12,2026-06-12,main_contract_map_rank1_effective_range
br,BR2609,actual_contract,1d,2026-06-15,2026-06-24,main_contract_map_rank1_effective_range
br,BR2609,actual_contract,1d,2026-07-07,2026-07-07,main_contract_map_rank1_effective_range
br,BR2609,actual_contract,1m,2026-06-15,2026-06-24,main_contract_map_rank1_effective_range
br,BR2609,actual_contract,1m,2026-07-07,2026-07-07,main_contract_map_rank1_effective_range
bu,BU1402,actual_contract,1d,2013-10-09,2014-02-14,main_contract_map_rank1_effective_range
bu,BU1402,actual_contract,1m,2013-10-09,2014-02-14,main_contract_map_rank1_effective_range
bu,BU1406,actual_contract,1d,2014-02-17,2014-05-21,main_contract_map_rank1_effective_range
bu,BU1406,actual_contract,1m,2014-02-17,2014-05-21,main_contract_map_rank1_effective_range
bu,BU1409,actual_contract,1d,2014-05-22,2014-09-15,main_contract_map_rank1_effective_range
bu,BU1409,actual_contract,1m,2014-05-22,2014-09-15,main_contract_map_rank1_effective_range
bu,BU1412,actual_contract,1d,2014-09-16,2014-12-10,main_contract_map_rank1_effective_range
bu,BU1412,actual_contract,1m,2014-09-16,2014-12-10,main_contract_map_rank1_effective_range
bu,BU1506,actual_contract,1d,2014-12-11,2015-06-02,main_contract_map_rank1_effective_range
bu,BU1506,actual_contract,1m,2014-12-11,2015-06-02,main_contract_map_rank1_effective_range
bu,BU1509,actual_contract,1d,2015-06-03,2015-08-24,main_contract_map_rank1_effective_range
bu,BU1509,actual_contract,1m,2015-06-03,2015-08-24,main_contract_map_rank1_effective_range
bu,BU1512,actual_contract,1d,2015-08-25,2015-11-25,main_contract_map_rank1_effective_range
bu,BU1512,actual_contract,1m,2015-08-25,2015-11-25,main_contract_map_rank1_effective_range
bu,BU1601,actual_contract,1d,2015-11-26,2015-12-21,main_contract_map_rank1_effective_range
bu,BU1601,actual_contract,1m,2015-11-26,2015-12-21,main_contract_map_rank1_effective_range
bu,BU1606,actual_contract,1d,2015-12-22,2016-04-11,main_contract_map_rank1_effective_range
bu,BU1606,actual_contract,1m,2015-12-22,2016-04-11,main_contract_map_rank1_effective_range
bu,BU1609,actual_contract,1d,2016-04-12,2016-08-02,main_contract_map_rank1_effective_range
bu,BU1609,actual_contract,1m,2016-04-12,2016-08-02,main_contract_map_rank1_effective_range
bu,BU1612,actual_contract,1d,2016-08-03,2016-11-10,main_contract_map_rank1_effective_range
bu,BU1612,actual_contract,1m,2016-08-03,2016-11-10,main_contract_map_rank1_effective_range
bu,BU1706,actual_contract,1d,2016-11-11,2017-04-25,main_contract_map_rank1_effective_range
bu,BU1706,actual_contract,1m,2016-11-11,2017-04-25,main_contract_map_rank1_effective_range
bu,BU1709,actual_contract,1d,2017-04-26,2017-08-02,main_contract_map_rank1_effective_range
bu,BU1709,actual_contract,1m,2017-04-26,2017-08-02,main_contract_map_rank1_effective_range
bu,BU1712,actual_contract,1d,2017-08-03,2017-11-21,main_contract_map_rank1_effective_range
bu,BU1712,actual_contract,1m,2017-08-03,2017-11-21,main_contract_map_rank1_effective_range
bu,BU1806,actual_contract,1d,2017-11-22,2018-05-03,main_contract_map_rank1_effective_range
bu,BU1806,actual_contract,1m,2017-11-22,2018-05-03,main_contract_map_rank1_effective_range
bu,BU1812,actual_contract,1d,2018-05-04,2018-11-22,main_contract_map_rank1_effective_range
bu,BU1812,actual_contract,1m,2018-05-04,2018-11-22,main_contract_map_rank1_effective_range
bu,BU1906,actual_contract,1d,2018-11-23,2019-04-30,main_contract_map_rank1_effective_range
bu,BU1906,actual_contract,1m,2018-11-23,2019-04-30,main_contract_map_rank1_effective_range
bu,BU1912,actual_contract,1d,2019-05-06,2019-11-27,main_contract_map_rank1_effective_range
bu,BU1912,actual_contract,1m,2019-05-06,2019-11-27,main_contract_map_rank1_effective_range
bu,BU2006,actual_contract,1d,2019-11-28,2020-05-07,main_contract_map_rank1_effective_range
bu,BU2006,actual_contract,1m,2019-11-28,2020-05-07,main_contract_map_rank1_effective_range
bu,BU2012,actual_contract,1d,2020-05-08,2020-11-26,main_contract_map_rank1_effective_range
bu,BU2012,actual_contract,1m,2020-05-08,2020-11-26,main_contract_map_rank1_effective_range
bu,BU2106,actual_contract,1d,2020-11-27,2021-05-20,main_contract_map_rank1_effective_range
bu,BU2106,actual_contract,1m,2020-11-27,2021-05-20,main_contract_map_rank1_effective_range
bu,BU2109,actual_contract,1d,2021-05-21,2021-08-11,main_contract_map_rank1_effective_range
bu,BU2109,actual_contract,1m,2021-05-21,2021-08-11,main_contract_map_rank1_effective_range
bu,BU2112,actual_contract,1d,2021-08-12,2021-11-23,main_contract_map_rank1_effective_range
bu,BU2112,actual_contract,1m,2021-08-12,2021-11-23,main_contract_map_rank1_effective_range
bu,BU2206,actual_contract,1d,2021-11-24,2022-05-06,main_contract_map_rank1_effective_range
bu,BU2206,actual_contract,1m,2021-11-24,2022-05-06,main_contract_map_rank1_effective_range
bu,BU2209,actual_contract,1d,2022-05-09,2022-08-01,main_contract_map_rank1_effective_range
bu,BU2209,actual_contract,1m,2022-05-09,2022-08-01,main_contract_map_rank1_effective_range
bu,BU2212,actual_contract,1d,2022-08-02,2022-11-02,main_contract_map_rank1_effective_range
bu,BU2212,actual_contract,1m,2022-08-02,2022-11-02,main_contract_map_rank1_effective_range
bu,BU2301,actual_contract,1d,2022-11-03,2022-11-29,main_contract_map_rank1_effective_range
bu,BU2301,actual_contract,1m,2022-11-03,2022-11-29,main_contract_map_rank1_effective_range
bu,BU2306,actual_contract,1d,2022-11-30,2023-04-20,main_contract_map_rank1_effective_range
bu,BU2306,actual_contract,1m,2022-11-30,2023-04-20,main_contract_map_rank1_effective_range
bu,BU2307,actual_contract,1d,2023-04-21,2023-05-04,main_contract_map_rank1_effective_range
bu,BU2307,actual_contract,1m,2023-04-21,2023-05-04,main_contract_map_rank1_effective_range
bu,BU2308,actual_contract,1d,2023-05-05,2023-06-09,main_contract_map_rank1_effective_range
bu,BU2308,actual_contract,1m,2023-05-05,2023-06-09,main_contract_map_rank1_effective_range
bu,BU2310,actual_contract,1d,2023-06-12,2023-08-10,main_contract_map_rank1_effective_range
bu,BU2310,actual_contract,1m,2023-06-12,2023-08-10,main_contract_map_rank1_effective_range
bu,BU2311,actual_contract,1d,2023-08-11,2023-10-09,main_contract_map_rank1_effective_range
bu,BU2311,actual_contract,1m,2023-08-11,2023-10-09,main_contract_map_rank1_effective_range
bu,BU2401,actual_contract,1d,2023-10-10,2023-11-16,main_contract_map_rank1_effective_range
bu,BU2401,actual_contract,1m,2023-10-10,2023-11-16,main_contract_map_rank1_effective_range
bu,BU2402,actual_contract,1d,2023-11-17,2023-11-30,main_contract_map_rank1_effective_range
bu,BU2402,actual_contract,1m,2023-11-17,2023-11-30,main_contract_map_rank1_effective_range
bu,BU2403,actual_contract,1d,2023-12-01,2024-01-26,main_contract_map_rank1_effective_range
bu,BU2403,actual_contract,1m,2023-12-01,2024-01-26,main_contract_map_rank1_effective_range
bu,BU2406,actual_contract,1d,2024-01-29,2024-04-30,main_contract_map_rank1_effective_range
bu,BU2406,actual_contract,1m,2024-01-29,2024-04-30,main_contract_map_rank1_effective_range
bu,BU2409,actual_contract,1d,2024-05-06,2024-08-01,main_contract_map_rank1_effective_range
bu,BU2409,actual_contract,1m,2024-05-06,2024-08-01,main_contract_map_rank1_effective_range
bu,BU2410,actual_contract,1d,2024-08-02,2024-08-27,main_contract_map_rank1_effective_range
bu,BU2410,actual_contract,1m,2024-08-02,2024-08-27,main_contract_map_rank1_effective_range
bu,BU2411,actual_contract,1d,2024-08-28,2024-09-30,main_contract_map_rank1_effective_range
bu,BU2411,actual_contract,1m,2024-08-28,2024-09-30,main_contract_map_rank1_effective_range
bu,BU2412,actual_contract,1d,2024-10-08,2024-10-30,main_contract_map_rank1_effective_range
bu,BU2412,actual_contract,1m,2024-10-08,2024-10-30,main_contract_map_rank1_effective_range
bu,BU2501,actual_contract,1d,2024-10-31,2024-12-03,main_contract_map_rank1_effective_range
bu,BU2501,actual_contract,1m,2024-10-31,2024-12-03,main_contract_map_rank1_effective_range
bu,BU2502,actual_contract,1d,2024-12-04,2024-12-27,main_contract_map_rank1_effective_range
bu,BU2502,actual_contract,1m,2024-12-04,2024-12-27,main_contract_map_rank1_effective_range
bu,BU2503,actual_contract,1d,2024-12-30,2025-02-11,main_contract_map_rank1_effective_range
bu,BU2503,actual_contract,1m,2024-12-30,2025-02-11,main_contract_map_rank1_effective_range
bu,BU2504,actual_contract,1d,2025-02-12,2025-02-26,main_contract_map_rank1_effective_range
bu,BU2504,actual_contract,1m,2025-02-12,2025-02-26,main_contract_map_rank1_effective_range
bu,BU2506,actual_contract,1d,2025-02-27,2025-05-08,main_contract_map_rank1_effective_range
bu,BU2506,actual_contract,1m,2025-02-27,2025-05-08,main_contract_map_rank1_effective_range
bu,BU2507,actual_contract,1d,2025-05-09,2025-05-27,main_contract_map_rank1_effective_range
bu,BU2507,actual_contract,1m,2025-05-09,2025-05-27,main_contract_map_rank1_effective_range
bu,BU2509,actual_contract,1d,2025-05-28,2025-07-30,main_contract_map_rank1_effective_range
bu,BU2509,actual_contract,1m,2025-05-28,2025-07-30,main_contract_map_rank1_effective_range
bu,BU2510,actual_contract,1d,2025-07-31,2025-08-29,main_contract_map_rank1_effective_range
bu,BU2510,actual_contract,1m,2025-07-31,2025-08-29,main_contract_map_rank1_effective_range
bu,BU2511,actual_contract,1d,2025-09-01,2025-10-15,main_contract_map_rank1_effective_range
bu,BU2511,actual_contract,1m,2025-09-01,2025-10-15,main_contract_map_rank1_effective_range
bu,BU2601,actual_contract,1d,2025-10-16,2025-11-28,main_contract_map_rank1_effective_range
bu,BU2601,actual_contract,1m,2025-10-16,2025-11-28,main_contract_map_rank1_effective_range
bu,BU2602,actual_contract,1d,2025-12-01,2025-12-29,main_contract_map_rank1_effective_range
bu,BU2602,actual_contract,1m,2025-12-01,2025-12-29,main_contract_map_rank1_effective_range
bu,BU2603,actual_contract,1d,2025-12-30,2026-02-04,main_contract_map_rank1_effective_range
bu,BU2603,actual_contract,1m,2025-12-30,2026-02-04,main_contract_map_rank1_effective_range
bu,BU2604,actual_contract,1d,2026-02-05,2026-03-02,main_contract_map_rank1_effective_range
bu,BU2604,actual_contract,1m,2026-02-05,2026-03-02,main_contract_map_rank1_effective_range
bu,BU2606,actual_contract,1d,2026-03-03,2026-05-19,main_contract_map_rank1_effective_range
bu,BU2606,actual_contract,1m,2026-03-03,2026-05-19,main_contract_map_rank1_effective_range
bu,BU2609,actual_contract,1d,2026-05-20,2026-06-24,main_contract_map_rank1_effective_range
bu,BU2609,actual_contract,1d,2026-07-07,2026-07-07,main_contract_map_rank1_effective_range
bu,BU2609,actual_contract,1m,2026-05-20,2026-06-24,main_contract_map_rank1_effective_range
bu,BU2609,actual_contract,1m,2026-07-07,2026-07-07,main_contract_map_rank1_effective_range
bz,BZ2603,actual_contract,1d,2025-07-08,2026-02-12,main_contract_map_rank1_effective_range
bz,BZ2603,actual_contract,1m,2025-07-08,2026-02-12,main_contract_map_rank1_effective_range
bz,BZ2604,actual_contract,1d,2026-02-13,2026-03-18,main_contract_map_rank1_effective_range
bz,BZ2604,actual_contract,1m,2026-02-13,2026-03-18,main_contract_map_rank1_effective_range
bz,BZ2605,actual_contract,1d,2026-03-19,2026-04-17,main_contract_map_rank1_effective_range
bz,BZ2605,actual_contract,1m,2026-03-19,2026-04-17,main_contract_map_rank1_effective_range
bz,BZ2606,actual_contract,1d,2026-04-20,2026-05-18,main_contract_map_rank1_effective_range
bz,BZ2606,actual_contract,1m,2026-04-20,2026-05-18,main_contract_map_rank1_effective_range
bz,BZ2607,actual_contract,1d,2026-05-19,2026-06-17,main_contract_map_rank1_effective_range
bz,BZ2607,actual_contract,1m,2026-05-19,2026-06-17,main_contract_map_rank1_effective_range
bz,BZ2608,actual_contract,1d,2026-06-18,2026-06-24,main_contract_map_rank1_effective_range
bz,BZ2608,actual_contract,1d,2026-07-07,2026-07-07,main_contract_map_rank1_effective_range
bz,BZ2608,actual_contract,1m,2026-06-18,2026-06-24,main_contract_map_rank1_effective_range
bz,BZ2608,actual_contract,1m,2026-07-07,2026-07-07,main_contract_map_rank1_effective_range
c,C0505,actual_contract,1d,2005-01-04,2005-03-21,main_contract_map_rank1_effective_range
c,C0507,actual_contract,1d,2005-03-22,2005-05-12,main_contract_map_rank1_effective_range
c,C0509,actual_contract,1d,2005-05-13,2005-07-21,main_contract_map_rank1_effective_range
c,C0511,actual_contract,1d,2005-07-22,2005-08-11,main_contract_map_rank1_effective_range
c,C0601,actual_contract,1d,2005-08-12,2005-10-10,main_contract_map_rank1_effective_range
c,C0605,actual_contract,1d,2005-10-11,2005-11-16,main_contract_map_rank1_effective_range
c,C0609,actual_contract,1d,2005-11-17,2006-04-18,main_contract_map_rank1_effective_range
c,C0701,actual_contract,1d,2006-04-19,2006-05-18,main_contract_map_rank1_effective_range
c,C0703,actual_contract,1d,2006-05-19,2006-07-27,main_contract_map_rank1_effective_range
c,C0705,actual_contract,1d,2006-07-28,2007-01-16,main_contract_map_rank1_effective_range
c,C0709,actual_contract,1d,2007-01-17,2007-06-25,main_contract_map_rank1_effective_range
c,C0801,actual_contract,1d,2007-06-26,2007-08-13,main_contract_map_rank1_effective_range
c,C0805,actual_contract,1d,2007-08-14,2008-01-15,main_contract_map_rank1_effective_range
c,C0809,actual_contract,1d,2008-01-16,2008-04-17,main_contract_map_rank1_effective_range
c,C0901,actual_contract,1d,2008-04-18,2008-08-25,main_contract_map_rank1_effective_range
c,C0905,actual_contract,1d,2008-08-26,2009-02-16,main_contract_map_rank1_effective_range
c,C0909,actual_contract,1d,2009-02-17,2009-06-05,main_contract_map_rank1_effective_range
c,C1001,actual_contract,1d,2009-06-08,2009-08-13,main_contract_map_rank1_effective_range
c,C1005,actual_contract,1d,2009-08-14,2009-12-28,main_contract_map_rank1_effective_range
c,C1009,actual_contract,1d,2009-12-29,2010-06-23,main_contract_map_rank1_effective_range
c,C1009,actual_contract,1m,2010-01-04,2010-06-23,main_contract_map_rank1_effective_range
c,C1101,actual_contract,1d,2010-06-24,2010-08-27,main_contract_map_rank1_effective_range
c,C1101,actual_contract,1m,2010-06-24,2010-08-27,main_contract_map_rank1_effective_range
c,C1105,actual_contract,1d,2010-08-30,2010-11-15,main_contract_map_rank1_effective_range
c,C1105,actual_contract,1m,2010-08-30,2010-11-15,main_contract_map_rank1_effective_range
c,C1109,actual_contract,1d,2010-11-16,2011-05-23,main_contract_map_rank1_effective_range
c,C1109,actual_contract,1m,2010-11-16,2011-05-23,main_contract_map_rank1_effective_range
c,C1201,actual_contract,1d,2011-05-24,2011-08-09,main_contract_map_rank1_effective_range
c,C1201,actual_contract,1m,2011-05-24,2011-08-09,main_contract_map_rank1_effective_range
c,C1205,actual_contract,1d,2011-08-10,2011-12-09,main_contract_map_rank1_effective_range
c,C1205,actual_contract,1m,2011-08-10,2011-12-09,main_contract_map_rank1_effective_range
c,C1209,actual_contract,1d,2011-12-12,2012-07-09,main_contract_map_rank1_effective_range
c,C1209,actual_contract,1m,2011-12-12,2012-07-09,main_contract_map_rank1_effective_range
c,C1301,actual_contract,1d,2012-07-10,2012-10-24,main_contract_map_rank1_effective_range
c,C1301,actual_contract,1m,2012-07-10,2012-10-24,main_contract_map_rank1_effective_range
c,C1305,actual_contract,1d,2012-10-25,2013-02-18,main_contract_map_rank1_effective_range
c,C1305,actual_contract,1m,2012-10-25,2013-02-18,main_contract_map_rank1_effective_range
c,C1309,actual_contract,1d,2013-02-19,2013-07-05,main_contract_map_rank1_effective_range
c,C1309,actual_contract,1m,2013-02-19,2013-07-05,main_contract_map_rank1_effective_range
c,C1401,actual_contract,1d,2013-07-08,2013-10-16,main_contract_map_rank1_effective_range
c,C1401,actual_contract,1m,2013-07-08,2013-10-16,main_contract_map_rank1_effective_range
c,C1405,actual_contract,1d,2013-10-17,2014-03-27,main_contract_map_rank1_effective_range
c,C1405,actual_contract,1m,2013-10-17,2014-03-27,main_contract_map_rank1_effective_range
c,C1409,actual_contract,1d,2014-03-28,2014-07-14,main_contract_map_rank1_effective_range
c,C1409,actual_contract,1m,2014-03-28,2014-07-14,main_contract_map_rank1_effective_range
c,C1501,actual_contract,1d,2014-07-15,2014-10-13,main_contract_map_rank1_effective_range
c,C1501,actual_contract,1m,2014-07-15,2014-10-13,main_contract_map_rank1_effective_range
c,C1505,actual_contract,1d,2014-10-14,2015-01-27,main_contract_map_rank1_effective_range
c,C1505,actual_contract,1m,2014-10-14,2015-01-27,main_contract_map_rank1_effective_range
c,C1509,actual_contract,1d,2015-01-28,2015-07-27,main_contract_map_rank1_effective_range
c,C1509,actual_contract,1m,2015-01-28,2015-07-27,main_contract_map_rank1_effective_range
c,C1601,actual_contract,1d,2015-07-28,2015-09-09,main_contract_map_rank1_effective_range
c,C1601,actual_contract,1m,2015-07-28,2015-09-09,main_contract_map_rank1_effective_range
c,C1605,actual_contract,1d,2015-09-10,2016-02-22,main_contract_map_rank1_effective_range
c,C1605,actual_contract,1m,2015-09-10,2016-02-22,main_contract_map_rank1_effective_range
c,C1609,actual_contract,1d,2016-02-23,2016-03-28,main_contract_map_rank1_effective_range
c,C1609,actual_contract,1m,2016-02-23,2016-03-28,main_contract_map_rank1_effective_range
c,C1701,actual_contract,1d,2016-03-29,2016-11-14,main_contract_map_rank1_effective_range
c,C1701,actual_contract,1m,2016-03-29,2016-11-14,main_contract_map_rank1_effective_range
c,C1705,actual_contract,1d,2016-11-15,2017-03-09,main_contract_map_rank1_effective_range
c,C1705,actual_contract,1m,2016-11-15,2017-03-09,main_contract_map_rank1_effective_range
c,C1709,actual_contract,1d,2017-03-10,2017-08-02,main_contract_map_rank1_effective_range
c,C1709,actual_contract,1m,2017-03-10,2017-08-02,main_contract_map_rank1_effective_range
c,C1801,actual_contract,1d,2017-08-03,2017-12-05,main_contract_map_rank1_effective_range
c,C1801,actual_contract,1m,2017-08-03,2017-12-05,main_contract_map_rank1_effective_range
c,C1805,actual_contract,1d,2017-12-06,2018-03-15,main_contract_map_rank1_effective_range
c,C1805,actual_contract,1m,2017-12-06,2018-03-15,main_contract_map_rank1_effective_range
c,C1809,actual_contract,1d,2018-03-16,2018-07-09,main_contract_map_rank1_effective_range
c,C1809,actual_contract,1m,2018-03-16,2018-07-09,main_contract_map_rank1_effective_range
c,C1901,actual_contract,1d,2018-07-10,2018-11-15,main_contract_map_rank1_effective_range
c,C1901,actual_contract,1m,2018-07-10,2018-11-15,main_contract_map_rank1_effective_range
c,C1905,actual_contract,1d,2018-11-16,2019-03-26,main_contract_map_rank1_effective_range
c,C1905,actual_contract,1m,2018-11-16,2019-03-26,main_contract_map_rank1_effective_range
c,C1909,actual_contract,1d,2019-03-27,2019-08-01,main_contract_map_rank1_effective_range
c,C1909,actual_contract,1m,2019-03-27,2019-08-01,main_contract_map_rank1_effective_range
c,C2001,actual_contract,1d,2019-08-02,2019-11-28,main_contract_map_rank1_effective_range
c,C2001,actual_contract,1m,2019-08-02,2019-11-28,main_contract_map_rank1_effective_range
c,C2005,actual_contract,1d,2019-11-29,2020-03-11,main_contract_map_rank1_effective_range
c,C2005,actual_contract,1m,2019-11-29,2020-03-11,main_contract_map_rank1_effective_range
c,C2009,actual_contract,1d,2020-03-12,2020-07-24,main_contract_map_rank1_effective_range
c,C2009,actual_contract,1m,2020-03-12,2020-07-24,main_contract_map_rank1_effective_range
c,C2101,actual_contract,1d,2020-07-27,2020-11-23,main_contract_map_rank1_effective_range
c,C2101,actual_contract,1m,2020-07-27,2020-11-23,main_contract_map_rank1_effective_range
c,C2105,actual_contract,1d,2020-11-24,2021-04-09,main_contract_map_rank1_effective_range
c,C2105,actual_contract,1m,2020-11-24,2021-04-09,main_contract_map_rank1_effective_range
c,C2109,actual_contract,1d,2021-04-12,2021-08-12,main_contract_map_rank1_effective_range
c,C2109,actual_contract,1m,2021-04-12,2021-08-12,main_contract_map_rank1_effective_range
c,C2201,actual_contract,1d,2021-08-13,2021-12-02,main_contract_map_rank1_effective_range
c,C2201,actual_contract,1m,2021-08-13,2021-12-02,main_contract_map_rank1_effective_range
c,C2205,actual_contract,1d,2021-12-03,2022-04-06,main_contract_map_rank1_effective_range
c,C2205,actual_contract,1m,2021-12-03,2022-04-06,main_contract_map_rank1_effective_range
c,C2209,actual_contract,1d,2022-04-07,2022-08-09,main_contract_map_rank1_effective_range
c,C2209,actual_contract,1m,2022-04-07,2022-08-09,main_contract_map_rank1_effective_range
c,C2301,actual_contract,1d,2022-08-10,2022-11-29,main_contract_map_rank1_effective_range
c,C2301,actual_contract,1m,2022-08-10,2022-11-29,main_contract_map_rank1_effective_range
c,C2303,actual_contract,1d,2022-11-30,2023-02-03,main_contract_map_rank1_effective_range
c,C2303,actual_contract,1m,2022-11-30,2023-02-03,main_contract_map_rank1_effective_range
c,C2305,actual_contract,1d,2023-02-06,2023-03-22,main_contract_map_rank1_effective_range
c,C2305,actual_contract,1m,2023-02-06,2023-03-22,main_contract_map_rank1_effective_range
c,C2307,actual_contract,1d,2023-03-23,2023-06-09,main_contract_map_rank1_effective_range
c,C2307,actual_contract,1m,2023-03-23,2023-06-09,main_contract_map_rank1_effective_range
c,C2309,actual_contract,1d,2023-06-12,2023-08-09,main_contract_map_rank1_effective_range
c,C2309,actual_contract,1m,2023-06-12,2023-08-09,main_contract_map_rank1_effective_range
c,C2311,actual_contract,1d,2023-08-10,2023-09-20,main_contract_map_rank1_effective_range
c,C2311,actual_contract,1m,2023-08-10,2023-09-20,main_contract_map_rank1_effective_range
c,C2401,actual_contract,1d,2023-09-21,2023-12-12,main_contract_map_rank1_effective_range
c,C2401,actual_contract,1m,2023-09-21,2023-12-12,main_contract_map_rank1_effective_range
c,C2405,actual_contract,1d,2023-12-13,2024-04-17,main_contract_map_rank1_effective_range
c,C2405,actual_contract,1m,2023-12-13,2024-04-17,main_contract_map_rank1_effective_range
c,C2407,actual_contract,1d,2024-04-18,2024-05-30,main_contract_map_rank1_effective_range
c,C2407,actual_contract,1m,2024-04-18,2024-05-30,main_contract_map_rank1_effective_range
c,C2409,actual_contract,1d,2024-05-31,2024-08-13,main_contract_map_rank1_effective_range
c,C2409,actual_contract,1m,2024-05-31,2024-08-13,main_contract_map_rank1_effective_range
c,C2411,actual_contract,1d,2024-08-14,2024-09-27,main_contract_map_rank1_effective_range
c,C2411,actual_contract,1m,2024-08-14,2024-09-27,main_contract_map_rank1_effective_range
c,C2501,actual_contract,1d,2024-09-30,2024-12-11,main_contract_map_rank1_effective_range
c,C2501,actual_contract,1m,2024-09-30,2024-12-11,main_contract_map_rank1_effective_range
c,C2505,actual_contract,1d,2024-12-12,2025-04-08,main_contract_map_rank1_effective_range
c,C2505,actual_contract,1m,2024-12-12,2025-04-08,main_contract_map_rank1_effective_range
c,C2507,actual_contract,1d,2025-04-09,2025-06-16,main_contract_map_rank1_effective_range
c,C2507,actual_contract,1m,2025-04-09,2025-06-16,main_contract_map_rank1_effective_range
c,C2509,actual_contract,1d,2025-06-17,2025-08-13,main_contract_map_rank1_effective_range
c,C2509,actual_contract,1m,2025-06-17,2025-08-13,main_contract_map_rank1_effective_range
c,C2511,actual_contract,1d,2025-08-14,2025-10-14,main_contract_map_rank1_effective_range
c,C2511,actual_contract,1m,2025-08-14,2025-10-14,main_contract_map_rank1_effective_range
c,C2601,actual_contract,1d,2025-10-15,2025-12-10,main_contract_map_rank1_effective_range
c,C2601,actual_contract,1m,2025-10-15,2025-12-10,main_contract_map_rank1_effective_range
c,C2603,actual_contract,1d,2025-12-11,2026-02-03,main_contract_map_rank1_effective_range
c,C2603,actual_contract,1m,2025-12-11,2026-02-03,main_contract_map_rank1_effective_range
c,C2605,actual_contract,1d,2026-02-04,2026-04-14,main_contract_map_rank1_effective_range
c,C2605,actual_contract,1m,2026-02-04,2026-04-14,main_contract_map_rank1_effective_range
c,C2607,actual_contract,1d,2026-04-15,2026-06-15,main_contract_map_rank1_effective_range
c,C2607,actual_contract,1m,2026-04-15,2026-06-15,main_contract_map_rank1_effective_range
c,C2609,actual_contract,1d,2026-06-16,2026-06-24,main_contract_map_rank1_effective_range
c,C2609,actual_contract,1d,2026-07-07,2026-07-07,main_contract_map_rank1_effective_range
c,C2609,actual_contract,1m,2026-06-16,2026-06-24,main_contract_map_rank1_effective_range
c,C2609,actual_contract,1m,2026-07-07,2026-07-07,main_contract_map_rank1_effective_range
cf,CF0504,actual_contract,1d,2005-01-04,2005-01-27,main_contract_map_rank1_effective_range
cf,CF0505,actual_contract,1d,2005-01-28,2005-03-07,main_contract_map_rank1_effective_range
cf,CF0506,actual_contract,1d,2005-03-08,2005-04-07,main_contract_map_rank1_effective_range
cf,CF0507,actual_contract,1d,2005-04-08,2005-05-20,main_contract_map_rank1_effective_range
cf,CF0509,actual_contract,1d,2005-05-23,2005-07-07,main_contract_map_rank1_effective_range
cf,CF0510,actual_contract,1d,2005-07-08,2005-08-30,main_contract_map_rank1_effective_range
cf,CF0511,actual_contract,1d,2005-08-31,2005-09-13,main_contract_map_rank1_effective_range
cf,CF0601,actual_contract,1d,2005-09-14,2005-10-20,main_contract_map_rank1_effective_range
cf,CF0603,actual_contract,1d,2005-10-21,2005-12-20,main_contract_map_rank1_effective_range
cf,CF0604,actual_contract,1d,2005-12-21,2006-01-16,main_contract_map_rank1_effective_range
