product,contract,contract_role,period,expected_start,expected_end,target_reason
a,A0505,actual_contract,1d,2005-01-04,2005-03-04,main_contract_map_rank1_effective_range
a,A0509,actual_contract,1d,2005-03-07,2005-07-07,main_contract_map_rank1_effective_range
a,A0511,actual_contract,1d,2005-07-08,2005-07-22,main_contract_map_rank1_effective_range
a,A0601,actual_contract,1d,2005-07-25,2005-10-27,main_contract_map_rank1_effective_range
a,A0605,actual_contract,1d,2005-10-28,2006-02-15,main_contract_map_rank1_effective_range
a,A0609,actual_contract,1d,2006-02-16,2006-08-23,main_contract_map_rank1_effective_range
a,A0701,actual_contract,1d,2006-08-24,2006-10-31,main_contract_map_rank1_effective_range
a,A0705,actual_contract,1d,2006-11-01,2007-01-31,main_contract_map_rank1_effective_range
a,A0709,actual_contract,1d,2007-02-01,2007-05-30,main_contract_map_rank1_effective_range
a,A0801,actual_contract,1d,2007-05-31,2007-08-07,main_contract_map_rank1_effective_range
a,A0805,actual_contract,1d,2007-08-08,2007-11-15,main_contract_map_rank1_effective_range
a,A0809,actual_contract,1d,2007-11-16,2008-02-26,main_contract_map_rank1_effective_range
a,A0901,actual_contract,1d,2008-02-27,2008-10-14,main_contract_map_rank1_effective_range
a,A0905,actual_contract,1d,2008-10-15,2009-01-12,main_contract_map_rank1_effective_range
a,A0909,actual_contract,1d,2009-01-13,2009-04-14,main_contract_map_rank1_effective_range
a,A1001,actual_contract,1d,2009-04-15,2009-07-09,main_contract_map_rank1_effective_range
a,A1005,actual_contract,1d,2009-07-10,2009-10-26,main_contract_map_rank1_effective_range
a,A1009,actual_contract,1d,2009-10-27,2010-04-22,main_contract_map_rank1_effective_range
a,A1009,actual_contract,1m,2010-01-04,2010-04-22,main_contract_map_rank1_effective_range
a,A1101,actual_contract,1d,2010-04-23,2010-07-21,main_contract_map_rank1_effective_range
a,A1101,actual_contract,1m,2010-04-23,2010-07-21,main_contract_map_rank1_effective_range
a,A1105,actual_contract,1d,2010-07-22,2010-10-22,main_contract_map_rank1_effective_range
a,A1105,actual_contract,1m,2010-07-22,2010-10-22,main_contract_map_rank1_effective_range
a,A1109,actual_contract,1d,2010-10-25,2011-01-05,main_contract_map_rank1_effective_range
a,A1109,actual_contract,1m,2010-10-25,2011-01-05,main_contract_map_rank1_effective_range
a,A1201,actual_contract,1d,2011-01-06,2011-07-13,main_contract_map_rank1_effective_range
a,A1201,actual_contract,1m,2011-01-06,2011-07-13,main_contract_map_rank1_effective_range
a,A1205,actual_contract,1d,2011-07-14,2011-10-27,main_contract_map_rank1_effective_range
a,A1205,actual_contract,1m,2011-07-14,2011-10-27,main_contract_map_rank1_effective_range
a,A1209,actual_contract,1d,2011-10-28,2012-03-20,main_contract_map_rank1_effective_range
a,A1209,actual_contract,1m,2011-10-28,2012-03-20,main_contract_map_rank1_effective_range
a,A1301,actual_contract,1d,2012-03-21,2012-09-03,main_contract_map_rank1_effective_range
a,A1301,actual_contract,1m,2012-03-21,2012-09-03,main_contract_map_rank1_effective_range
a,A1305,actual_contract,1d,2012-09-04,2013-02-01,main_contract_map_rank1_effective_range
a,A1305,actual_contract,1m,2012-09-04,2013-02-01,main_contract_map_rank1_effective_range
a,A1309,actual_contract,1d,2013-02-04,2013-06-07,main_contract_map_rank1_effective_range
a,A1309,actual_contract,1m,2013-02-04,2013-06-07,main_contract_map_rank1_effective_range
a,A1401,actual_contract,1d,2013-06-13,2013-10-16,main_contract_map_rank1_effective_range
a,A1401,actual_contract,1m,2013-06-13,2013-10-16,main_contract_map_rank1_effective_range
a,A1405,actual_contract,1d,2013-10-17,2013-12-30,main_contract_map_rank1_effective_range
a,A1405,actual_contract,1m,2013-10-17,2013-12-30,main_contract_map_rank1_effective_range
a,A1409,actual_contract,1d,2013-12-31,2014-03-28,main_contract_map_rank1_effective_range
a,A1409,actual_contract,1m,2013-12-31,2014-03-28,main_contract_map_rank1_effective_range
a,A1501,actual_contract,1d,2014-03-31,2014-11-26,main_contract_map_rank1_effective_range
a,A1501,actual_contract,1m,2014-03-31,2014-11-26,main_contract_map_rank1_effective_range
a,A1505,actual_contract,1d,2014-11-27,2015-04-14,main_contract_map_rank1_effective_range
a,A1505,actual_contract,1m,2014-11-27,2015-04-14,main_contract_map_rank1_effective_range
a,A1509,actual_contract,1d,2015-04-15,2015-06-15,main_contract_map_rank1_effective_range
a,A1509,actual_contract,1m,2015-04-15,2015-06-15,main_contract_map_rank1_effective_range
a,A1601,actual_contract,1d,2015-06-16,2015-11-11,main_contract_map_rank1_effective_range
a,A1601,actual_contract,1m,2015-06-16,2015-11-11,main_contract_map_rank1_effective_range
a,A1605,actual_contract,1d,2015-11-12,2016-03-09,main_contract_map_rank1_effective_range
a,A1605,actual_contract,1m,2015-11-12,2016-03-09,main_contract_map_rank1_effective_range
a,A1609,actual_contract,1d,2016-03-10,2016-07-13,main_contract_map_rank1_effective_range
a,A1609,actual_contract,1m,2016-03-10,2016-07-13,main_contract_map_rank1_effective_range
a,A1701,actual_contract,1d,2016-07-14,2016-11-28,main_contract_map_rank1_effective_range
a,A1701,actual_contract,1m,2016-07-14,2016-11-28,main_contract_map_rank1_effective_range
a,A1705,actual_contract,1d,2016-11-29,2017-03-23,main_contract_map_rank1_effective_range
a,A1705,actual_contract,1m,2016-11-29,2017-03-23,main_contract_map_rank1_effective_range
a,A1709,actual_contract,1d,2017-03-24,2017-08-04,main_contract_map_rank1_effective_range
a,A1709,actual_contract,1m,2017-03-24,2017-08-04,main_contract_map_rank1_effective_range
a,A1801,actual_contract,1d,2017-08-07,2017-12-11,main_contract_map_rank1_effective_range
a,A1801,actual_contract,1m,2017-08-07,2017-12-11,main_contract_map_rank1_effective_range
a,A1805,actual_contract,1d,2017-12-12,2018-04-04,main_contract_map_rank1_effective_range
a,A1805,actual_contract,1m,2017-12-12,2018-04-04,main_contract_map_rank1_effective_range
a,A1809,actual_contract,1d,2018-04-09,2018-07-30,main_contract_map_rank1_effective_range
a,A1809,actual_contract,1m,2018-04-09,2018-07-30,main_contract_map_rank1_effective_range
a,A1901,actual_contract,1d,2018-07-31,2018-12-21,main_contract_map_rank1_effective_range
a,A1901,actual_contract,1m,2018-07-31,2018-12-21,main_contract_map_rank1_effective_range
a,A1905,actual_contract,1d,2018-12-24,2019-04-19,main_contract_map_rank1_effective_range
a,A1905,actual_contract,1m,2018-12-24,2019-04-19,main_contract_map_rank1_effective_range
a,A1909,actual_contract,1d,2019-04-22,2019-08-09,main_contract_map_rank1_effective_range
a,A1909,actual_contract,1m,2019-04-22,2019-08-09,main_contract_map_rank1_effective_range
a,A2001,actual_contract,1d,2019-08-12,2019-12-04,main_contract_map_rank1_effective_range
a,A2001,actual_contract,1m,2019-08-12,2019-12-04,main_contract_map_rank1_effective_range
a,A2005,actual_contract,1d,2019-12-05,2020-04-07,main_contract_map_rank1_effective_range
a,A2005,actual_contract,1m,2019-12-05,2020-04-07,main_contract_map_rank1_effective_range
a,A2009,actual_contract,1d,2020-04-08,2020-08-18,main_contract_map_rank1_effective_range
a,A2009,actual_contract,1m,2020-04-08,2020-08-18,main_contract_map_rank1_effective_range
a,A2101,actual_contract,1d,2020-08-19,2020-12-14,main_contract_map_rank1_effective_range
a,A2101,actual_contract,1m,2020-08-19,2020-12-14,main_contract_map_rank1_effective_range
a,A2105,actual_contract,1d,2020-12-15,2021-04-20,main_contract_map_rank1_effective_range
a,A2105,actual_contract,1m,2020-12-15,2021-04-20,main_contract_map_rank1_effective_range
a,A2109,actual_contract,1d,2021-04-21,2021-07-28,main_contract_map_rank1_effective_range
a,A2109,actual_contract,1m,2021-04-21,2021-07-28,main_contract_map_rank1_effective_range
a,A2111,actual_contract,1d,2021-07-29,2021-10-14,main_contract_map_rank1_effective_range
a,A2111,actual_contract,1m,2021-07-29,2021-10-14,main_contract_map_rank1_effective_range
a,A2201,actual_contract,1d,2021-10-15,2021-12-01,main_contract_map_rank1_effective_range
a,A2201,actual_contract,1m,2021-10-15,2021-12-01,main_contract_map_rank1_effective_range
a,A2203,actual_contract,1d,2021-12-02,2022-02-17,main_contract_map_rank1_effective_range
a,A2203,actual_contract,1m,2021-12-02,2022-02-17,main_contract_map_rank1_effective_range
a,A2207,actual_contract,1d,2022-02-18,2022-06-15,main_contract_map_rank1_effective_range
a,A2207,actual_contract,1m,2022-02-18,2022-06-15,main_contract_map_rank1_effective_range
a,A2209,actual_contract,1d,2022-06-16,2022-08-23,main_contract_map_rank1_effective_range
a,A2209,actual_contract,1m,2022-06-16,2022-08-23,main_contract_map_rank1_effective_range
a,A2211,actual_contract,1d,2022-08-24,2022-10-12,main_contract_map_rank1_effective_range
a,A2211,actual_contract,1m,2022-08-24,2022-10-12,main_contract_map_rank1_effective_range
a,A2301,actual_contract,1d,2022-10-13,2022-12-12,main_contract_map_rank1_effective_range
a,A2301,actual_contract,1m,2022-10-13,2022-12-12,main_contract_map_rank1_effective_range
a,A2305,actual_contract,1d,2022-12-13,2023-04-06,main_contract_map_rank1_effective_range
a,A2305,actual_contract,1m,2022-12-13,2023-04-06,main_contract_map_rank1_effective_range
a,A2307,actual_contract,1d,2023-04-07,2023-06-12,main_contract_map_rank1_effective_range
a,A2307,actual_contract,1m,2023-04-07,2023-06-12,main_contract_map_rank1_effective_range
a,A2309,actual_contract,1d,2023-06-13,2023-08-16,main_contract_map_rank1_effective_range
a,A2309,actual_contract,1m,2023-06-13,2023-08-16,main_contract_map_rank1_effective_range
a,A2311,actual_contract,1d,2023-08-17,2023-10-17,main_contract_map_rank1_effective_range
a,A2311,actual_contract,1m,2023-08-17,2023-10-17,main_contract_map_rank1_effective_range
a,A2401,actual_contract,1d,2023-10-18,2023-12-13,main_contract_map_rank1_effective_range
a,A2401,actual_contract,1m,2023-10-18,2023-12-13,main_contract_map_rank1_effective_range
a,A2403,actual_contract,1d,2023-12-14,2024-02-22,main_contract_map_rank1_effective_range
a,A2403,actual_contract,1m,2023-12-14,2024-02-22,main_contract_map_rank1_effective_range
a,A2405,actual_contract,1d,2024-02-23,2024-04-19,main_contract_map_rank1_effective_range
a,A2405,actual_contract,1m,2024-02-23,2024-04-19,main_contract_map_rank1_effective_range
a,A2407,actual_contract,1d,2024-04-22,2024-06-13,main_contract_map_rank1_effective_range
a,A2407,actual_contract,1m,2024-04-22,2024-06-13,main_contract_map_rank1_effective_range
a,A2409,actual_contract,1d,2024-06-14,2024-08-13,main_contract_map_rank1_effective_range
a,A2409,actual_contract,1m,2024-06-14,2024-08-13,main_contract_map_rank1_effective_range
a,A2501,actual_contract,1d,2024-08-14,2024-12-17,main_contract_map_rank1_effective_range
a,A2501,actual_contract,1m,2024-08-14,2024-12-17,main_contract_map_rank1_effective_range
a,A2505,actual_contract,1d,2024-12-18,2025-04-15,main_contract_map_rank1_effective_range
a,A2505,actual_contract,1m,2024-12-18,2025-04-15,main_contract_map_rank1_effective_range
a,A2507,actual_contract,1d,2025-04-16,2025-06-05,main_contract_map_rank1_effective_range
a,A2507,actual_contract,1m,2025-04-16,2025-06-05,main_contract_map_rank1_effective_range
a,A2509,actual_contract,1d,2025-06-06,2025-08-04,main_contract_map_rank1_effective_range
a,A2509,actual_contract,1m,2025-06-06,2025-08-04,main_contract_map_rank1_effective_range
a,A2511,actual_contract,1d,2025-08-05,2025-10-10,main_contract_map_rank1_effective_range
a,A2511,actual_contract,1m,2025-08-05,2025-10-10,main_contract_map_rank1_effective_range
a,A2601,actual_contract,1d,2025-10-13,2025-12-18,main_contract_map_rank1_effective_range
a,A2601,actual_contract,1m,2025-10-13,2025-12-18,main_contract_map_rank1_effective_range
a,A2605,actual_contract,1d,2025-12-19,2026-04-10,main_contract_map_rank1_effective_range
a,A2605,actual_contract,1m,2025-12-19,2026-04-10,main_contract_map_rank1_effective_range
a,A2607,actual_contract,1d,2026-04-13,2026-06-16,main_contract_map_rank1_effective_range
a,A2607,actual_contract,1m,2026-04-13,2026-06-16,main_contract_map_rank1_effective_range
a,A2609,actual_contract,1d,2026-06-17,2026-06-24,main_contract_map_rank1_effective_range
a,A2609,actual_contract,1d,2026-07-07,2026-07-07,main_contract_map_rank1_effective_range
a,A2609,actual_contract,1m,2026-06-17,2026-06-24,main_contract_map_rank1_effective_range
a,A2609,actual_contract,1m,2026-07-07,2026-07-07,main_contract_map_rank1_effective_range
ad,AD2511,actual_contract,1d,2025-06-10,2025-09-16,main_contract_map_rank1_effective_range
ad,AD2511,actual_contract,1m,2025-06-10,2025-09-16,main_contract_map_rank1_effective_range
ad,AD2512,actual_contract,1d,2025-09-17,2025-10-27,main_contract_map_rank1_effective_range
ad,AD2512,actual_contract,1m,2025-09-17,2025-10-27,main_contract_map_rank1_effective_range
ad,AD2601,actual_contract,1d,2025-10-28,2025-11-26,main_contract_map_rank1_effective_range
ad,AD2601,actual_contract,1m,2025-10-28,2025-11-26,main_contract_map_rank1_effective_range
ad,AD2602,actual_contract,1d,2025-11-27,2025-12-26,main_contract_map_rank1_effective_range
ad,AD2602,actual_contract,1m,2025-11-27,2025-12-26,main_contract_map_rank1_effective_range
ad,AD2603,actual_contract,1d,2025-12-29,2026-01-29,main_contract_map_rank1_effective_range
ad,AD2603,actual_contract,1m,2025-12-29,2026-01-29,main_contract_map_rank1_effective_range
ad,AD2604,actual_contract,1d,2026-01-30,2026-02-27,main_contract_map_rank1_effective_range
ad,AD2604,actual_contract,1m,2026-01-30,2026-02-27,main_contract_map_rank1_effective_range
ad,AD2605,actual_contract,1d,2026-03-02,2026-03-31,main_contract_map_rank1_effective_range
ad,AD2605,actual_contract,1m,2026-03-02,2026-03-31,main_contract_map_rank1_effective_range
ad,AD2606,actual_contract,1d,2026-04-01,2026-05-06,main_contract_map_rank1_effective_range
ad,AD2606,actual_contract,1m,2026-04-01,2026-05-06,main_contract_map_rank1_effective_range
ad,AD2607,actual_contract,1d,2026-05-07,2026-05-29,main_contract_map_rank1_effective_range
ad,AD2607,actual_contract,1m,2026-05-07,2026-05-29,main_contract_map_rank1_effective_range
ad,AD2608,actual_contract,1d,2026-06-01,2026-06-24,main_contract_map_rank1_effective_range
ad,AD2608,actual_contract,1m,2026-06-01,2026-06-24,main_contract_map_rank1_effective_range
ad,AD2609,actual_contract,1d,2026-07-07,2026-07-07,main_contract_map_rank1_effective_range
ad,AD2609,actual_contract,1m,2026-07-07,2026-07-07,main_contract_map_rank1_effective_range
ag,AG1209,actual_contract,1d,2012-05-10,2012-07-24,main_contract_map_rank1_effective_range
ag,AG1209,actual_contract,1m,2012-05-10,2012-07-24,main_contract_map_rank1_effective_range
ag,AG1212,actual_contract,1d,2012-07-25,2012-11-01,main_contract_map_rank1_effective_range
ag,AG1212,actual_contract,1m,2012-07-25,2012-11-01,main_contract_map_rank1_effective_range
ag,AG1301,actual_contract,1d,2012-11-02,2012-12-17,main_contract_map_rank1_effective_range
ag,AG1301,actual_contract,1m,2012-11-02,2012-12-17,main_contract_map_rank1_effective_range
ag,AG1306,actual_contract,1d,2012-12-18,2013-05-07,main_contract_map_rank1_effective_range
ag,AG1306,actual_contract,1m,2012-12-18,2013-05-07,main_contract_map_rank1_effective_range
ag,AG1312,actual_contract,1d,2013-05-08,2013-11-26,main_contract_map_rank1_effective_range
ag,AG1312,actual_contract,1m,2013-05-08,2013-11-26,main_contract_map_rank1_effective_range
ag,AG1406,actual_contract,1d,2013-11-27,2014-05-12,main_contract_map_rank1_effective_range
ag,AG1406,actual_contract,1m,2013-11-27,2014-05-12,main_contract_map_rank1_effective_range
ag,AG1412,actual_contract,1d,2014-05-13,2014-11-05,main_contract_map_rank1_effective_range
ag,AG1412,actual_contract,1m,2014-05-13,2014-11-05,main_contract_map_rank1_effective_range
ag,AG1506,actual_contract,1d,2014-11-06,2015-05-06,main_contract_map_rank1_effective_range
ag,AG1506,actual_contract,1m,2014-11-06,2015-05-06,main_contract_map_rank1_effective_range
ag,AG1512,actual_contract,1d,2015-05-07,2015-11-17,main_contract_map_rank1_effective_range
ag,AG1512,actual_contract,1m,2015-05-07,2015-11-17,main_contract_map_rank1_effective_range
ag,AG1606,actual_contract,1d,2015-11-18,2016-05-09,main_contract_map_rank1_effective_range
ag,AG1606,actual_contract,1m,2015-11-18,2016-05-09,main_contract_map_rank1_effective_range
ag,AG1612,actual_contract,1d,2016-05-10,2016-11-10,main_contract_map_rank1_effective_range
ag,AG1612,actual_contract,1m,2016-05-10,2016-11-10,main_contract_map_rank1_effective_range
ag,AG1706,actual_contract,1d,2016-11-11,2017-05-10,main_contract_map_rank1_effective_range
ag,AG1706,actual_contract,1m,2016-11-11,2017-05-10,main_contract_map_rank1_effective_range
ag,AG1712,actual_contract,1d,2017-05-11,2017-11-21,main_contract_map_rank1_effective_range
ag,AG1712,actual_contract,1m,2017-05-11,2017-11-21,main_contract_map_rank1_effective_range
ag,AG1806,actual_contract,1d,2017-11-22,2018-05-03,main_contract_map_rank1_effective_range
ag,AG1806,actual_contract,1m,2017-11-22,2018-05-03,main_contract_map_rank1_effective_range
ag,AG1812,actual_contract,1d,2018-05-04,2018-11-02,main_contract_map_rank1_effective_range
ag,AG1812,actual_contract,1m,2018-05-04,2018-11-02,main_contract_map_rank1_effective_range
ag,AG1906,actual_contract,1d,2018-11-05,2019-05-08,main_contract_map_rank1_effective_range
ag,AG1906,actual_contract,1m,2018-11-05,2019-05-08,main_contract_map_rank1_effective_range
ag,AG1912,actual_contract,1d,2019-05-09,2019-11-13,main_contract_map_rank1_effective_range
ag,AG1912,actual_contract,1m,2019-05-09,2019-11-13,main_contract_map_rank1_effective_range
ag,AG2002,actual_contract,1d,2019-11-14,2019-12-25,main_contract_map_rank1_effective_range
ag,AG2002,actual_contract,1m,2019-11-14,2019-12-25,main_contract_map_rank1_effective_range
ag,AG2006,actual_contract,1d,2019-12-26,2020-05-08,main_contract_map_rank1_effective_range
ag,AG2006,actual_contract,1m,2019-12-26,2020-05-08,main_contract_map_rank1_effective_range
ag,AG2012,actual_contract,1d,2020-05-11,2020-11-25,main_contract_map_rank1_effective_range
ag,AG2012,actual_contract,1m,2020-05-11,2020-11-25,main_contract_map_rank1_effective_range
ag,AG2102,actual_contract,1d,2020-11-26,2021-01-05,main_contract_map_rank1_effective_range
ag,AG2102,actual_contract,1m,2020-11-26,2021-01-05,main_contract_map_rank1_effective_range
ag,AG2106,actual_contract,1d,2021-01-06,2021-05-19,main_contract_map_rank1_effective_range
ag,AG2106,actual_contract,1m,2021-01-06,2021-05-19,main_contract_map_rank1_effective_range
ag,AG2112,actual_contract,1d,2021-05-20,2021-11-24,main_contract_map_rank1_effective_range
ag,AG2112,actual_contract,1m,2021-05-20,2021-11-24,main_contract_map_rank1_effective_range
ag,AG2206,actual_contract,1d,2021-11-25,2022-05-20,main_contract_map_rank1_effective_range
ag,AG2206,actual_contract,1m,2021-11-25,2022-05-20,main_contract_map_rank1_effective_range
ag,AG2212,actual_contract,1d,2022-05-23,2022-11-25,main_contract_map_rank1_effective_range
ag,AG2212,actual_contract,1m,2022-05-23,2022-11-25,main_contract_map_rank1_effective_range
ag,AG2302,actual_contract,1d,2022-11-28,2022-12-23,main_contract_map_rank1_effective_range
ag,AG2302,actual_contract,1m,2022-11-28,2022-12-23,main_contract_map_rank1_effective_range
ag,AG2306,actual_contract,1d,2022-12-26,2023-05-15,main_contract_map_rank1_effective_range
ag,AG2306,actual_contract,1m,2022-12-26,2023-05-15,main_contract_map_rank1_effective_range
ag,AG2308,actual_contract,1d,2023-05-16,2023-07-04,main_contract_map_rank1_effective_range
ag,AG2308,actual_contract,1m,2023-05-16,2023-07-04,main_contract_map_rank1_effective_range
ag,AG2310,actual_contract,1d,2023-07-14,2023-09-15,main_contract_map_rank1_effective_range
ag,AG2310,actual_contract,1m,2023-07-14,2023-09-15,main_contract_map_rank1_effective_range
ag,AG2312,actual_contract,1d,2023-07-05,2023-07-13,main_contract_map_rank1_effective_range
ag,AG2312,actual_contract,1m,2023-07-05,2023-07-13,main_contract_map_rank1_effective_range
ag,AG2402,actual_contract,1d,2023-09-18,2024-01-08,main_contract_map_rank1_effective_range
ag,AG2402,actual_contract,1m,2023-09-18,2024-01-08,main_contract_map_rank1_effective_range
ag,AG2406,actual_contract,1d,2024-01-09,2024-05-14,main_contract_map_rank1_effective_range
ag,AG2406,actual_contract,1m,2024-01-09,2024-05-14,main_contract_map_rank1_effective_range
ag,AG2408,actual_contract,1d,2024-05-15,2024-07-02,main_contract_map_rank1_effective_range
ag,AG2408,actual_contract,1m,2024-05-15,2024-07-02,main_contract_map_rank1_effective_range
ag,AG2412,actual_contract,1d,2024-07-03,2024-11-13,main_contract_map_rank1_effective_range
ag,AG2412,actual_contract,1m,2024-07-03,2024-11-13,main_contract_map_rank1_effective_range
ag,AG2502,actual_contract,1d,2024-11-14,2025-01-08,main_contract_map_rank1_effective_range
ag,AG2502,actual_contract,1m,2024-11-14,2025-01-08,main_contract_map_rank1_effective_range
ag,AG2504,actual_contract,1d,2025-01-09,2025-02-28,main_contract_map_rank1_effective_range
ag,AG2504,actual_contract,1m,2025-01-09,2025-02-28,main_contract_map_rank1_effective_range
ag,AG2506,actual_contract,1d,2025-03-03,2025-05-09,main_contract_map_rank1_effective_range
ag,AG2506,actual_contract,1m,2025-03-03,2025-05-09,main_contract_map_rank1_effective_range
ag,AG2508,actual_contract,1d,2025-05-12,2025-07-04,main_contract_map_rank1_effective_range
ag,AG2508,actual_contract,1m,2025-05-12,2025-07-04,main_contract_map_rank1_effective_range
ag,AG2510,actual_contract,1d,2025-07-07,2025-09-02,main_contract_map_rank1_effective_range
ag,AG2510,actual_contract,1m,2025-07-07,2025-09-02,main_contract_map_rank1_effective_range
ag,AG2512,actual_contract,1d,2025-09-03,2025-11-11,main_contract_map_rank1_effective_range
ag,AG2512,actual_contract,1m,2025-09-03,2025-11-11,main_contract_map_rank1_effective_range
ag,AG2602,actual_contract,1d,2025-11-12,2025-12-30,main_contract_map_rank1_effective_range
ag,AG2602,actual_contract,1m,2025-11-12,2025-12-30,main_contract_map_rank1_effective_range
ag,AG2604,actual_contract,1d,2025-12-31,2026-03-04,main_contract_map_rank1_effective_range
ag,AG2604,actual_contract,1m,2025-12-31,2026-03-04,main_contract_map_rank1_effective_range
ag,AG2606,actual_contract,1d,2026-03-05,2026-05-13,main_contract_map_rank1_effective_range
ag,AG2606,actual_contract,1m,2026-03-05,2026-05-13,main_contract_map_rank1_effective_range
ag,AG2608,actual_contract,1d,2026-05-14,2026-06-24,main_contract_map_rank1_effective_range
ag,AG2608,actual_contract,1d,2026-07-07,2026-07-07,main_contract_map_rank1_effective_range
ag,AG2608,actual_contract,1m,2026-05-14,2026-06-24,main_contract_map_rank1_effective_range
ag,AG2608,actual_contract,1m,2026-07-07,2026-07-07,main_contract_map_rank1_effective_range
al,AL0503,actual_contract,1d,2005-01-04,2005-02-16,main_contract_map_rank1_effective_range
al,AL0504,actual_contract,1d,2005-02-17,2005-03-07,main_contract_map_rank1_effective_range
al,AL0505,actual_contract,1d,2005-03-08,2005-03-17,main_contract_map_rank1_effective_range
al,AL0506,actual_contract,1d,2005-03-18,2005-05-10,main_contract_map_rank1_effective_range
al,AL0507,actual_contract,1d,2005-05-11,2005-06-03,main_contract_map_rank1_effective_range
al,AL0508,actual_contract,1d,2005-06-06,2005-07-11,main_contract_map_rank1_effective_range
al,AL0509,actual_contract,1d,2005-07-12,2005-08-01,main_contract_map_rank1_effective_range
al,AL0510,actual_contract,1d,2005-08-02,2005-09-16,main_contract_map_rank1_effective_range
al,AL0511,actual_contract,1d,2005-09-19,2005-10-11,main_contract_map_rank1_effective_range
al,AL0601,actual_contract,1d,2005-10-12,2005-11-28,main_contract_map_rank1_effective_range
al,AL0603,actual_contract,1d,2005-11-29,2006-01-10,main_contract_map_rank1_effective_range
al,AL0604,actual_contract,1d,2006-01-11,2006-02-06,main_contract_map_rank1_effective_range
al,AL0605,actual_contract,1d,2006-02-07,2006-03-20,main_contract_map_rank1_effective_range
al,AL0606,actual_contract,1d,2006-03-21,2006-04-12,main_contract_map_rank1_effective_range
al,AL0607,actual_contract,1d,2006-04-13,2006-05-11,main_contract_map_rank1_effective_range
al,AL0608,actual_contract,1d,2006-05-12,2006-06-14,main_contract_map_rank1_effective_range
al,AL0609,actual_contract,1d,2006-06-15,2006-07-13,main_contract_map_rank1_effective_range
al,AL0610,actual_contract,1d,2006-07-14,2006-08-21,main_contract_map_rank1_effective_range
al,AL0611,actual_contract,1d,2006-08-22,2006-09-26,main_contract_map_rank1_effective_range
al,AL0612,actual_contract,1d,2006-09-27,2006-10-23,main_contract_map_rank1_effective_range
al,AL0701,actual_contract,1d,2006-10-24,2006-12-04,main_contract_map_rank1_effective_range
al,AL0702,actual_contract,1d,2006-12-05,2006-12-27,main_contract_map_rank1_effective_range
al,AL0703,actual_contract,1d,2006-12-28,2007-01-24,main_contract_map_rank1_effective_range
al,AL0704,actual_contract,1d,2007-01-25,2007-02-16,main_contract_map_rank1_effective_range
al,AL0705,actual_contract,1d,2007-02-26,2007-03-26,main_contract_map_rank1_effective_range
al,AL0706,actual_contract,1d,2007-03-27,2007-04-09,main_contract_map_rank1_effective_range
al,AL0707,actual_contract,1d,2007-04-10,2007-06-04,main_contract_map_rank1_effective_range
al,AL0708,actual_contract,1d,2007-06-05,2007-07-03,main_contract_map_rank1_effective_range
al,AL0709,actual_contract,1d,2007-07-04,2007-07-25,main_contract_map_rank1_effective_range
al,AL0710,actual_contract,1d,2007-07-26,2007-08-17,main_contract_map_rank1_effective_range
al,AL0711,actual_contract,1d,2007-08-20,2007-09-18,main_contract_map_rank1_effective_range
al,AL0712,actual_contract,1d,2007-09-19,2007-10-25,main_contract_map_rank1_effective_range
al,AL0801,actual_contract,1d,2007-10-26,2007-12-04,main_contract_map_rank1_effective_range
al,AL0802,actual_contract,1d,2007-12-05,2007-12-24,main_contract_map_rank1_effective_range
al,AL0803,actual_contract,1d,2007-12-25,2008-01-25,main_contract_map_rank1_effective_range
al,AL0804,actual_contract,1d,2008-01-28,2008-02-21,main_contract_map_rank1_effective_range
al,AL0805,actual_contract,1d,2008-02-22,2008-03-18,main_contract_map_rank1_effective_range
al,AL0806,actual_contract,1d,2008-03-19,2008-05-05,main_contract_map_rank1_effective_range
al,AL0807,actual_contract,1d,2008-05-06,2008-05-26,main_contract_map_rank1_effective_range
al,AL0808,actual_contract,1d,2008-05-27,2008-06-20,main_contract_map_rank1_effective_range
al,AL0809,actual_contract,1d,2008-06-23,2008-08-04,main_contract_map_rank1_effective_range
al,AL0810,actual_contract,1d,2008-08-05,2008-08-20,main_contract_map_rank1_effective_range
al,AL0811,actual_contract,1d,2008-08-21,2008-09-17,main_contract_map_rank1_effective_range
al,AL0812,actual_contract,1d,2008-09-18,2008-10-16,main_contract_map_rank1_effective_range
al,AL0901,actual_contract,1d,2008-10-17,2008-11-20,main_contract_map_rank1_effective_range
al,AL0902,actual_contract,1d,2008-11-21,2008-12-12,main_contract_map_rank1_effective_range
al,AL0903,actual_contract,1d,2008-12-15,2009-01-16,main_contract_map_rank1_effective_range
al,AL0904,actual_contract,1d,2009-01-19,2009-02-11,main_contract_map_rank1_effective_range
al,AL0905,actual_contract,1d,2009-02-12,2009-03-13,main_contract_map_rank1_effective_range
al,AL0906,actual_contract,1d,2009-03-16,2009-04-07,main_contract_map_rank1_effective_range
al,AL0907,actual_contract,1d,2009-04-08,2009-05-04,main_contract_map_rank1_effective_range
al,AL0908,actual_contract,1d,2009-05-05,2009-06-03,main_contract_map_rank1_effective_range
al,AL0909,actual_contract,1d,2009-06-04,2009-07-03,main_contract_map_rank1_effective_range
al,AL0910,actual_contract,1d,2009-07-06,2009-07-24,main_contract_map_rank1_effective_range
al,AL0911,actual_contract,1d,2009-07-27,2009-08-24,main_contract_map_rank1_effective_range
